CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
24072222,2408003,MOSSORO,RN,537.33,6128,CE DO SESI
35107906,3550308,SAO PAULO,SP,537.33,6129,ALBERT EINSTEIN COLEGIO
23272350,2307007,JAGUARUANA,CE,537.33,6130,UNIAO CEARENSE
15058794,1501709,BRAGANCA,PA,537.31,6131,INST STA TERESINHA
29431204,2908507,CONCEICAO DO JACUIPE,BA,537.3,6132,COLEGIO MILLENIUM
35151968,3550308,SAO PAULO,SP,537.29,6133,PEDROSO COLEGIO
35445629,3509700,CAMPOS DO JORDAO,SP,537.27,6134,UNIVAP PLATANUS COLEGIO
35025240,3506003,BAURU,SP,537.26,6135,EDUARDO VELHO FILHO PROF
15591000,1501402,BELEM,PA,537.24,6136,COLEGIO SUCESSO
35173150,3550308,SAO PAULO,SP,537.24,6137,PADIAL COLEGIO
13064207,1302603,MANAUS,AM,537.2,6138,INSTITUTO DE EDUCACAO PROF DENIZARD RIVAIL
35144642,3509403,CAJURU,SP,537.2,6139,PIRAMIDE COLEGIO
29199484,2927408,SALVADOR,BA,537.18,6140,COLEGIO MONTE CARMELO
41131711,4106902,CURITIBA,PR,537.18,6141,SOCIEDADE DAS FILHAS DE NOSSA SENHORA DO SAGRADO CORACAO
23085789,2304103,CRATEUS,CE,537.18,6142,SONIA BURGOS DE MACEDO LTDA EEFM
41074076,4109757,IBEMA,PR,537.18,6143,SAGRADA FAMILIA C EI EF M
15156826,1500800,ANANINDEUA,PA,537.17,6144,CENTRO EDUCACIONAL INFANTIL PEQUENO EINSTEIN
43061745,4307906,FARROUPILHA,RS,537.16,6145,INSTITUTO DE EDUCACAO CENECISTA ANGELO ANTONELLO
31033855,3133808,ITAUNA,MG,537.11,6146,EE MANOEL DA COSTA REZENDE
15102211,1504208,MARABA,PA,537.1,6147,ESCOLA A FAZENDINHA
23076690,2304400,FORTALEZA,CE,537.09,6148,DOM QUINTINO CENTRO DE ESTUDOS
26169525,2604106,CARUARU,PE,537.09,6149,COLEGIO CRIATIVO
52262367,5206206,CRISTALINA,GO,537.08,6150,COLEGIO JEAN PIAGET
33100020,3302502,MAGE,RJ,537.08,6151,CENTRO EDUC MAGEENSE LTDA
31295175,3114402,CARMO DO RIO CLARO,MG,537.07,6152,COLEGIO VENCER
41023927,4115200,MARINGA,PR,537.06,6153,DIRCE DE A MAIA C E EF M
29169291,2922300,MURITIBA,BA,537.06,6154,ESCOLA SAO LUIS
35901660,3542602,REGISTRO,SP,537.05,6155,IRENE MACHADO DE LIMA DONA
26064588,2614501,SURUBIM,PE,537.04,6156,COLEGIO NOSSA SENHORA DO AMPARO
22142401,2211001,TERESINA,PI,537.03,6157,COLEGIO JESUS DE NAZARE
33037337,3300100,ANGRA DOS REIS,RJ,537.02,6158,CE ROBERTO MONTENEGRO
33057729,3303302,NITEROI,RJ,537.01,6159,COLEGIO CENECISTA ATHAYDE PARREIRAS
35113049,3556404,VARGEM GRANDE DO SUL,SP,537,6160,D PEDRO II ESCOLA
22098097,2207801,PAULISTANA,PI,536.95,6161,COLEGIO MERITO
33162395,3302700,MARICA,RJ,536.94,6162,CENTRO DE EDUCACAO PROFISSIONAL DE MARICA
53013921,5300108,BRASILIA,DF,536.92,6163,INST EDUCACIONAL DROMOS
35034794,3520301,IGUAPE,SP,536.91,6164,NARCISO DE MEDEIROS ENG AGRONOMO ETEC
31194468,3166006,SENHORA DE OLIVEIRA,MG,536.91,6165,EE QUINZINHO INACIO
35133462,3550308,SAO PAULO,SP,536.9,6166,PAULISTA DE EDUCACAO BASICA ESCOLA
35139063,3550308,SAO PAULO,SP,536.89,6167,URSA MAIOR CENTRO EDUCACAO PEDAGOGIA MODERNA PG UNIDADE II
35806468,3520103,IGARAPAVA,SP,536.89,6168,SISTEMA MAIEUTICA DE EDUCACAO
52093980,5201405,APARECIDA DE GOIANIA,GO,536.88,6169,COLEGIO DECISAO - UNIDADE APARECIDA
33148740,3304557,RIO DE JANEIRO,RJ,536.88,6170,COLEGIO PASQUALE COSTANTINO
35285894,3510807,CASA BRANCA,SP,536.86,6171,SUPERACAO COLEGIO
29351510,2924058,PE DE SERRA,BA,536.85,6172,ESCOLA SONIA MARIA DE OLIVEIRA SANTANA
43145744,4300877,ARARICA,RS,536.85,6173,COLEGIO LUTERANO SIAO
41385616,4118402,PARANAVAI,PR,536.83,6174,NOROESTE C ED EM
31060879,3152501,POUSO ALEGRE,MG,536.82,6175,ESCOLA MUNICIPAL PROFESSORA MARIA BARBOSA
23111631,2300309,ACOPIARA,CE,536.82,6176,INSTITUTO COELHINHO PRE-ESCOLAR E ENS FUNDAMENTAL
15230007,1501402,BELEM,PA,536.8,6177,CENTRO DE ENSINO EMPREENDEDOR DO PARA -CEEP
35169675,3553302,TAMBAU,SP,536.8,6178,TAMBAUENSE COLEGIO DE ENSINO
42144957,4216602,SAO JOSE,SC,536.77,6179,CENTRO EDUCACIONAL ANITA
43071627,4309605,HORIZONTINA,RS,536.76,6180,CENTRO TECNOLOGICO FREDERICO JORGE LOGEMANN
15127567,1504208,MARABA,PA,536.75,6181,E PART E I F M DISNEYLANDIA
52084086,5208707,GOIANIA,GO,536.75,6182,COLEGIO KERYGMA
41375653,4101408,APUCARANA,PR,536.74,6183,CRISTAO PLGD C P L G DE DEUS EI EF M
35108625,3543303,RIBEIRAO PIRES,SP,536.74,6184,SESI 080 CENTRO EDUCACIONAL
35159414,3553807,TAQUARITUBA,SP,536.7,6185,SISTEMA PARTICULAR DE ENSINO PORTAL
29191254,2927408,SALVADOR,BA,536.68,6186,ESCOLA TECNICA ELETRO-MECANICA DA BAHIA
25027107,2511301,PIANCO,PB,536.68,6187,COLEGIO COMPACTO LTDA
35363613,3511102,CATANDUVA,SP,536.65,6188,CEL JTO A EE BARAO DO RIO BRANCO
35113924,3539301,PIRASSUNUNGA,SP,536.62,6189,SESI 390 CENTRO EDUCACIONAL
33162603,3304557,RIO DE JANEIRO,RJ,536.61,6190,COLEGIO FUTURO VIP PILARES
25118390,2504009,CAMPINA GRANDE,PB,536.6,6191,NDI NUCLEO DE DESENV INTELECTUAL DE ENSINO FUNDAMENTAL LTDA
26176246,2603454,CAMARAGIBE,PE,536.59,6192,ESCOLA TECNICA ESTADUAL ALCIDES DO NASCIMENTO LINS
35288559,3550308,SAO PAULO,SP,536.57,6193,PASCHOAL DANTAS UNIDADE III COLEGIO
35438170,3550308,SAO PAULO,SP,536.53,6194,AFAM COLEGIO UNIDADE SAO MIGUEL
26000016,2601102,ARARIPINA,PE,536.51,6195,CENTRO EDUCACIONAL DO ARARIPE
35110735,3527207,LORENA,SP,536.51,6196,SANTA TERESA INSTITUTO
29070368,2917508,JACOBINA,BA,536.5,6197,COLEGIO ARMANDO XAVIER DE OLIVEIRA
51035448,5103007,CHAPADA DOS GUIMARAES,MT,536.5,6198,ESCOLA MUNICIPAL CORREGO DO CAMPO
33041172,3303906,PETROPOLIS,RJ,536.49,6199,LICEU MUN PREFEITO CORDOLINO AMBROSIO
41388135,4115200,MARINGA,PR,536.49,6200,COLEGIO SESI PARANA - ENSINO FUNDAMENTAL E MEDIO
42006716,4218707,TUBARAO,SC,536.49,6201,CEDUP DIOMICIO FREITAS
35141689,3550308,SAO PAULO,SP,536.48,6202,PARALELO DE ENSINO ASSOCIACAO
35166182,3509601,CAMPO LIMPO PAULISTA,SP,536.48,6203,ALFA LOGOS COLEGIO
15527433,1506807,SANTAREM,PA,536.46,6204,NA
29184894,2927408,SALVADOR,BA,536.43,6205,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO
35116661,3502804,ARACATUBA,SP,536.43,6206,COLEGIO EXTENSAO DE ARACATUBA
26172712,2611606,RECIFE,PE,536.42,6207,ESCOLA DE REFERENCIA EM ENSINO MEDIO GINASIO PERNAMBUCANO - AURORA
31277185,3118601,CONTAGEM,MG,536.42,6208,NUCLEO EDUC BRAZ NETTO
35159232,3534401,OSASCO,SP,536.41,6209,EBENEZER INSTITUTO DE ENSINO
29130620,2922904,NOVA SOURE,BA,536.4,6210,EDUCANDARIO MENDESRIOS
35134168,3547809,SANTO ANDRE,SP,536.39,6211,PENTAGONO COLEGIO UNIDADE CENTRO
29446791,2927408,SALVADOR,BA,536.39,6212,COLEGIO SOPHIA
35809412,3530805,MOJI MIRIM,SP,536.39,6213,DELTA NOBRE COLEGIO
29457777,2927408,SALVADOR,BA,536.37,6214,NA
33109354,3304557,RIO DE JANEIRO,RJ,536.37,6215,CENTRO EDUC OS PRIMEIROS P DA CRIANCA
35118163,3550308,SAO PAULO,SP,536.37,6216,PRO CONHECER ESCOLA
24327310,2407203,MACAU,RN,536.35,6217,IFRN - CAMPUS MACAU
33050767,3301702,DUQUE DE CAXIAS,RJ,536.34,6218,CE CIRCULO OPERARIO
31346217,3116209,CHIADOR,MG,536.34,6219,EE DE ENSINO MEDIO
35102301,3550308,SAO PAULO,SP,536.32,6220,CAMILO CASTELO BRANCO LICEU
35159542,3550308,SAO PAULO,SP,536.32,6221,DECISAO COLEGIO
42238200,4201406,ARARANGUA,SC,536.32,6222,IFSC - CAMPUS ARARANGUA
22118640,2200400,ALTOS,PI,536.31,6223,EDUCANDARIO SAO JOSE
43125514,4317103,SANT ANA DO LIVRAMENTO,RS,536.31,6224,INSTITUTO LIVRAMENTO
31198846,3134202,ITUIUTABA,MG,536.31,6225,COL STA TERESA
35165128,3522703,ITAPOLIS,SP,536.31,6226,ALICERCE ORGANIZACAO EDUCACIONAL
35168907,3507902,BROTAS,SP,536.3,6227,SESI 429 CENTRO EDUCACIONAL
42080754,4202909,BRUSQUE,SC,536.29,6228,EEB GOV IVO SILVEIRA
35112641,3509502,CAMPINAS,SP,536.29,6229,ADVENTISTA DE CAMPINAS COLEGIO
33085374,3304557,RIO DE JANEIRO,RJ,536.27,6230,NA
25071858,2504009,CAMPINA GRANDE,PB,536.27,6231,COLEGIO PANORAMA
42011477,4206900,IBIRAMA,SC,536.25,6232,IFC - CAMPUS IBIRAMA
24081647,2408003,MOSSORO,RN,536.23,6233,COLEGIO ESTUDIO VISAO
35800090,3550308,SAO PAULO,SP,536.22,6234,MANUEL BANDEIRA POETA COLEGIO
35350308,3538709,PIRACICABA,SP,536.22,6235,EDSON RONTANI
35144241,3550308,SAO PAULO,SP,536.2,6236,NOVA ERA COLEGIO
35110966,3549904,SAO JOSE DOS CAMPOS,SP,536.19,6237,ANTONIO TEIXEIRA FERNANDES COLEGIO TECNICO
41125029,4104204,CAMPO LARGO,PR,536.19,6238,CLOTARIO PORTUGAL C E DES EF M
35120030,3550308,SAO PAULO,SP,536.18,6239,OURO PRETO COLEGIO
50000748,5005202,LADARIO,MS,536.18,6240,SOC DE INST E BENEF - COL SAO MIGUEL
33067716,3304557,RIO DE JANEIRO,RJ,536.17,6241,COL BARAO DE LUCENA
33022275,3303401,NOVA FRIBURGO,RJ,536.15,6242,IE DE NOVA FRIBURGO
35155263,3550308,SAO PAULO,SP,536.14,6243,ALCANCE COLEGIO
52001407,5220207,SAO MIGUEL DO ARAGUAIA,GO,536.13,6244,COLEGIO SOL NASCENTE
33106851,3304557,RIO DE JANEIRO,RJ,536.13,6245,COLEGIO ST GEORGES
23071346,2304400,FORTALEZA,CE,536.11,6246,INTEGRAL COLEGIO
35119787,3531100,MONGAGUA,SP,536.11,6247,COC EXPRESSAO COLEGIO
35154106,3550308,SAO PAULO,SP,536.11,6248,REINO DO ENSINO COLEGIO
35133772,3518701,GUARUJA,SP,536.1,6249,ADELIA CAMARGO CORREA COLEGIO DE EFM
31268682,3168507,TEIXEIRAS,MG,536.1,6250,C EDUC RAINHA DA PAZ
24068810,2408003,MOSSORO,RN,536.08,6251,CENTRO EDUCACIONAL ELITA CARLOS - CEDEC
43183034,4300604,ALVORADA,RS,536.07,6252,ESCOLA DE ENSINO MEDIO SALVADOR JESUS CRISTO
42036933,4218905,URUBICI,SC,536.05,6253,COLEGIO SANTA CLARA
31326917,3143104,MONTE CARMELO,MG,536.05,6254,CENTRO DE EDUCACAO PROFISSIONAL ALPHA LTDA
28007050,2802908,ITABAIANA,SE,536.04,6255,COLEGIO OPCAO
41063082,4119905,PONTA GROSSA,PR,536.02,6256,MUNHOZ DA ROCHA C E DO C DR EF M
26050242,2601706,BELO JARDIM,PE,536.01,6257,COLEGIO AGUIA
41147006,4101903,ASSAI,PR,536,6258,SESI ASSAI COLEGIO DE ENSINO MEDIO
33085668,3304557,RIO DE JANEIRO,RJ,535.99,6259,COL SAO REMO
43176984,4309308,GUAIBA,RS,535.98,6260,UNIDADE ENSINO MARTINHO LUTERO
33069590,3304557,RIO DE JANEIRO,RJ,535.98,6261,INSTITUTO RELVAS LTDA
31141798,3167202,SETE LAGOAS,MG,535.97,6262,EE MAURILO DE JESUS PEIXOTO
51064685,5103403,CUIABA,MT,535.94,6263,COLEGIO ISAAC NEWTON - NOTURNO E VESPERTINO
52033791,5208707,GOIANIA,GO,535.94,6264,COLEGIO PROF PARDAL
33058784,3303500,NOVA IGUACU,RJ,535.93,6265,COLEGIO GONCALVES DIAS
29227690,2918001,JEQUIE,BA,535.93,6266,EE - COLEGIO DA POLICIA MILITAR CPM PROFESSOR MAGALHAES NETO
33090700,3304904,SAO GONCALO,RJ,535.92,6267,COL BATISTA DO LARANJAL
31191124,3131307,IPATINGA,MG,535.91,6268,EE MAURILIO ALBANESE NOVAES
35021748,3543907,RIO CLARO,SP,535.91,6269,RAUL FERNANDES CHANCELER
43121721,4316808,SANTA CRUZ DO SUL,RS,535.89,6270,ESC EST ED BAS ESTADO DE GOIAS
35100161,3550308,SAO PAULO,SP,535.88,6271,CENTENARIO COLEGIO
26117282,2610707,PAULISTA,PE,535.87,6272,ESCOLA PAROQUIAL NOSSA SENHORA DE FATIMA
51174804,5102637,CAMPO NOVO DO PARECIS,MT,535.85,6273,IFMT - CAMPUS CAMPO NOVO DO PARECIS
52088413,5211503,ITUMBIARA,GO,535.85,6274,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE DIONARIA ROCHA
31096385,3151206,PIRAPORA,MG,535.85,6275,ESC TEC ALTO MEDIO SAO FRANCISCO
25115006,2512903,RIO TINTO,PB,535.83,6276,CERTO-COLEGIO DE ENSINO FENDAMENTAL E MEDIO
33089833,3304904,SAO GONCALO,RJ,535.81,6277,INSTITUTO CULTURAL OLAVO BILAC
43211984,4303103,CACHOEIRINHA,RS,535.78,6278,INSTITUTO SAO FRANCISCO-CACHOEIRINHA
11016973,1100155,OURO PRETO DO OESTE,RO,535.78,6279,EEEFM DR HORACIO CARELLI MENDES
32041390,3205309,VITORIA,ES,535.77,6280,CAT JOSE TARQUINIO SILVA
15131092,1506138,REDENCAO,PA,535.73,6281,COL EDUC CHRISTO REI
35049311,3550209,SAO MIGUEL ARCANJO,SP,535.73,6282,MARIA FRANCISCA DEOCLECIO ARRIVABENE PROFA
22056882,2203909,FLORIANO,PI,535.71,6283,COLEGIO TECNICO DE FLORIANO
29392470,2910503,ENTRE RIOS,BA,535.7,6284,INSTITUTO EDUCACIONAL DE ENTRE RIOS
35161913,3552809,TABOAO DA SERRA,SP,535.69,6285,CETS COLEGIO
35154179,3550308,SAO PAULO,SP,535.69,6286,COLEGIO FRAMTID SISTEMA DE ENSINO OBJETIVO
26181282,2610707,PAULISTA,PE,535.68,6287,ESCOLA TECNICA ESTADUAL JOSE ALENCAR GOMES DA SILVA
43159893,4322004,TRIUNFO,RS,535.66,6288,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL REDENTORA
31118672,3137502,LAGOA FORMOSA,MG,535.65,6289,EE JOSE MARCIANO BRANDAO
52098265,5220454,SENADOR CANEDO,GO,535.65,6290,NA
35123535,3520509,INDAIATUBA,SP,535.64,6291,SESI 420 CENTRO EDUCACIONAL
26094681,2616407,VITORIA DE SANTO ANTAO,PE,535.64,6292,COLEGIO NOSSA SENHORA DA GRACA
29153930,2927002,RIO REAL,BA,535.64,6293,CENTRO EDUCACIONAL CASTELO DA MONICA
31137987,3164704,SAO SEBASTIAO DO PARAISO,MG,535.63,6294,EE BENEDITO FERREIRA CALAFIORI
25146807,2507507,JOAO PESSOA,PB,535.61,6295,CENTRO EDUCACIONAL CENECISTA PROFESSOR FELIPE TIAGO GOMES
35174142,3506359,BERTIOGA,SP,535.59,6296,CAICARA COLEGIO
50082841,5003306,COXIM,MS,535.58,6297,IFMS - CAMPUS COXIM
26144441,2607901,JABOATAO DOS GUARARAPES,PE,535.56,6298,COLEGIO SOUZA LEAO POSITIVO
42002087,4205407,FLORIANOPOLIS,SC,535.56,6299,NA
23053283,2302107,BATURITE,CE,535.55,6300,INSTITUTO NOSSA SENHORA AUXILIADORA
35111387,3504503,AVARE,SP,535.54,6301,SESI 300 CENTRO EDUCACIONAL
11037474,1100205,PORTO VELHO,RO,535.53,6302,CENTRO DE ENSINO MINEIRO
28075412,2800308,ARACAJU,SE,535.52,6303,COLEGIO SANTA FE LTDA
35153199,3549805,SAO JOSE DO RIO PRETO,SP,535.5,6304,SANTA EDVIGES COLEGIO INTEGRADO
35112159,3545803,SANTA BARBARA D OESTE,SP,535.49,6305,SESI 099 CENTRO EDUCACIONAL
31102300,3101508,ALEM PARAIBA,MG,535.49,6306,COLEGIO ALEM PARAIBA
42084040,4205308,FAXINAL DOS GUEDES,SC,535.49,6307,EEB PROF TERTULIANO TURIBIO DE LEMOS
42107083,4211306,NAVEGANTES,SC,535.46,6308,COLEGIO DIMENSAO
28044401,2800308,ARACAJU,SE,535.45,6309,COLEGIO METODO
29192480,2927408,SALVADOR,BA,535.42,6310,COLEGIO FAVO DE MEL
35138526,3550308,SAO PAULO,SP,535.42,6311,WALDORF DE SAO PAULO ESCOLA
42020697,4209102,JOINVILLE,SC,535.41,6312,EEB CONSELHEIRO MAFRA
43168817,4323408,VILA MARIA,RS,535.4,6313,EEEM VILA MARIA
35143145,3501905,AMPARO,SP,535.4,6314,PHOENIX COLEGIO DE EDUCACAO ESCOLA VIVA
35169432,3537602,PERUIBE,SP,535.39,6315,RABONI INSTITUTO DE ENSINO
31349429,3118601,CONTAGEM,MG,535.39,6316,SENAI CONTAGEM UNIDADE INTEGRADA NENEM SCARIOLLI
35290841,3550308,SAO PAULO,SP,535.39,6317,MODULO COLEGIO UNIDADE II
33110131,3304557,RIO DE JANEIRO,RJ,535.38,6318,SOCIEDADE EDUCACIONAL SOL NASCENTE LTDA
35160490,3525102,JARDINOPOLIS,SP,535.37,6319,NEC NUCLEO DE EDUCACAO CULTURA ENSINO FUNDAMENTAL E MEDIO
35811359,3537602,PERUIBE,SP,535.34,6320,MONTEIRO LOBATO COLEGIO
29390540,2913903,IPIAU,BA,535.31,6321,ESCOLA DE APLICACAO DOM BOSCO
35012919,3518404,GUARATINGUETA,SP,535.31,6322,ROGERIO LACAZ PROF
41388097,4115200,MARINGA,PR,535.31,6323,CCI-CENTRO DE EDUCACAO INFANTIL - SUBS I
42145228,4202008,BALNEARIO CAMBORIU,SC,535.29,6324,COLEGIO DE APLICACAO UNIVALI
33035679,3306107,VALENCA,RJ,535.28,6325,CE DOUTOR OSWALDO TERRA
35150484,3505500,BARRETOS,SP,535.25,6326,COLEGIO E ESCOLA TECNICA DA FUNDACAO
43090028,4312757,NOVA ALVORADA,RS,535.25,6327,EEEM VICENTE GUERRA
35463401,3554003,TATUI,SP,535.24,6328,XI DE AGOSTO COLEGIO
29425964,2919207,LAURO DE FREITAS,BA,535.22,6329,COLEGIO EQUIPE
51088231,5105259,LUCAS DO RIO VERDE,MT,535.21,6330,CENTRO INTEGRADO EDUCAR
43029035,4303004,CACHOEIRA DO SUL,RS,535.19,6331,COLEGIO TOTEM CACHOEIRA DO SUL
41068998,4127700,TOLEDO,PR,535.18,6332,NOVO SARANDI C E C EF M
43164439,4322558,VANINI,RS,535.17,6333,ESC EST ENS MEDIO CONEGO JOSUE BARDIN
51015994,5107909,SINOP,MT,535.16,6334,ESCOLA CENECISTA SANTA ELISABETE
35155299,3550308,SAO PAULO,SP,535.13,6335,SANTA RITA COLEGIO
41373871,4128203,UNIAO DA VITORIA,PR,535.13,6336,VISAO C EI EF M
24009318,2400208,ACU,RN,535.13,6337,EDUCANDARIO NOSSA SRA DAS VITORIAS
31004936,3106200,BELO HORIZONTE,MG,535.12,6338,ESC TEC VITAL BRASIL
35144307,3550308,SAO PAULO,SP,535.11,6339,RICARDO RODRIGUES ALVES COLEGIO
23002590,2302602,CAMOCIM,CE,535.09,6340,EEEP MONSENHOR EXPEDITO DA SILVEIRA DE SOUSA
31002135,3106200,BELO HORIZONTE,MG,535.08,6341,EE GOVERNADOR MILTON CAMPOS
52045579,5206206,CRISTALINA,GO,535.03,6342,COLEGIO MARIA MONTESSORI
35439939,3505302,BARRA BONITA,SP,535.03,6343,COLEGIO TYTO ALBA
41055900,4121703,RESERVA,PR,535.03,6344,TEOFILA NASSAR JANGADA C E C EF M
25071009,2504009,CAMPINA GRANDE,PB,535.02,6345,CIE - CENTRO INTERATIVO DE ENSINO LTDA
33013802,3304755,SAO FRANCISCO DE ITABAPOANA,RJ,535.01,6346,CE AGOSTINHO CHRYSANTO DE ARAUJO
35018867,3509502,CAMPINAS,SP,535.01,6347,FRANCISCO ALVARES PROFESSOR
26121530,2611606,RECIFE,PE,535.01,6348,COLEGIO E CURSO ESPECIAL
35155287,3550308,SAO PAULO,SP,535,6349,GRAJAU COLEGIO
35143900,3501905,AMPARO,SP,534.96,6350,ALTERNATIVO COLEGIO
43047645,4313466,NOVO XINGU,RS,534.95,6351,EEEM GOTTFRIED THOMAS WESTERICH
51192802,5105150,JUINA,MT,534.94,6352,IFMT - CAMPUS JUINA
35008734,3547809,SANTO ANDRE,SP,534.94,6353,FELICIO LAURITO DOUTOR
35439095,3549409,SAO JOAQUIM DA BARRA,SP,534.94,6354,IANG TAO ESCOLA DE ENSINO FUNDAMENTAL
35343006,3512407,CORDEIROPOLIS,SP,534.93,6355,VILLA ROMANA COLEGIO
35027194,3535903,PARANAPUA,SP,534.92,6356,JOSE RIBEIRO PREFEITO
24003492,2408003,MOSSORO,RN,534.9,6357,INSTITUTO GURILANDIA
41002164,4118402,PARANAVAI,PR,534.89,6358,ESCOLA DE EDUCACAO BASICA FUNDACAO BRADESCO
13031899,1302603,MANAUS,AM,534.88,6359,INSTITUTO DE EDUCACAO DO AMAZONAS
41397029,4119509,PIRAQUARA,PR,534.87,6360,CIDADAO DO AMANHA C EI EF M
35128375,3510401,CAPIVARI,SP,534.87,6361,EAC DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL COLEGIO
35031082,3500105,ADAMANTINA,SP,534.86,6362,EUDECIO LUIZ VICENTE PROF ETEC
41023820,4115200,MARINGA,PR,534.86,6363,CCI-SEDECENTRO EDUC INFANTIL
35154283,3513801,DIADEMA,SP,534.83,6364,SESI 426 CENTRO EDUCACIONAL
41046803,4103602,CAMBARA,PR,534.83,6365,COLEGIO NOSSA SENHORA DAS GRACAS
35135616,3524402,JACAREI,SP,534.8,6366,ADVENTISTA DE JACAREI ESCOLA DE EFM
33380201,3303500,NOVA IGUACU,RJ,534.79,6367,INSTITUTO BIANCHI DE ENSINO
35153503,3550308,SAO PAULO,SP,534.79,6368,SAO FRANCISCO COLEGIO
33069794,3304557,RIO DE JANEIRO,RJ,534.78,6369,UNIDADE EDUC GAMA E SOUZA
31268909,3134608,JABOTICATUBAS,MG,534.78,6370,EM GERALDA ISA LIMA RODRIGUES
41032853,4113700,LONDRINA,PR,534.77,6371,RIO BRANCO C E BAR DO EF M
33086699,3304557,RIO DE JANEIRO,RJ,534.76,6372,COLEGIO MERCEDARIO PIO XII
35022073,3503208,ARARAQUARA,SP,534.76,6373,JOAO MANOEL DO AMARAL
35151993,3536505,PAULINIA,SP,534.74,6374,COSMOS DE PAULINIA COLEGIO
26166607,2611606,RECIFE,PE,534.72,6375,ESCOLA MUNICIPAL DE BEBERIBE
15570541,1501402,BELEM,PA,534.71,6376,COLEGIO SANTA MADRE
52062813,5217401,PIRES DO RIO,GO,534.67,6377,COLEGIO SAGRADO CORACAO DE JESUS
35124597,3541406,PRESIDENTE PRUDENTE,SP,534.66,6378,SESI 423 CENTRO EDUCACIONAL
29390648,2918407,JUAZEIRO,BA,534.66,6379,COLEGIO ADVENTISTA DE JUAZEIRO
41123840,4101804,ARAUCARIA,PR,534.65,6380,TECNICO INDUSTRIAL C EF M PROFIS
41374010,4106902,CURITIBA,PR,534.65,6381,COLEGIO ADVENTISTA CENTENARIO - EIEFM
33138249,3300233,ARMACAO DOS BUZIOS,RJ,534.64,6382,COLEGIO MUNICIPAL PAULO FREIRE
35151191,3550308,SAO PAULO,SP,534.63,6383,PASSO SEGURO COLEGIO
33038210,3302809,MENDES,RJ,534.63,6384,COL CENECISTA MARECHAL RONDON
35143397,3550308,SAO PAULO,SP,534.62,6385,PIRAMIS COLEGIO
21202435,2106326,MARACACUME,MA,534.61,6386,CE CLOVES WILLIAM
26053993,2604106,CARUARU,PE,534.59,6387,COLEGIO ADVENTISTA DE CARUARU
32034296,3201308,CARIACICA,ES,534.58,6388,CAT IND ARNALDO MAGALHAES FILHO
23040769,2310258,PARAIPABA,CE,534.58,6389,CENTRO INTEGRADO DE ENSINO DE PARAIPABA LTDA
35105824,3543303,RIBEIRAO PIRES,SP,534.57,6390,JEAN PIAGET COLEGIO
23085592,2304103,CRATEUS,CE,534.55,6391,EEEP MANOEL MANO
15231836,1506138,REDENCAO,PA,534.54,6392,E E M PRESIDENTE TANCREDO NEVES
42007437,4211702,ORLEANS,SC,534.54,6393,ESCOLA BARRIGA VERDE
28085400,2802106,ESTANCIA,SE,534.54,6394,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO JOAO BATISTA DA ROCHA
43132227,4317905,SANTO CRISTO,RS,534.5,6395,EEEB LEOPOLDO OST
43117686,4316402,ROSARIO DO SUL,RS,534.5,6396,EMEF BARAO DO RIO BRANCO
33114013,3301702,DUQUE DE CAXIAS,RJ,534.48,6397,COLEGIO CURSO VISAO
29171016,2928604,SANTO AMARO,BA,534.46,6398,ESCOLA COOPERATIVA DE SANTO AMARO
41146697,4126504,SERTANOPOLIS,PR,534.46,6399,COLEGIO CONSTRUINDO O SABER
43151388,4316733,SANTA CECILIA DO SUL,RS,534.44,6400,ESCOLA ESTADUAL DE ENSINO MEDIO BELARMINO AMERICO DA VEIGA
31033154,3122306,DIVINOPOLIS,MG,534.43,6401,EE DONA ANTONIA VALADARES
41133501,4106902,CURITIBA,PR,534.42,6402,COLEGIO SESI-CIC ENSINO FUNDAMENTAL E MEDIO
29176131,2905701,CAMACARI,BA,534.42,6403,CENTRO EDUCACIONAL TANCREDO NEVES
23323426,2304400,FORTALEZA,CE,534.41,6404,EEEP ICARO DE SOUSA MOREIRA
22141154,2211001,TERESINA,PI,534.4,6405,EINSTEIN SISTEMA DE ENSINO - UNIDADE I
35185012,3526100,JUQUIA,SP,534.4,6406,INSTITUTO LOGOS DE EDUCACAO PRESBITERIANO
35153564,3550308,SAO PAULO,SP,534.39,6407,CHACARA A PIMENTINHA E COLEGIO MEIRELLES LEME EIFM
35020631,3530805,MOJI MIRIM,SP,534.39,6408,NORA MONSENHOR
52061639,5218391,PROFESSOR JAMIL,GO,534.38,6409,COLEGIO ESTADUAL OTONIEL DA CUNHA
15161471,1505502,PARAGOMINAS,PA,534.37,6410,INSTITUTO DE ENSINO DE PARAGOMINAS - IEP - COLEGIO FACESP
25093665,2507507,JOAO PESSOA,PB,534.37,6411,ESC CENECISTA JOAO REGIS DE AMORIM
26172852,2611606,RECIFE,PE,534.36,6412,INVEST CENTRO EDUCACIONAL
