CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
4313060,Nova Hartz,RS,503.53,1430
2608800,Lajedo,PE,503.49,1431
2807402,Tobias Barreto,SE,503.49,1432
5210109,Ipameri,GO,503.49,1433
3106309,Belo Oriente,MG,503.47,1434
4306734,Doutor Maurício Cardoso,RS,503.45,1435
3127206,Funilândia,MG,503.43,1436
1100304,Vilhena,RO,503.42,1437
3305406,Sapucaia,RJ,503.42,1438
2616209,Vertentes,PE,503.42,1439
3536000,Parapuã,SP,503.42,1440
3165206,São Thomé das Letras,MG,503.41,1441
2924652,Pintadas,BA,503.4,1442
4110102,Imbituva,PR,503.4,1443
3130507,Ilicínea,MG,503.36,1444
4203808,Canoinhas,SC,503.35,1445
5211206,Itapuranga,GO,503.35,1446
4321303,Taquari,RS,503.34,1447
3168051,Taparuba,MG,503.34,1448
2200608,Angical do Piauí,PI,503.33,1449
4202081,Bandeirante,SC,503.31,1450
3132800,Itambé do Mato Dentro,MG,503.3,1451
3550704,São Sebastião,SP,503.29,1452
5207352,Edealina,GO,503.29,1453
3522109,Itanhaém,SP,503.28,1454
4117107,Nova Londrina,PR,503.27,1455
3142205,Miraí,MG,503.2,1456
4318606,São José do Ouro,RS,503.16,1457
3511201,Catiguá,SP,503.16,1458
3161007,São Domingos do Prata,MG,503.16,1459
3154705,Ribeirão Vermelho,MG,503.16,1460
4311734,Mampituba,RS,503.15,1461
3203007,Iúna,ES,503.14,1462
4115309,Mariópolis,PR,503.12,1463
3543204,Ribeirão do Sul,SP,503.07,1464
4210001,Luiz Alves,SC,503.06,1465
4217808,Taió,SC,503.05,1466
3162922,São Joaquim de Bicas,MG,503.03,1467
4219606,Xavantina,SC,503.03,1468
4214508,Rio do Campo,SC,503.01,1469
3128006,Guanhães,MG,502.94,1470
2906873,Capim Grosso,BA,502.9,1471
3507456,Borebi,SP,502.9,1472
3130309,Iguatama,MG,502.88,1473
4208104,Itaiópolis,SC,502.87,1474
4102000,Assis Chateaubriand,PR,502.82,1475
3168002,Taiobeiras,MG,502.82,1476
2615102,Terezinha,PE,502.82,1477
4314704,Planalto,RS,502.76,1478
3102803,Andrelândia,MG,502.71,1479
4115002,Marilena,PR,502.71,1480
3525854,Jumirim,SP,502.7,1481
5002159,Bodoquena,MS,502.69,1482
4111407,Ivaí,PR,502.67,1483
3527405,Lucélia,SP,502.65,1484
3111309,Campo do Meio,MG,502.63,1485
3510005,Cândido Mota,SP,502.63,1486
4128401,Uraí,PR,502.61,1487
4200705,Alfredo Wagner,SC,502.6,1488
3540101,Pongaí,SP,502.6,1489
3161601,São Geraldo da Piedade,MG,502.58,1490
5101803,Barra do Garças,MT,502.57,1491
4104501,Capanema,PR,502.56,1492
3137106,Lagamar,MG,502.52,1493
3556354,Vargem,SP,502.49,1494
3514106,Dois Córregos,SP,502.48,1495
4100806,Alvorada do Sul,PR,502.48,1496
4319372,São Pedro do Butiá,RS,502.47,1497
3509205,Cajamar,SP,502.44,1498
2311801,Russas,CE,502.44,1499
5222005,Vianópolis,GO,502.44,1500
4107546,Espigão Alto do Iguaçu,PR,502.43,1501
3113909,Carmo da Cachoeira,MG,502.4,1502
4204756,Cunhataí,SC,502.4,1503
3525201,Jarinu,SP,502.34,1504
3515905,Floreal,SP,502.32,1505
4106308,Corbélia,PR,502.27,1506
5204300,Caçu,GO,502.26,1507
3534104,Oriente,SP,502.26,1508
4302709,Butiá,RS,502.25,1509
2309904,Pacujá,CE,502.25,1510
2312908,Sobral,CE,502.23,1511
4205555,Frei Rogério,SC,502.23,1512
3302502,Magé,RJ,502.22,1513
2206506,Monsenhor Hipólito,PI,502.2,1514
2606408,Gravatá,PE,502.19,1515
2310803,Pereiro,CE,502.19,1516
4300406,Alegrete,RS,502.18,1517
5218300,Posse,GO,502.17,1518
3152600,Pouso Alto,MG,502.17,1519
2603454,Camaragibe,PE,502.16,1520
4120903,Quedas do Iguaçu,PR,502.16,1521
4312427,Mormaço,RS,502.16,1522
4114807,Marialva,PR,502.15,1523
5003801,Fátima do Sul,MS,502.13,1524
3506359,Bertioga,SP,502.1,1525
3107604,Bom Jesus da Penha,MG,502.1,1526
4322533,Vale do Sol,RS,502.1,1527
3114006,Carmo da Mata,MG,502.03,1528
4315750,Riozinho,RS,502.01,1529
3541703,Quatá,SP,502,1530
3113800,Carmésia,MG,502,1531
2802106,Estância,SE,501.95,1532
3136306,João Pinheiro,MG,501.95,1533
4310306,Ilópolis,RS,501.94,1534
4208955,Jardinópolis,SC,501.9,1535
2930006,Sebastião Laranjeiras,BA,501.9,1536
3149804,Perdizes,MG,501.89,1537
4210308,Major Vieira,SC,501.89,1538
4208708,Jacinto Machado,SC,501.88,1539
3125507,São Gonçalo do Rio Preto,MG,501.88,1540
3551504,Serrana,SP,501.84,1541
4109708,Ibaiti,PR,501.84,1542
4315552,Rio dos Índios,RS,501.82,1543
3133402,Itapagipe,MG,501.82,1544
3514601,Dumont,SP,501.79,1545
4210209,Major Gercino,SC,501.79,1546
2613909,Serra Talhada,PE,501.77,1547
5106224,Nova Mutum,MT,501.76,1548
3166808,Serra do Salitre,MG,501.76,1549
3510807,Casa Branca,SP,501.72,1550
5105150,Juína,MT,501.72,1551
4202537,Bom Jesus,SC,501.7,1552
3505005,Barão de Antonina,SP,501.69,1553
3122108,Divino das Laranjeiras,MG,501.67,1554
4321709,Três Coroas,RS,501.66,1555
2406908,Lucrécia,RN,501.65,1556
4301073,Arroio do Padre,RS,501.65,1557
4206009,Governador Celso Ramos,SC,501.64,1558
3539400,Piratininga,SP,501.63,1559
4316402,Rosário do Sul,RS,501.63,1560
3300951,Comendador Levy Gasparian,RJ,501.62,1561
3545506,Sandovalina,SP,501.61,1562
4210803,Meleiro,SC,501.59,1563
4104055,Campo Bonito,PR,501.59,1564
3512704,Corumbataí,SP,501.58,1565
2914703,Itaberaba,BA,501.55,1566
5006309,Paranaíba,MS,501.52,1567
3111101,Campina Verde,MG,501.52,1568
2932606,Urandi,BA,501.5,1569
3169109,Toledo,MG,501.48,1570
3509304,Cajobi,SP,501.46,1571
4200903,Angelina,SC,501.45,1572
2612208,Salgueiro,PE,501.44,1573
4313375,Nova Santa Rita,RS,501.39,1574
4314001,Paraí,RS,501.38,1575
3138609,Lima Duarte,MG,501.37,1576
2926301,Riachão do Jacuípe,BA,501.37,1577
2501807,Bayeux,PB,501.34,1578
3541307,Presidente Epitácio,SP,501.3,1579
4316451,Salto do Jacuí,RS,501.3,1580
2304285,Eusébio,CE,501.29,1581
3151909,Pocrane,MG,501.29,1582
2913903,Ipiaú,BA,501.28,1583
3203700,Muniz Freire,ES,501.26,1584
3134103,Itueta,MG,501.25,1585
3163607,São José do Mantimento,MG,501.23,1586
3131406,Ipiaçu,MG,501.22,1587
3529807,Mineiros do Tietê,SP,501.21,1588
4211876,Paial,SC,501.21,1589
4310363,Imigrante,RS,501.18,1590
2704708,Marechal Deodoro,AL,501.16,1591
3171600,Virgem da Lapa,MG,501.14,1592
5209804,Hidrolina,GO,501.14,1593
4319125,São Martinho da Serra,RS,501.12,1594
2501104,Areia,PB,501.11,1595
4211306,Navegantes,SC,501.08,1596
4215109,Rodeio,SC,501.06,1597
4102505,Barbosa Ferraz,PR,501.04,1598
3522208,Itapecerica da Serra,SP,501.01,1599
2413607,Severiano Melo,RN,501.01,1600
3552700,Tabatinga,SP,500.99,1601
3519303,Ibaté,SP,500.96,1602
4107256,Douradina,PR,500.96,1603
3515129,Emilianópolis,SP,500.96,1604
2905008,Caculé,BA,500.94,1605
3550001,São Luís do Paraitinga,SP,500.94,1606
4118204,Paranaguá,PR,500.93,1607
3304755,São Francisco de Itabapoana,RJ,500.93,1608
3158607,Santana do Deserto,MG,500.92,1609
2907509,Catu,BA,500.88,1610
2512309,Princesa Isabel,PB,500.88,1611
2516102,Soledade,PB,500.84,1612
2933000,Valente,BA,500.84,1613
4214003,Presidente Getúlio,SC,500.81,1614
3509007,Caieiras,SP,500.8,1615
3138625,Limeira do Oeste,MG,500.8,1616
3205002,Serra,ES,500.75,1617
4121505,Rebouças,PR,500.75,1618
3144003,Mutum,MG,500.72,1619
5201504,Aporé,GO,500.69,1620
3520426,Ilha Comprida,SP,500.69,1621
4205456,Forquilhinha,SC,500.67,1622
4100509,Altônia,PR,500.67,1623
1100122,Ji-Paraná,RO,500.66,1624
2929909,Seabra,BA,500.65,1625
3130101,Igarapé,MG,500.64,1626
4313805,Palmitinho,RS,500.63,1627
3141900,Minduri,MG,500.63,1628
3545605,Santa Adélia,SP,500.63,1629
2610905,Pesqueira,PE,500.6,1630
2919504,Livramento de Nossa Senhora,BA,500.6,1631
4316428,Sagrada Família,RS,500.59,1632
4200408,Água Doce,SC,500.57,1633
4317004,Santana da Boa Vista,RS,500.56,1634
4127106,Telêmaco Borba,PR,500.54,1635
4323101,Vicente Dutra,RS,500.54,1636
4124103,Santo Antônio da Platina,PR,500.53,1637
2202208,Campo Maior,PI,500.52,1638
3532009,Morungaba,SP,500.52,1639
3519253,Iaras,SP,500.51,1640
3169604,Tupaciguara,MG,500.45,1641
3552304,Sud Mennucci,SP,500.44,1642
4312252,Minas do Leão,RS,500.44,1643
4117297,Novo Itacolomi,PR,500.44,1644
5206602,Cumari,GO,500.43,1645
5103205,Colíder,MT,500.4,1646
4200804,Anchieta,SC,500.39,1647
3158953,Santana do Paraíso,MG,500.36,1648
5101308,Arenápolis,MT,500.36,1649
4101606,Arapoti,PR,500.35,1650
5203302,Bela Vista de Goiás,GO,500.35,1651
3545308,Salto de Pirapora,SP,500.28,1652
2906600,Candiba,BA,500.27,1653
2908408,Conceição do Coité,BA,500.25,1654
3107802,Bom Jesus do Galho,MG,500.24,1655
2605707,Floresta,PE,500.19,1656
3516408,Franco da Rocha,SP,500.17,1657
3102100,Alto Rio Doce,MG,500.17,1658
3533700,Ocauçu,SP,500.14,1659
4312708,Nonoai,RS,500.13,1660
4305157,Cerro Grande,RS,500.13,1661
3101201,Aiuruoca,MG,500.11,1662
3126406,Fortuna de Minas,MG,500.08,1663
3301801,Engenheiro Paulo de Frontin,RJ,500.06,1664
3167004,Serranos,MG,500.06,1665
1702109,Araguaína,TO,500.05,1666
3129509,Ibiá,MG,500.05,1667
1100379,Alto Alegre dos Parecis,RO,500.01,1668
4323804,Xangri-lá,RS,500.01,1669
2501203,Areial,PB,500,1670
4312104,Mata,RS,499.97,1671
4308656,Garruchos,RS,499.96,1672
4216701,São José do Cedro,SC,499.95,1673
3161809,São Gonçalo do Pará,MG,499.93,1674
4204152,Celso Ramos,SC,499.92,1675
4217006,São Ludgero,SC,499.92,1676
4112306,Japira,PR,499.91,1677
3119807,Córrego Danta,MG,499.88,1678
4310504,Iraí,RS,499.83,1679
3543105,Ribeirão Corrente,SP,499.82,1680
4312179,Mato Queimado,RS,499.79,1681
5200902,Amorinópolis,GO,499.75,1682
3542206,Rancharia,SP,499.72,1683
4212007,Palma Sola,SC,499.7,1684
2309805,Pacoti,CE,499.68,1685
4202099,Barra Bonita,SC,499.67,1686
3508207,Buritizal,SP,499.66,1687
2908507,Conceição do Jacuípe,BA,499.64,1688
3134301,Itumirim,MG,499.63,1689
5207600,Fazenda Nova,GO,499.59,1690
2305506,Iguatu,CE,499.56,1691
2500403,Alagoa Nova,PB,499.55,1692
3515103,Embu-Guaçu,SP,499.53,1693
3553856,Taquarivaí,SP,499.52,1694
3111408,Campo Florido,MG,499.51,1695
5206503,Cromínia,GO,499.5,1696
3529203,Martinópolis,SP,499.48,1697
4212403,Pedras Grandes,SC,499.47,1698
4105805,Colombo,PR,499.43,1699
4123402,Santa Fé,PR,499.42,1700
4219358,Vitor Meireles,SC,499.39,1701
3163904,São Pedro da União,MG,499.38,1702
3501707,Américo Brasiliense,SP,499.35,1703
3118700,Coqueiral,MG,499.35,1704
2301000,Aquiraz,CE,499.32,1705
2210052,São José do Divino,PI,499.31,1706
3160959,São Domingos das Dores,MG,499.29,1707
3134509,Itutinga,MG,499.24,1708
3128303,Guaranésia,MG,499.23,1709
2605152,Dormentes,PE,499.22,1710
3113206,Carandaí,MG,499.19,1711
4200309,Agronômica,SC,499.17,1712
3165560,Sem-Peixe,MG,499.16,1713
2916104,Itaparica,BA,499.14,1714
3302452,Macuco,RJ,499.14,1715
5002209,Bonito,MS,499.1,1716
5107925,Sorriso,MT,499.1,1717
5203939,Buriti de Goiás,GO,499.1,1718
3148806,Pedra do Anta,MG,499.04,1719
3139904,Maria da Fé,MG,499.03,1720
4304507,Canguçu,RS,499.01,1721
4121000,Querência do Norte,PR,498.97,1722
3515707,Ferraz de Vasconcelos,SP,498.96,1723
3167707,Sobrália,MG,498.94,1724
4204103,Caxambu do Sul,SC,498.93,1725
4201505,Armazém,SC,498.85,1726
3304003,Piraí,RJ,498.84,1727
3549607,São José do Barreiro,SP,498.82,1728
4102109,Astorga,PR,498.8,1729
3152006,Pompéu,MG,498.79,1730
3154101,Recreio,MG,498.79,1731
3518008,Guarani d'Oeste,SP,498.79,1732
4112009,Jaguariaíva,PR,498.78,1733
4102752,Bela Vista da Caroba,PR,498.76,1734
3547650,Santa Salete,SP,498.76,1735
2900355,Adustina,BA,498.74,1736
3553203,Taiúva,SP,498.71,1737
4201802,Atalanta,SC,498.71,1738
5003306,Coxim,MS,498.69,1739
3143450,Montezuma,MG,498.68,1740
3110707,Cambuquira,MG,498.67,1741
4314068,Passa Sete,RS,498.66,1742
4127601,Tijucas do Sul,PR,498.64,1743
2501500,Bananeiras,PB,498.63,1744
3117405,Conceição de Ipanema,MG,498.63,1745
2902807,Barra da Estiva,BA,498.6,1746
2919405,Licínio de Almeida,BA,498.6,1747
4300554,Alto Alegre,RS,498.6,1748
3158508,Santana de Pirapama,MG,498.6,1749
5107602,Rondonópolis,MT,498.59,1750
4317103,Sant'Ana do Livramento,RS,498.58,1751
3534757,Ouroeste,SP,498.56,1752
5107768,Santa Rita do Trivelato,MT,498.55,1753
4110052,Iguatu,PR,498.55,1754
4316303,Roque Gonzales,RS,498.52,1755
4312500,Mostardas,RS,498.52,1756
2209351,Santana do Piauí,PI,498.45,1757
4201950,Balneário Arroio do Silva,SC,498.44,1758
3153509,Alto Jequitibá,MG,498.44,1759
5105101,Juara,MT,498.43,1760
3540903,Pradópolis,SP,498.4,1761
3541901,Queluz,SP,498.4,1762
2610004,Palmares,PE,498.36,1763
2928109,Santa Maria da Vitória,BA,498.36,1764
4117206,Nova Olímpia,PR,498.35,1765
2209906,São João da Serra,PI,498.35,1766
4201257,Apiúna,SC,498.34,1767
3521804,Itaí,SP,498.32,1768
3111903,Cana Verde,MG,498.32,1769
4300505,Alpestre,RS,498.31,1770
2931053,Tanque Novo,BA,498.3,1771
1505031,Novo Progresso,PA,498.3,1772
3553005,Taguaí,SP,498.3,1773
3524907,Jambeiro,SP,498.3,1774
3556503,Várzea Paulista,SP,498.28,1775
3129301,Iapu,MG,498.27,1776
2708006,Santana do Ipanema,AL,498.26,1777
5108352,Vale de São Domingos,MT,498.25,1778
3518503,Guareí,SP,498.24,1779
1100023,Ariquemes,RO,498.22,1780
3169059,Tocos do Moji,MG,498.21,1781
3107901,Bom Repouso,MG,498.2,1782
2308302,Milagres,CE,498.18,1783
4217907,Tangará,SC,498.17,1784
2801900,Cumbe,SE,498.13,1785
3143005,Monte Belo,MG,498.13,1786
4106803,Cruz Machado,PR,498.09,1787
4209805,Leoberto Leal,SC,498.08,1788
5002902,Cassilândia,MS,498.07,1789
2407104,Macaíba,RN,498.06,1790
4314753,Poço das Antas,RS,498.05,1791
3162609,São João do Oriente,MG,498.03,1792
4126256,Sarandi,PR,498.02,1793
4101200,Antonina,PR,498.02,1794
4323507,Vista Alegre,RS,498.02,1795
2510501,Olivedos,PB,498.01,1796
3107307,Bocaiúva,MG,498,1797
4320552,Sertão Santana,RS,498,1798
1101708,Urupá,RO,498,1799
3533809,Óleo,SP,498,1800
4117503,Paiçandu,PR,497.99,1801
2610202,Panelas,PE,497.97,1802
5210406,Itaberaí,GO,497.97,1803
4206751,Ibiam,SC,497.97,1804
4214151,Princesa,SC,497.91,1805
3121001,Datas,MG,497.89,1806
4302402,Bom Retiro do Sul,RS,497.86,1807
3150307,Piedade do Rio Grande,MG,497.83,1808
3302858,Mesquita,RJ,497.82,1809
3554300,Teodoro Sampaio,SP,497.81,1810
3204351,Rio Bananal,ES,497.78,1811
4126678,Tamarana,PR,497.78,1812
2108207,Pedreiras,MA,497.77,1813
3141108,Matozinhos,MG,497.76,1814
2928505,Santa Teresinha,BA,497.76,1815
2930501,Serrinha,BA,497.74,1816
3501806,Américo de Campos,SP,497.71,1817
2901007,Amargosa,BA,497.69,1818
3545704,Santa Albertina,SP,497.67,1819
3534203,Orindiúva,SP,497.67,1820
4128302,Uniflor,PR,497.66,1821
3549300,São João do Pau d'Alho,SP,497.66,1822
3167806,Soledade de Minas,MG,497.6,1823
2503209,Cabedelo,PB,497.56,1824
4106506,Coronel Vivida,PR,497.56,1825
3104502,Arinos,MG,497.55,1826
3532058,Motuca,SP,497.55,1827
2916302,Itapebi,BA,497.53,1828
2608305,Jupi,PE,497.51,1829
3122355,Divisa Alegre,MG,497.48,1830
4306304,David Canabarro,RS,497.46,1831
4312005,Mariano Moro,RS,497.41,1832
3535101,Palmares Paulista,SP,497.4,1833
5219357,Santa Isabel,GO,497.4,1834
3515004,Embu das Artes,SP,497.38,1835
3125002,Ewbank da Câmara,MG,497.37,1836
3153905,Raposos,MG,497.36,1837
4302451,Boqueirão do Leão,RS,497.34,1838
4311130,Jari,RS,497.33,1839
5100607,Alto Taquari,MT,497.3,1840
1400100,Boa Vista,RR,497.28,1841
5003207,Corumbá,MS,497.28,1842
3528601,Manduri,SP,497.28,1843
5214606,Niquelândia,GO,497.27,1844
4122701,Sabáudia,PR,497.27,1845
4207007,Içara,SC,497.26,1846
5212204,Jussara,GO,497.26,1847
4320651,Silveira Martins,RS,497.26,1848
2918704,Lafaiete Coutinho,BA,497.26,1849
3145356,Novo Oriente de Minas,MG,497.25,1850
5104526,Ipiranga do Norte,MT,497.22,1851
3506607,Biritiba-Mirim,SP,497.19,1852
3556305,Valparaíso,SP,497.19,1853
3139706,Maravilhas,MG,497.18,1854
5221403,Trindade,GO,497.17,1855
3101805,Alpercata,MG,497.16,1856
5200050,Abadia de Goiás,GO,497.12,1857
3507308,Boracéia,SP,497.12,1858
2907608,Central,BA,497.11,1859
3146503,Pains,MG,497.08,1860
3155306,Rio Manso,MG,497.06,1861
5006200,Nova Andradina,MS,497.05,1862
3525607,João Ramalho,SP,497.03,1863
4110201,Inácio Martins,PR,497.02,1864
3509254,Cajati,SP,497.02,1865
4107520,Esperança Nova,PR,497.02,1866
2928604,Santo Amaro,BA,497.01,1867
5005251,Laguna Carapã,MS,497.01,1868
3136652,Juatuba,MG,496.99,1869
3517703,Guará,SP,496.99,1870
3122405,Divisa Nova,MG,496.99,1871
4107652,Fazenda Rio Grande,PR,496.97,1872
3202306,Guaçuí,ES,496.97,1873
4205159,Doutor Pedrinho,SC,496.96,1874
2412104,São João do Sabugi,RN,496.96,1875
3120201,Cristais,MG,496.95,1876
3163201,São José do Alegre,MG,496.94,1877
3108206,Bonfinópolis de Minas,MG,496.94,1878
5200159,Adelândia,GO,496.91,1879
2306207,Itaiçaba,CE,496.91,1880
3119203,Coroaci,MG,496.9,1881
3203130,João Neiva,ES,496.89,1882
4302584,Bozano,RS,496.88,1883
4103107,Bocaiúva do Sul,PR,496.87,1884
3140803,Matias Barbosa,MG,496.87,1885
3509403,Cajuru,SP,496.84,1886
4307450,Esperança do Sul,RS,496.84,1887
3544004,Rio das Pedras,SP,496.84,1888
4128708,Vitorino,PR,496.84,1889
4311254,Lagoão,RS,496.84,1890
3518602,Guariba,SP,496.82,1891
3162708,São João do Paraíso,MG,496.81,1892
5213087,Minaçu,GO,496.8,1893
4212700,Petrolândia,SC,496.8,1894
3128105,Guapé,MG,496.79,1895
3158003,Santa Maria de Itabira,MG,496.77,1896
3163409,São José do Goiabal,MG,496.76,1897
3135605,Jequitaí,MG,496.75,1898
2928901,São Desidério,BA,496.75,1899
3520707,Indiaporã,SP,496.75,1900
3551801,Sete Barras,SP,496.75,1901
4318622,São José dos Ausentes,RS,496.75,1902
2402402,Carnaúba dos Dantas,RN,496.73,1903
4125100,São João do Triunfo,PR,496.67,1904
1302603,Manaus,AM,496.65,1905
2912905,Ibirataia,BA,496.64,1906
5002951,Chapadão do Sul,MS,496.61,1907
4103800,Cambira,PR,496.61,1908
3170404,Unaí,MG,496.59,1909
2400208,Açu,RN,496.59,1910
2931905,Tucano,BA,496.58,1911
3144706,Nova Era,MG,496.56,1912
4113502,Loanda,PR,496.51,1913
3508702,Caconde,SP,496.51,1914
3138005,Laranjal,MG,496.51,1915
3539509,Pitangueiras,SP,496.5,1916
2607901,Jaboatão dos Guararapes,PE,496.49,1917
4213708,Pouso Redondo,SC,496.46,1918
2908705,Condeúba,BA,496.44,1919
4216909,São Lourenço do Oeste,SC,496.42,1920
5220207,São Miguel do Araguaia,GO,496.42,1921
3532405,Nazaré Paulista,SP,496.42,1922
4125308,São Jorge do Ivaí,PR,496.38,1923
4218905,Urubici,SC,496.38,1924
4115457,Marquinho,PR,496.36,1925
3556800,Viradouro,SP,496.35,1926
4119400,Piraí do Sul,PR,496.32,1927
2932200,Ubaitaba,BA,496.31,1928
3502408,Anhumas,SP,496.31,1929
3511003,Castilho,SP,496.3,1930
1505502,Paragominas,PA,496.29,1931
4211009,Mondaí,SC,496.29,1932
4305975,Coxilha,RS,496.27,1933
5204003,Cabeceiras,GO,496.26,1934
4306130,Cruzaltense,RS,496.26,1935
4210050,Macieira,SC,496.26,1936
2504801,Coremas,PB,496.24,1937
4110003,Iguaraçu,PR,496.24,1938
4213906,Presidente Castello Branco,SC,496.24,1939
4303202,Cacique Doble,RS,496.24,1940
3535606,Paraibuna,SP,496.21,1941
2100055,Açailândia,MA,496.21,1942
3544400,Rubiácea,SP,496.2,1943
4210605,Massaranduba,SC,496.19,1944
4306353,Dezesseis de Novembro,RS,496.18,1945
3203809,Muqui,ES,496.17,1946
4104006,Campina Grande do Sul,PR,496.16,1947
4319752,São Vendelino,RS,496.15,1948
3302254,Itatiaia,RJ,496.14,1949
5104104,Guarantã do Norte,MT,496.12,1950
4103909,Campina da Lagoa,PR,496.12,1951
2603900,Carnaíba,PE,496.12,1952
4103354,Braganey,PR,496.11,1953
2305233,Horizonte,CE,496.1,1954
5006606,Ponta Porã,MS,496.07,1955
3120706,Cruzeiro da Fortaleza,MG,496.07,1956
3136603,Nova União,MG,496.07,1957
2103802,Dom Pedro,MA,496.06,1958
3533601,Nuporanga,SP,496.06,1959
3150109,Piau,MG,496.05,1960
4218509,Treze Tílias,SC,495.98,1961
4207205,Imaruí,SC,495.98,1962
4123006,Salto do Lontra,PR,495.95,1963
4103222,Bom Sucesso do Sul,PR,495.93,1964
3515608,Fernando Prestes,SP,495.92,1965
3129657,Ibiracatu,MG,495.91,1966
3537701,Piacatu,SP,495.88,1967
3131604,Iraí de Minas,MG,495.86,1968
4214102,Presidente Nereu,SC,495.85,1969
2800670,Boquim,SE,495.84,1970
2404200,Goianinha,RN,495.84,1971
3164472,São Sebastião do Anta,MG,495.84,1972
3166303,Sericita,MG,495.84,1973
4305447,Chuvisca,RS,495.8,1974
2801603,Cedro de São João,SE,495.79,1975
4100707,Alto Piquiri,PR,495.79,1976
4215695,Santiago do Sul,SC,495.77,1977
3204955,São Roque do Canaã,ES,495.76,1978
4124905,São João do Caiuá,PR,495.75,1979
2901353,Andorinha,BA,495.74,1980
4112108,Jandaia do Sul,PR,495.71,1981
3528502,Mairiporã,SP,495.67,1982
2503902,Camalaú,PB,495.67,1983
4215307,Salete,SC,495.65,1984
4322327,Turuçu,RS,495.64,1985
1100098,Espigão D'Oeste,RO,495.63,1986
3117603,Conceição do Pará,MG,495.62,1987
3171071,Veredinha,MG,495.62,1988
4320800,Soledade,RS,495.61,1989
4112405,Japurá,PR,495.59,1990
2926657,Ribeirão do Largo,BA,495.58,1991
3304144,Queimados,RJ,495.57,1992
3112505,Capim Branco,MG,495.57,1993
3153608,Prudente de Morais,MG,495.53,1994
2918308,Jitaúna,BA,495.5,1995
1100155,Ouro Preto do Oeste,RO,495.49,1996
3541208,Presidente Bernardes,SP,495.47,1997
5200134,Acreúna,GO,495.43,1998
3135100,Janaúba,MG,495.39,1999
5203906,Buriti Alegre,GO,495.39,2000
1502152,Canaã dos Carajás,PA,495.36,2001
2302701,Campos Sales,CE,495.36,2002
4203956,Capivari de Baixo,SC,495.35,2003
5203401,Bom Jardim de Goiás,GO,495.34,2004
3500808,Alfredo Marcondes,SP,495.33,2005
1503002,Faro,PA,495.33,2006
2506509,Gurjão,PB,495.26,2007
2930709,Simões Filho,BA,495.25,2008
4123303,Santa Cruz de Monte Castelo,PR,495.23,2009
2917706,Jaguarari,BA,495.21,2010
5107180,Ribeirão Cascalheira,MT,495.2,2011
2922300,Muritiba,BA,495.18,2012
3510302,Capela do Alto,SP,495.18,2013
4113452,Lindoeste,PR,495.17,2014
3502903,Araçoiaba da Serra,SP,495.17,2015
4108650,Goioxim,PR,495.17,2016
3145406,Olaria,MG,495.15,2017
3510708,Cardoso,SP,495.13,2018
3141504,Mendes Pimentel,MG,495.13,2019
4215901,São Bonifácio,SC,495.12,2020
2500304,Alagoa Grande,PB,495.11,2021
4322905,Viadutos,RS,495.11,2022
3510104,Cândido Rodrigues,SP,495.11,2023
4209854,Lindóia do Sul,SC,495.09,2024
2400604,Almino Afonso,RN,495.07,2025
4315206,Putinga,RS,495.06,2026
3152303,Porto Firme,MG,495.06,2027
3124906,Eugenópolis,MG,495.03,2028
1101757,Vale do Anari,RO,495.02,2029
3163300,São José do Divino,MG,495.02,2030
3500204,Adolfo,SP,495.01,2031
1502202,Capanema,PA,495,2032
4111209,Itapejara d'Oeste,PR,495,2033
2913408,Igaporã,BA,494.96,2034
3165800,Senador José Bento,MG,494.94,2035
4300604,Alvorada,RS,494.93,2036
1101302,Mirante da Serra,RO,494.91,2037
3520202,Igaratá,SP,494.9,2038
5100201,Água Boa,MT,494.88,2039
4314209,Pedro Osório,RS,494.87,2040
4321832,Três Forquilhas,RS,494.87,2041
5104807,Jaciara,MT,494.83,2042
4306932,Entre-Ijuís,RS,494.83,2043
2607505,Itaíba,PE,494.81,2044
4114005,Mamborê,PR,494.81,2045
5216304,Paranaiguara,GO,494.81,2046
4215679,Santa Terezinha,SC,494.8,2047
3111804,Canápolis,MG,494.8,2048
2408904,Parelhas,RN,494.76,2049
4101309,Antônio Olinto,PR,494.76,2050
5209101,Goiatuba,GO,494.75,2051
4313607,Paim Filho,RS,494.75,2052
3519808,Icém,SP,494.73,2053
5001102,Aquidauana,MS,494.72,2054
3140407,Marmelópolis,MG,494.69,2055
2904506,Brotas de Macaúbas,BA,494.68,2056
2707107,Piranhas,AL,494.67,2057
3125804,Fernandes Tourinho,MG,494.67,2058
3106002,Bela Vista de Minas,MG,494.66,2059
3121209,Delfinópolis,MG,494.61,2060
2704005,Junqueiro,AL,494.59,2061
2210607,São Raimundo Nonato,PI,494.59,2062
4128559,Vera Cruz do Oeste,PR,494.59,2063
5102702,Canarana,MT,494.59,2064
3127107,Frutal,MG,494.57,2065
3526209,Juquitiba,SP,494.56,2066
4212601,Peritiba,SC,494.56,2067
4125407,São José da Boa Vista,PR,494.54,2068
4218350,Treviso,SC,494.54,2069
3160108,Santo Antônio do Grama,MG,494.49,2070
3109808,Cachoeira Dourada,MG,494.48,2071
3148202,Patrocínio do Muriaé,MG,494.48,2072
4215752,São Bernardino,SC,494.47,2073
3201308,Cariacica,ES,494.46,2074
3128907,Guimarânia,MG,494.45,2075
