CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
29342880,2910800,FEIRA DE SANTANA,BA,707.21,24,COLEGIO HELYOS
31018724,3105608,BARBACENA,MG,706.74,25,SESI CENTRO DE ATIVIDADES OSCAR MAGALHAES FERREIRA
33040516,3303906,PETROPOLIS,RJ,706.49,26,COLEGIO IPIRANGA
33135371,3304557,RIO DE JANEIRO,RJ,706.31,27,COLEGIO CRUZEIRO - JACAREPAGUA
33065403,3304557,RIO DE JANEIRO,RJ,706.29,28,COLEGIO SANTO AGOSTINHO
33087628,3304557,RIO DE JANEIRO,RJ,706.06,29,ANGLO AMERICANO ESCOLAS INTEGRADAS LTD
33087679,3304557,RIO DE JANEIRO,RJ,704.41,30,COLEGIO SANTO AGOSTINHO - NL
22022406,2211001,TERESINA,PI,703.96,31,COLEGIO LEROTE LTDA
24097004,2408102,NATAL,RN,703.83,32,COLEGIO CIENCIAS APLICADAS
52068986,5208707,GOIANIA,GO,703.41,33,COLEGIO WR
51046644,5102678,CAMPO VERDE,MT,703.3,34,ESCOLA DE PRIMEIRO GRAU PROGRESSO LTDA
33063729,3304557,RIO DE JANEIRO,RJ,703.13,35,COLEGIO SANTO INACIO
33161291,3304557,RIO DE JANEIRO,RJ,702.33,36,CEMP ENSINO MEDIO LTDA
35154775,3548807,SAO CAETANO DO SUL,SP,702.04,37,VILLARE COLEGIO
31004031,3106200,BELO HORIZONTE,MG,700.95,38,COLEGIO SANTA MARCELINA
35187835,3554102,TAUBATE,SP,700.66,39,PROGRESSAO COLEGIO
31074373,3136702,JUIZ DE FORA,MG,700.55,40,COLEGIO SANTA CATARINA
26124297,2611606,RECIFE,PE,699.78,41,COLEGIO DE APLICACAO DO CE DA UFPE
22129529,2211001,TERESINA,PI,698.58,42,CEV COLEGIO UNIDADE JOCKEY
35104985,3550308,SAO PAULO,SP,698.14,43,BANDEIRANTES COLEGIO EFM
23245573,2304400,FORTALEZA,CE,698.13,44,MASTER COLEGIO
31006238,3106200,BELO HORIZONTE,MG,697.82,45,COLEGIO LOYOLA
33063419,3304557,RIO DE JANEIRO,RJ,697.42,46,COL FRANCO BRASILEIRO
35103536,3550308,SAO PAULO,SP,696.93,47,IAVNE COLEGIO EFM
53056000,5300108,BRASILIA,DF,696.9,48,COL OLIMPO
31217123,3106200,BELO HORIZONTE,MG,696.15,49,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO
23334266,2304400,FORTALEZA,CE,695.86,50,FARIAS BRITO PRE VESTIBULAR ALDEOTA
31007196,3106200,BELO HORIZONTE,MG,695.71,51,COLEGIO SANTA DOROTEIA
33123918,3304557,RIO DE JANEIRO,RJ,695.25,52,CENTRO EDUC MARAPENDI LTDA
31311723,3106200,BELO HORIZONTE,MG,695.25,53,COLEGIO BERNOULLI - UNIDADE GONCALVES DIAS
31327573,3106200,BELO HORIZONTE,MG,694.26,54,ESCOLA MARISTA CHAMPAGNAT DE BELO HORIZONTE
35290804,3543402,RIBEIRAO PRETO,SP,694.2,55,SEB COC UNIDADE ALVARES CABRAL
23235543,2304400,FORTALEZA,CE,694.17,56,ARI DE SA CAVALCANTE COLEGIO - MAJOR FACUNDO
31006157,3106200,BELO HORIZONTE,MG,694.05,57,COLEGIO LOGOSOFICO GONZALEZ PECOTCHE
25121600,2507507,JOAO PESSOA,PB,692.36,58,COLEGIO ATHENEU LTDA ME
33057206,3303302,NITEROI,RJ,692.07,59,INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO
41070895,4104808,CASCAVEL,PR,691.76,60,ALFA DE CASCAVEL C EI EF M PROFIS
33085897,3304557,RIO DE JANEIRO,RJ,691.55,61,ESC MODELAR CAMBAUBA
21293600,2111300,SAO LUIS,MA,691.19,62,ESCOLA CRESCIMENTO
33110034,3304557,RIO DE JANEIRO,RJ,690.19,63,CENTRO EDUCACIONAL ESPACO INTEGRADO
35140995,3554102,TAUBATE,SP,689.7,64,OBJETIVO JUNIOR COLEGIO
29181780,2927408,SALVADOR,BA,689.68,65,EMPREENDIMENTOS EDUCACIONAIS ANCHIETA LTDA
35141586,3552205,SOROCABA,SP,689.67,66,UIRAPURU COLEGIO
35136931,3550308,SAO PAULO,SP,689.3,67,AGOSTINIANO MENDEL COLEGIO
33148376,3304557,RIO DE JANEIRO,RJ,689.18,68,ESCOLA PARQUE - BARRA
22022481,2211001,TERESINA,PI,688.86,69,ANBEAS - COLEGIO SAGRADO CORACAO DE JESUS
33105405,3304557,RIO DE JANEIRO,RJ,688.62,70,COLEGIO PH
26534711,2611606,RECIFE,PE,688.23,71,COLEGIO COGNITIVO
52086615,5208707,GOIANIA,GO,687.34,72,COLEGIO JAO LTDA
33066523,3304557,RIO DE JANEIRO,RJ,687.29,73,INSTITUTO DE APLICACAO FERNANDO RODRIGUES DA SILVEIRA CAP-UERJ
35126974,3530607,MOGI DAS CRUZES,SP,687.26,74,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO
35126724,3550308,SAO PAULO,SP,687.1,75,ST NICHOLAS ESCOLA ANGLO BRASILEIRA
35805555,3549904,SAO JOSE DOS CAMPOS,SP,686.75,76,EMBRAER JUAREZ WANDERLEY COLEGIO
33322201,3304557,RIO DE JANEIRO,RJ,686.31,77,ESCOLA SESC DE ENSINO MEDIO
31260908,3167202,SETE LAGOAS,MG,685.54,78,COL IMPULSO
22023658,2211001,TERESINA,PI,685.46,79,EDUCANDARIO SANTA MARIA GORETTI
31248401,3115508,CAXAMBU,MG,685.29,80,COLEGIO DOM FERRAZ
26118165,2611606,RECIFE,PE,685.01,81,COLEGIO EQUIPE
35286187,3556206,VALINHOS,SP,684.66,82,ETAPA COLEGIO
35367345,3550605,SAO ROQUE,SP,683.75,83,MONTEPELLIER SISTEMA EDUCACIONAL
31004359,3106200,BELO HORIZONTE,MG,683.32,84,COLEGIO ESPANHOL SANTA MARIA CIDADE NOVA
15584801,1506138,REDENCAO,PA,681.3,85,ESCOLA DE ENSINO INFANTIL FUNDAMENTAL E MEDIO PRESIDENTE TANCREDO NEVES LTDA ME-ME
35108145,3518800,GUARULHOS,SP,681.17,86,MATER AMABILIS COLEGIO
23564121,2304400,FORTALEZA,CE,681.14,87,ANTARES COLEGIO PRE VESTIBULAR
33064032,3304557,RIO DE JANEIRO,RJ,680.87,88,ESCOLA ALEMA CORCOVADO - EXPERIMENTAL
33139954,3303302,NITEROI,RJ,680.18,89,ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC
33153450,3303302,NITEROI,RJ,680.1,90,COLEGIO PH
26136473,2611606,RECIFE,PE,680.07,91,COLEGIO MOTIVO - UNIDADE II
35286692,3538006,PINDAMONHANGABA,SP,679.75,92,PROGRESSAO COLEGIO UNID PINDAMONHAGABA ENSINO MEDIO
33063311,3304557,RIO DE JANEIRO,RJ,679.74,93,COL ANDREWS
32040032,3205309,VITORIA,ES,679.42,94,CE LEONARDO DA VINCI
35142967,3548708,SAO BERNARDO DO CAMPO,SP,678.92,95,TERMOMECANICA COLEGIO
24069582,2408102,NATAL,RN,678.91,96,CENTRO DE EDUCACAO INTEGRADA LTDA - FILIAL
41376986,4106902,CURITIBA,PR,678.76,97,CENTRO DE EDUCACAO INFANTIL DOM BOSCO AHU
31294471,3136702,JUIZ DE FORA,MG,678.59,98,COLEGIO MILITAR DE JUIZ DE FORA
31342998,3169307,TRES CORACOES,MG,678.43,99,COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC
33036667,3300100,ANGRA DOS REIS,RJ,677.89,100,COLEGIO NAVAL
35135112,3530607,MOGI DAS CRUZES,SP,677.87,101,SAO MARCOS COLEGIO
35136025,3556206,VALINHOS,SP,677.77,102,PORTO SEGURO VISCONDE COLEGIO UNIDADE II
31302848,3108909,BRASOPOLIS,MG,677.66,103,COL IMACULADA CONCEICAO
35103421,3550308,SAO PAULO,SP,677.4,104,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA
35286527,3538006,PINDAMONHANGABA,SP,676.67,105,PROGRESSAO COLEGIO
33022267,3303401,NOVA FRIBURGO,RJ,676.55,106,EXTERNATO SANTA IGNEZ
35104607,3550308,SAO PAULO,SP,676.2,107,PALMARES COLEGIO EFM
31006394,3106200,BELO HORIZONTE,MG,676.2,108,COLEGIO MARISTA DOM SILVERIO
35134806,3550308,SAO PAULO,SP,675.82,109,ETAPA COLEGIO DE EFM
23236108,2307304,JUAZEIRO DO NORTE,CE,675.09,110,PARAISO EDUCACIONAL SS LTDA
35104620,3550308,SAO PAULO,SP,674.88,111,SANTA CRUZ COLEGIO
33077029,3304557,RIO DE JANEIRO,RJ,674.26,112,COL BAHIENSE LTDA
31293687,3170701,VARGINHA,MG,674.04,113,COLEGIO MARISTA - VARGINHA
23272333,2304400,FORTALEZA,CE,673.93,114,FARIAS BRITO COLEGIO PRE-VESTIBULAR CENTRAL
17054818,1721000,PALMAS,TO,673.57,115,COLEGIO DOM BOSCO INTEGRAL
33249202,3304557,RIO DE JANEIRO,RJ,672.85,116,COLEGIO PH
35803736,3549805,SAO JOSE DO RIO PRETO,SP,672.76,117,ESTIMULACAO DO SABER ORIENTADO COLEGIO PARA COESO
33228604,3304557,RIO DE JANEIRO,RJ,672.72,118,COLEGIO DE A A Z
31193216,3131307,IPATINGA,MG,672.64,119,ESCOLA EDUCACAO CRIATIVA
35173186,3547809,SANTO ANDRE,SP,672.56,120,LICEU JARDIM
28032322,2800308,ARACAJU,SE,672.41,121,CENTRO DE EXCELENCIA MASTER
31004278,3106200,BELO HORIZONTE,MG,672.33,122,ESTA - ESCOLA STO TOMAS DE AQUINO
31005754,3106200,BELO HORIZONTE,MG,672.27,123,COL FREI ORLANDO CARLOS PRATES
53012860,5300108,BRASILIA,DF,672.19,124,COL GALOIS
50027956,5002704,CAMPO GRANDE,MS,672.1,125,COLEGIO HARMONIA
35124199,3550308,SAO PAULO,SP,671.78,126,ALBERT SABIN COLEGIO
41135946,4119152,PINHAIS,PR,671.51,127,SUICO-BRASILEIRO DE CURITIBA COL EDUC INF EF MED
33125791,3304557,RIO DE JANEIRO,RJ,671.48,128,CENTRO DE EDUC E CULT DA BARRA
24069191,2408102,NATAL,RN,671.18,129,CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO
31291030,3106200,BELO HORIZONTE,MG,671.03,130,COLEGIO MILITAR DE BELO HORIZONTE
33165920,3303302,NITEROI,RJ,670.57,131,COLEGIO E CURSO PONTO DE ENSINO
33166820,3304557,RIO DE JANEIRO,RJ,670.54,132,COLEGIO E CURSO PONTO DE ENSINO
31205265,3138203,LAVRAS,MG,670.3,133,INST PRESBITERIANO GAMMON
33083886,3304557,RIO DE JANEIRO,RJ,670.22,134,SOCIEDADE EDUC MONTEIRO LOBATO
35139497,3550308,SAO PAULO,SP,670.14,135,PENTAGONO COLEGIO UNIDADE CAIUBI
53013085,5300108,BRASILIA,DF,669.93,136,COL PODION
33066809,3304557,RIO DE JANEIRO,RJ,669.9,137,COL STA MARCELINA
13032020,1302603,MANAUS,AM,669.84,138,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
29365023,2927408,SALVADOR,BA,669.72,139,COLEGIO OFICINA
31005614,3106200,BELO HORIZONTE,MG,669.6,140,COLEGIO SANTA MARIA CORACAO EUCARISTICO
41128249,4106902,CURITIBA,PR,669.49,141,UNIVERSIDADE TECNOLOGICA FEDERAL DO PR
33065250,3304557,RIO DE JANEIRO,RJ,668.95,142,COL DE APLIC DA UNIV FED DO RIO DE JANEIRO
35301279,3510609,CARAPICUIBA,SP,668.88,143,COLEGIO ANGLO LEONARDO DA VINCI
24078727,2403251,PARNAMIRIM,RN,668.64,144,PHD COLEGIO E CURSO
53001338,5300108,BRASILIA,DF,668.54,145,COL MARISTA DE BRASILIA - EDUC INF E ENS FUND
22149201,2211001,TERESINA,PI,668.42,146,NA
50030582,5002704,CAMPO GRANDE,MS,668.35,147,COLEGIO BIONATUS
35121149,3530805,MOJI MIRIM,SP,668.3,148,CARISMA EIFM COLEGIO
33098557,3300308,BARRA DO PIRAI,RJ,668.27,149,CENTRO DE ESTUDOS INTEGRADOS
33142726,3304557,RIO DE JANEIRO,RJ,668.07,150,COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM
33145237,3303401,NOVA FRIBURGO,RJ,668.01,151,COLEGIO SAO JOAO BATISTA NOVA FRIBURGO
32079583,3201209,CACHOEIRO DE ITAPEMIRIM,ES,667.98,152,IFES - CAMPUS CACHOEIRO DE ITAPEMIRIM
29181771,2927408,SALVADOR,BA,667.89,153,COLEGIO ANCHIETA
33068488,3304557,RIO DE JANEIRO,RJ,667.87,154,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS RIO DE JANEIRO
35195005,3505708,BARUERI,SP,667.81,155,COLEGIO ANGLO LEONARDO DA VINCI
33110328,3304557,RIO DE JANEIRO,RJ,667.79,156,COLEGIO PH
33157901,3304557,RIO DE JANEIRO,RJ,667.77,157,COLEGIO PH
35159177,3513009,COTIA,SP,667.51,158,SIDARTA COLEGIO
33064628,3304557,RIO DE JANEIRO,RJ,667.45,159,COL BARILAN
35150022,3530706,MOGI GUACU,SP,667.4,160,MONTEIRO LOBATO COLEGIO
35112773,3509502,CAMPINAS,SP,667.39,161,IMACULADA INSTITUTO EDUCACIONAL
33104220,3304557,RIO DE JANEIRO,RJ,667.31,162,RECANTO INF IMACULADA CONCEICAO
35373886,3506003,BAURU,SP,666.94,163,DINCAO INSTITUTO DE ENSINO
15119645,1505502,PARAGOMINAS,PA,666.78,164,ESC NOVA DE PARAGOMINAS PRO ESC
35990012,3550308,SAO PAULO,SP,666.61,165,IFSP - CAMPUS SAO PAULO
52083888,5208707,GOIANIA,GO,666.51,166,COLEGIO PROTAGORAS
35161834,3550605,SAO ROQUE,SP,666.44,167,SAO ROQUE COLEGIO
31260061,3147303,PARAISOPOLIS,MG,666.32,168,CENTRO ACADEMICO PARAISOPOLIS - CEAP
35112689,3509502,CAMPINAS,SP,666.23,169,COMUNITARIA DE CAMPINAS ESCOLA
35135288,3534401,OSASCO,SP,666.04,170,COLEGIO ANGLO LEONARDO DA VINCI
28021053,2806701,SAO CRISTOVAO,SE,665.81,171,COLEGIO DE APLICACAO DA UFS
31005835,3106200,BELO HORIZONTE,MG,665.23,172,COLEGIO IMACULADA CONCEICAO
33064776,3304557,RIO DE JANEIRO,RJ,665.19,173,COL SAO PAULO
32080824,3201308,CARIACICA,ES,665.18,174,IFES - CAMPUS CARIACICA
35103548,3550308,SAO PAULO,SP,664.84,175,SAO LUIS COLEGIO EIFM
33159645,3304557,RIO DE JANEIRO,RJ,664.68,176,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO II - TIJUCA
33064040,3304557,RIO DE JANEIRO,RJ,664.66,177,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU
28017820,2800308,ARACAJU,SE,664.26,178,COLEGIO DO SALVADOR
35139397,3553708,TAQUARITINGA,SP,664.04,179,ANJO DA GUARDA SAO RAFAEL COLEGIO
31245488,3106200,BELO HORIZONTE,MG,663.84,180,UNIDADE BH - CAMPUS I
35372341,3549904,SAO JOSE DOS CAMPOS,SP,663.64,181,POLIEDRO ENSINO FUNDAMENTAL COLEGIO
26163039,2611606,RECIFE,PE,663.54,182,COLEGIO GGE
33063540,3304557,RIO DE JANEIRO,RJ,663.38,183,CPII - CAMPUS HUMAITA I
35287600,3552809,TABOAO DA SERRA,SP,663.35,184,COLEGIO ANGLO LEONARDO DA VINCI
33065837,3304557,RIO DE JANEIRO,RJ,663.33,185,ESCOLA PARQUE
52094235,5208707,GOIANIA,GO,663.32,186,COLEGIO OLIMPO
35175572,3549904,SAO JOSE DOS CAMPOS,SP,663.31,187,POLIEDRO COLEGIO
33067643,3304557,RIO DE JANEIRO,RJ,663.16,188,CEFET-RJ - UNIDADE MARACANA
52091228,5208707,GOIANIA,GO,662.98,189,COLEGIO EINSTEIN
33111456,3304557,RIO DE JANEIRO,RJ,662.92,190,COLEGIO PH
33075425,3304557,RIO DE JANEIRO,RJ,662.63,191,COL PENTAGONO
53088018,5300108,BRASILIA,DF,662.55,192,COL CURSO PODION
29422248,2927408,SALVADOR,BA,662.32,193,COLEGIO ANGLO BRASILEIRO
35137406,3550308,SAO PAULO,SP,662.28,194,VERTICE COLEGIO UNIDADE I
35910818,3550308,SAO PAULO,SP,662.25,195,SAO PAULO ETEC DE
23198389,2304400,FORTALEZA,CE,662.22,196,MA MONTENEGRO COLEGIO IRMA ANEX
35105600,3550308,SAO PAULO,SP,662.2,197,SANTO AMERICO COLEGIO
33155852,3304557,RIO DE JANEIRO,RJ,662.14,198,COLEGIO PH
24059790,2408102,NATAL,RN,662.14,199,ITAECE COMPLEXO EDUCACIONAL
13025872,1302603,MANAUS,AM,662.05,200,CENTRO EDUCACIONAL LATO SENSU
26181231,2611606,RECIFE,PE,662.03,201,COLEGIO FAZER CRESCER - ENSINO MEDIO
32041152,3205309,VITORIA,ES,662.01,202,ESCOLA SAO DOMINGOS
22025715,2211001,TERESINA,PI,661.93,203,COLEGIO OBJETIVO S-S
41133153,4106902,CURITIBA,PR,661.9,204,COLEGIO MARISTA SANTA MARIA - EI EF EM
33087407,3304557,RIO DE JANEIRO,RJ,661.83,205,CENTRO EDUC ANISIO TEIXEIRA
33063648,3304557,RIO DE JANEIRO,RJ,661.8,206,COLEGIO SAO VICENTE DE PAULO
41377168,4106902,CURITIBA,PR,661.74,207,COLEGIO DOM BOSCO BATEL - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
31268631,3122306,DIVINOPOLIS,MG,661.56,208,CEFET-MG - UNED DIVINOPOLIS
42203600,4204202,CHAPECO,SC,661.48,209,COLEGIO TRILINGUE INOVACAO
31074098,3136702,JUIZ DE FORA,MG,661.42,210,COLEGIO DOS JESUITAS
53020006,5300108,BRASILIA,DF,661.27,211,CED SIGMA - ASA NORTE
31205141,3111200,CAMPO BELO,MG,661.27,212,INSTITUTO PRESBITERIANO GAMMON
35045949,3509502,CAMPINAS,SP,661.15,213,CAMPINAS COLEGIO TECNICO DE - UNICAMP
29437261,2910800,FEIRA DE SANTANA,BA,661.12,214,COLEGIO ACESSO
31245976,3162500,SAO JOAO DEL REI,MG,661.09,215,CENTRO EDUCACIONAL FREI SERAFICO
33447225,3304557,RIO DE JANEIRO,RJ,660.66,216,COLEGIO DE A A Z
31004952,3106200,BELO HORIZONTE,MG,660.63,217,COL STA MARIA PAMPULHA
31249483,3144805,NOVA LIMA,MG,660.58,218,INST ITALO BRASILEIRO BICULTURAL
33064229,3304557,RIO DE JANEIRO,RJ,660.5,219,ESC NS DA MISERICORDIA - OUR LADY OF MERCY SCHOOL
33064369,3304557,RIO DE JANEIRO,RJ,660.35,220,INST DE TECNOLOGIA ORT
31294110,3106200,BELO HORIZONTE,MG,659.5,221,COL MAGNUM AGOSTINIANO BURITIS
32041209,3205309,VITORIA,ES,659.1,222,IFES - CAMPUS VITORIA
35112902,3509502,CAMPINAS,SP,658.81,223,RIO BRANCO COLEGIO
33021724,3303401,NOVA FRIBURGO,RJ,658.64,224,COL NS DAS DORES
31223778,3133105,ITANHANDU,MG,658.52,225,COLEGIO MINAS AUSTRAL - ENSINO FUNDAMENTAL E MEDIO
35448205,3549805,SAO JOSE DO RIO PRETO,SP,658.5,226,KELVIN COLEGIO
31329762,3127701,GOVERNADOR VALADARES,MG,658.41,227,COL GENOMA
31014061,3118601,CONTAGEM,MG,658.3,228,COLEGIO SANTO AGOSTINHO-UNIDADE CONTAGEM
23077557,2304400,FORTALEZA,CE,658.13,229,7 DE SETEMBRO COLEGIO - EBS
35258143,3516200,FRANCA,SP,658.08,230,NOVO COLEGIO
22131140,2211001,TERESINA,PI,658.07,231,LETTERA EMPREENDIMENTOS EDUCACIONAIS LTDA
35112513,3509502,CAMPINAS,SP,657.99,232,PROGRESSO CAMPINEIRO COLEGIO
35144186,3550308,SAO PAULO,SP,657.99,233,ITACA COLEGIO
43139108,4318705,SAO LEOPOLDO,RS,657.97,234,UNIDADE DE ENSINO COLEGIO SINODAL - SAO LEOPOLDO
33063656,3304557,RIO DE JANEIRO,RJ,657.93,235,SOCIEDADE BRASILEIRA DE ENSINO - COLEGIO SION
28017943,2800308,ARACAJU,SE,657.7,236,COLEGIO AMADEUS LTDA
33064024,3304557,RIO DE JANEIRO,RJ,657.6,237,EDEM
31229733,3106200,BELO HORIZONTE,MG,657.39,238,COLEGIO FREI ORLANDO ALIPIO DE MELO
33085846,3304557,RIO DE JANEIRO,RJ,657.29,239,ESC BRETANHA JD INFANCIA TIO CARECA
33021660,3303401,NOVA FRIBURGO,RJ,657.24,240,COLEGIO ANCHIETA
23276606,2304400,FORTALEZA,CE,657.23,241,7 DE SETEMBRO COLEGIO - EGS
23165952,2307304,JUAZEIRO DO NORTE,CE,657.03,242,PARAISO SS LTDA COLEGIO
31333361,3168705,TIMOTEO,MG,656.96,243,CEFET-MG - UNED TIMOTEO
33165998,3303302,NITEROI,RJ,656.66,244,COLEGIO PH
33055866,3303302,NITEROI,RJ,656.65,245,COL MARILIA MATTOSO
31014630,3105608,BARBACENA,MG,656.54,246,ESCOLA PREPARATORIA DE CADETES DO AR
31133701,3171303,VICOSA,MG,656.52,247,COLEGIO NOSSA SENHORA DO CARMO
35805543,3549904,SAO JOSE DOS CAMPOS,SP,656.5,248,URBANOVA COLEGIO UNIVAP
35113086,3523404,ITATIBA,SP,656.39,249,NEXT COLEGIO
31004197,3106200,BELO HORIZONTE,MG,656.33,250,COL SANTA MARIA FLORESTA
23066814,2304400,FORTALEZA,CE,656.14,251,CECILIA COLEGIO SANTA
32062869,3201407,CASTELO,ES,656.14,252,CEI NOSSA SENHORA DA PENHA
35161861,3554102,TAUBATE,SP,655.77,253,PROGRESSAO COLEGIO
35150447,3542206,RANCHARIA,SP,655.77,254,ALPHA DE RANCHARIA COLEGIO
29182387,2927408,SALVADOR,BA,655.61,255,COLEGIO GREGOR MENDEL
35132287,3550308,SAO PAULO,SP,655.55,256,POLIEDRO COLEGIO
33062706,3304557,RIO DE JANEIRO,RJ,655.53,257,CPII - CAMPUS CENTRO
52089550,5208707,GOIANIA,GO,655.41,258,COLEGIO VISAO
23067071,2304400,FORTALEZA,CE,655.33,259,COLEGIO CHRISTUS BARAO DE STUDART
35137133,3550308,SAO PAULO,SP,655.26,260,PENTAGONO COLEGIO UNIDADE MORUMBI
53001222,5300108,BRASILIA,DF,655.18,261,CED SIGMA
33155216,3303302,NITEROI,RJ,655.16,262,CPII - CAMPUS NITEROI
33124124,3304557,RIO DE JANEIRO,RJ,654.93,263,CENTRO INTERNACIONAL DE EDUCACAO INTEGRADA
31180556,3169307,TRES CORACOES,MG,654.78,264,COLEGIO UNIVERSITARIO DE APLICACAO DA UNINCOR - PROF DR JOSE MARIA FERREIRA MACIEL
35463085,3503208,ARARAQUARA,SP,654.75,265,DIALOGO ESCOLA DE ENSINO MEDIO
35112896,3509502,CAMPINAS,SP,654.7,266,DOM BARRETO COLEGIO
52064743,5205109,CATALAO,GO,654.56,267,ESCOLA NUCLEO EDUCATIVO
17054303,1721000,PALMAS,TO,654.52,268,DOM BOSCO JUNIOR CENTRO
41093321,4118501,PATO BRANCO,PR,654.49,269,UTFPR - CAMPUS PATO BRANCO
33063990,3304557,RIO DE JANEIRO,RJ,654.45,270,ESCOLA BRITANICA - THE BRITISH SCHOOL RIO DE JANEIRO URCA
29433878,2931350,TEIXEIRA DE FREITAS,BA,654.33,271,CENTRO EDUCACIONAL INTEGRACAO LTDA
22027173,2211001,TERESINA,PI,654.12,272,COLEGIO PROCAMPUS
21195534,2111300,SAO LUIS,MA,654.11,273,JARDIM ESCOLA CRESCIMENTO LTDA
23232242,2304400,FORTALEZA,CE,654.04,274,BATISTA SANTOS DUMONT - COLEGIO ANEXO I
23491035,2304400,FORTALEZA,CE,653.94,275,COLEGIO CHRISTUS DIONISIO TORRES
35120285,3550308,SAO PAULO,SP,653.88,276,MIGUEL DE CERVANTES COLEGIO
50005405,5002704,CAMPO GRANDE,MS,653.77,277,COLEGIO ALEXANDER FLEMING
31166332,3170107,UBERABA,MG,653.75,278,COLEGIO MARISTA DIOCESANO
33124418,3304557,RIO DE JANEIRO,RJ,653.64,279,COLEGIO QI
35427196,3509502,CAMPINAS,SP,653.36,280,INTEGRAL COLEGIO ESCOLA DE EDUCACAO BASICA UNIDADE CAMBUI
50005499,5002704,CAMPO GRANDE,MS,653.15,281,COLEGIO MILITAR DE CAMPO GRANDE
32040075,3205309,VITORIA,ES,653.13,282,COLEGIO SAGRADO CORACAO DE MARIA
52076229,5201108,ANAPOLIS,GO,653.11,283,COLEGIO DELTA - ANAPOLIS
31041327,3133808,ITAUNA,MG,653.07,284,COLEGIO SANT ANA
35357327,3549805,SAO JOSE DO RIO PRETO,SP,652.85,285,LONDON COLEGIO
35125933,3525904,JUNDIAI,SP,652.84,286,INSTITUTO JUNDIAI DE EDUCACAO INFANTIL
31307866,3144805,NOVA LIMA,MG,652.75,287,INSTITUTO INTERNACIONAL TECNICO EM TURISMO
35142281,3505708,BARUERI,SP,652.7,288,PUERI DOMUS ESCOLA EXPERIMENTAL
33066752,3304557,RIO DE JANEIRO,RJ,652.65,289,COLEGIO PALAS
33065314,3304557,RIO DE JANEIRO,RJ,652.55,290,COL NOTRE DAME - IPANEMA
