CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
4214805,Rio do Sul,SC,543.23,77
3204609,Santa Teresa,ES,542.99,78
3130606,Inconfidentes,MG,542.86,79
3306305,Volta Redonda,RJ,542.82,80
4314902,Porto Alegre,RS,542.6,81
3520442,Ilha Solteira,SP,542.51,82
3146404,Paineiras,MG,542.26,83
3511102,Catanduva,SP,542.12,84
4318499,São José do Inhacorá,RS,542.07,85
3138203,Lavras,MG,542.03,86
2800308,Aracaju,SE,541.76,87
4310009,Ibirubá,RS,541.62,88
4119905,Ponta Grossa,PR,541.55,89
3203346,Marechal Floriano,ES,541.55,90
3170206,Uberlândia,MG,541.53,91
3302403,Macaé,RJ,541.31,92
3519055,Holambra,SP,541.29,93
3304557,Rio de Janeiro,RJ,540.98,94
4201208,Antônio Carlos,SC,540.98,95
5208707,Goiânia,GO,540.95,96
3122306,Divinópolis,MG,540.54,97
4306452,Dois Lajeados,RS,540.37,98
4311403,Lajeado,RS,540.06,99
3148004,Patos de Minas,MG,540.06,100
4313003,Nova Bréscia,RS,539.77,101
4201703,Ascurra,SC,539.7,102
4313409,Novo Hamburgo,RS,539.67,103
4315131,Pouso Novo,RS,539.67,104
3503208,Araraquara,SP,539.58,105
3548500,Santos,SP,539.46,106
3164704,São Sebastião do Paraíso,MG,539.21,107
4305801,Constantina,RS,539.2,108
3159605,Santa Rita do Sapucaí,MG,539.16,109
4209201,Lacerdópolis,SC,539.16,110
3160900,São Brás do Suaçuí,MG,539.16,111
4313201,Nova Petrópolis,RS,539,112
3123858,Entre Folhas,MG,538.87,113
4118501,Pato Branco,PR,538.75,114
3166006,Senhora de Oliveira,MG,538.71,115
4321204,Taquara,RS,538.61,116
4320453,Sério,RS,538.61,117
3131307,Ipatinga,MG,538.58,118
3501608,Americana,SP,538.52,119
4322350,União da Serra,RS,538.52,120
4306403,Dois Irmãos,RS,538.49,121
3155801,Rio Pomba,MG,538.42,122
3202454,Ibatiba,ES,538.33,123
3132404,Itajubá,MG,538.31,124
4303673,Campestre da Serra,RS,538.25,125
3547502,Santa Rita do Passa Quatro,SP,538.07,126
3302106,Itaocara,RJ,538.05,127
4209102,Joinville,SC,537.97,128
4301008,Arroio do Meio,RS,537.93,129
4201307,Araquari,SC,537.75,130
3509502,Campinas,SP,537.63,131
4305108,Caxias do Sul,RS,537.59,132
3526902,Limeira,SP,537.58,133
4314472,Pinhal Grande,RS,537.36,134
3523909,Itu,SP,537.35,135
3502804,Araçatuba,SP,537.22,136
3104007,Araxá,MG,537.18,137
3515400,Fartura,SP,537.1,138
3553401,Tanabi,SP,536.74,139
4300802,Antônio Prado,RS,536.71,140
3525300,Jaú,SP,536.69,141
4302584,Bozano,RS,536.69,142
4318051,São Domingos do Sul,RS,536.68,143
4308607,Garibaldi,RS,536.62,144
3305802,Teresópolis,RJ,536.53,145
4321907,Três Passos,RS,536.52,146
2925204,Pojuca,BA,536.42,147
3167202,Sete Lagoas,MG,536.31,148
3503307,Araras,SP,536.28,149
3513702,Descalvado,SP,536.24,150
3136207,João Monlevade,MG,536.19,151
3144102,Muzambinho,MG,536.01,152
3512308,Conchas,SP,535.97,153
4201802,Atalanta,SC,535.86,154
3137809,Lambari,MG,535.72,155
3154200,Resende Costa,MG,535.67,156
3530805,Moji Mirim,SP,535.54,157
3170107,Uberaba,MG,535.51,158
3520905,Ipaussu,SP,535.38,159
4214607,Rio do Oeste,SC,535.3,160
3538709,Piracicaba,SP,535.24,161
3520509,Indaiatuba,SP,535.2,162
3168101,Tapira,MG,535.16,163
3303906,Petrópolis,RJ,535.07,164
4127700,Toledo,PR,535.04,165
3143401,Monte Sião,MG,534.97,166
3113305,Carangola,MG,534.87,167
3304201,Resende,RJ,534.86,168
4313508,Osório,RS,534.85,169
4310207,Ijuí,RS,534.8,170
4306205,Cruzeiro do Sul,RS,534.77,171
3101409,Albertina,MG,534.75,172
3302908,Miguel Pereira,RJ,534.69,173
3550407,São Pedro,SP,534.57,174
4202404,Blumenau,SC,534.36,175
4115804,Medianeira,PR,534.29,176
3151701,Poço Fundo,MG,534.19,177
3527207,Lorena,SP,534.14,178
4300208,Ajuricaba,RS,534.02,179
4320305,Selbach,RS,534.01,180
4312955,Nova Boa Vista,RS,533.84,181
3529005,Marília,SP,533.78,182
3306008,Três Rios,RJ,533.65,183
3523404,Itatiba,SP,533.3,184
4104808,Cascavel,PR,533.16,185
3172004,Visconde do Rio Branco,MG,533.13,186
2403251,Parnamirim,RN,533.09,187
3556701,Vinhedo,SP,533.07,188
4218004,Tijucas,SC,532.99,189
3513405,Cruzeiro,SP,532.94,190
4313086,Nova Pádua,RS,532.84,191
3136900,Juruaia,MG,532.82,192
2504009,Campina Grande,PB,532.79,193
3302205,Itaperuna,RJ,532.73,194
4214706,Rio dos Cedros,SC,532.67,195
4316733,Santa Cecília do Sul,RS,532.55,196
4208906,Jaraguá do Sul,SC,532.48,197
3301108,Cantagalo,RJ,532.39,198
4320503,Sertão,RS,532.23,199
3300506,Bom Jardim,RJ,532.16,200
3514502,Duartina,SP,532.12,201
3506102,Bebedouro,SP,531.99,202
2409407,Pau dos Ferros,RN,531.93,203
4312153,Mato Leitão,RS,531.9,204
4301651,Barão,RS,531.89,205
3128709,Guaxupé,MG,531.83,206
3504107,Atibaia,SP,531.77,207
3100203,Abaeté,MG,531.76,208
3109105,Bueno Brandão,MG,531.68,209
3114006,Carmo da Mata,MG,531.57,210
3505708,Barueri,SP,531.56,211
3137502,Lagoa Formosa,MG,531.52,212
4206801,Ibicaré,SC,531.48,213
3162906,São João Nepomuceno,MG,531.43,214
4305850,Coqueiros do Sul,RS,531.35,215
4322343,Ubiretama,RS,531.33,216
2919009,Lajedinho,BA,531.33,217
4304804,Carlos Barbosa,RS,531.31,218
4307005,Erechim,RS,531.27,219
3529302,Matão,SP,531.24,220
3505906,Batatais,SP,531.23,221
3518206,Guararapes,SP,531.19,222
2802908,Itabaiana,SE,531.03,223
3149903,Perdões,MG,530.97,224
4310801,Ivoti,RS,530.89,225
3111200,Campo Belo,MG,530.88,226
3300308,Barra do Piraí,RJ,530.82,227
3502200,Angatuba,SP,530.8,228
2611606,Recife,PE,530.69,229
3539004,Pirangi,SP,530.54,230
3149309,Pedro Leopoldo,MG,530.49,231
4213203,Pomerode,SC,530.38,232
3556958,Vitória Brasil,SP,530.37,233
4218350,Treviso,SC,530.27,234
4204608,Criciúma,SC,530.23,235
3147907,Passos,MG,530.23,236
3146107,Ouro Preto,MG,530.21,237
4120853,Quatro Pontes,PR,530.21,238
3547809,Santo André,SP,530.13,239
3506003,Bauru,SP,530.13,240
3525706,José Bonifácio,SP,530.08,241
4106407,Cornélio Procópio,PR,530.03,242
4217204,São Miguel do Oeste,SC,530.02,243
4316808,Santa Cruz do Sul,RS,529.97,244
3534302,Orlândia,SP,529.94,245
3131703,Itabira,MG,529.91,246
4114609,Marechal Cândido Rondon,PR,529.85,247
3162302,São João da Mata,MG,529.81,248
3104304,Areado,MG,529.78,249
3300704,Cabo Frio,RJ,529.77,250
4201901,Aurora,SC,529.75,251
2608909,Limoeiro,PE,529.73,252
5205109,Catalão,GO,529.72,253
4310363,Imigrante,RS,529.7,254
4302204,Boa Vista do Buricá,RS,529.69,255
4128104,Umuarama,PR,529.64,256
3554102,Taubaté,SP,529.62,257
3530508,Mococa,SP,529.55,258
4315008,Porto Lucena,RS,529.5,259
4300109,Agudo,RS,529.43,260
4111605,Ivatuba,PR,529.42,261
3533007,Nova Granada,SP,529.41,262
3548708,São Bernardo do Campo,SP,529.39,263
3168507,Teixeiras,MG,529.2,264
3545001,Salesópolis,SP,529.06,265
3507605,Bragança Paulista,SP,528.99,266
3143203,Monte Santo de Minas,MG,528.97,267
3143906,Muriaé,MG,528.95,268
4320404,Serafina Corrêa,RS,528.76,269
4318705,São Leopoldo,RS,528.7,270
4302154,Boa Vista das Missões,RS,528.62,271
3505302,Barra Bonita,SP,528.6,272
4316758,Santa Clara do Sul,RS,528.56,273
4126678,Tamarana,PR,528.53,274
4314803,Portão,RS,528.51,275
3519600,Ibitinga,SP,528.45,276
3552205,Sorocaba,SP,528.42,277
2404804,Ipueira,RN,528.42,278
3107604,Bom Jesus da Penha,MG,528.4,279
3105103,Bambuí,MG,528.34,280
4309555,Harmonia,RS,528.3,281
2914604,Irecê,BA,528.29,282
3534708,Ourinhos,SP,528.28,283
3115300,Cataguases,MG,528.28,284
3152709,Prados,MG,528.19,285
3507902,Brotas,SP,528.12,286
3137601,Lagoa Santa,MG,528.11,287
4218707,Tubarão,SC,528.07,288
4216602,São José,SC,527.99,289
4320107,Sarandi,RS,527.93,290
3101607,Alfenas,MG,527.88,291
3143302,Montes Claros,MG,527.8,292
3550308,São Paulo,SP,527.78,293
4302253,Boa Vista do Sul,RS,527.72,294
4319505,São Sebastião do Caí,RS,527.7,295
4313300,Nova Prata,RS,527.69,296
4202909,Brusque,SC,527.66,297
3102605,Andradas,MG,527.62,298
3149408,Pedro Teixeira,MG,527.62,299
3110905,Campanha,MG,527.58,300
3557105,Votuporanga,SP,527.57,301
4215802,São Bento do Sul,SC,527.56,302
4108304,Foz do Iguaçu,PR,527.56,303
3514403,Dracena,SP,527.56,304
3147808,Passa-Vinte,MG,527.56,305
3524303,Jaboticabal,SP,527.46,306
3538808,Piraju,SP,527.43,307
3536505,Paulínia,SP,527.42,308
3104205,Arcos,MG,527.41,309
3524808,Jales,SP,527.37,310
4210035,Luzerna,SC,527.33,311
4321634,Três Arroios,RS,527.28,312
3302056,Italva,RJ,527.22,313
3524105,Ituverava,SP,527.11,314
3504008,Assis,SP,527.08,315
4108403,Francisco Beltrão,PR,527.03,316
4111803,Jacarezinho,PR,526.99,317
4219853,Zortéa,SC,526.95,318
4308201,Flores da Cunha,RS,526.83,319
3139904,Maria da Fé,MG,526.82,320
3162005,São Gonçalo do Sapucaí,MG,526.79,321
4322558,Vanini,RS,526.71,322
3152105,Ponte Nova,MG,526.57,323
2408102,Natal,RN,526.54,324
3114501,Carmópolis de Minas,MG,526.32,325
4200200,Agrolândia,SC,526.27,326
5300108,Brasília,DF,526.23,327
3147600,Passa Quatro,MG,526.23,328
3169000,Tocantins,MG,526.19,329
2402006,Caicó,RN,526.18,330
3534609,Osvaldo Cruz,SP,526.04,331
4104303,Campo Mourão,PR,525.97,332
2507507,João Pessoa,PB,525.87,333
3522000,Itaju,SP,525.87,334
3516200,Franca,SP,525.86,335
4219309,Videira,SC,525.85,336
4311643,Linha Nova,RS,525.82,337
3505203,Bariri,SP,525.8,338
3542404,Regente Feijó,SP,525.76,339
3137205,Lagoa da Prata,MG,525.68,340
3150505,Pimenta,MG,525.67,341
3304524,Rio das Ostras,RJ,525.61,342
4317202,Santa Rosa,RS,525.6,343
3504206,Auriflama,SP,525.58,344
4308508,Frederico Westphalen,RS,525.57,345
3533502,Novo Horizonte,SP,525.53,346
4304952,Caseiros,RS,525.53,347
3105905,Barroso,MG,525.49,348
3555000,Tupã,SP,525.42,349
3530607,Mogi das Cruzes,SP,525.38,350
4316477,Salvador das Missões,RS,525.36,351
4309100,Gramado,RS,525.24,352
3546405,Santa Cruz do Rio Pardo,SP,525.23,353
3104908,Baependi,MG,525.16,354
3546603,Santa Fé do Sul,SP,525.11,355
3504602,Bady Bassitt,SP,525.06,356
4214904,Rio Fortuna,SC,525.04,357
3511508,Cerquilho,SP,525.02,358
3527108,Lins,SP,524.96,359
3109006,Brumadinho,MG,524.87,360
3139508,Manhumirim,MG,524.87,361
4116901,Nova Esperança,PR,524.81,362
4314100,Passo Fundo,RS,524.7,363
3149002,Pedra Dourada,MG,524.68,364
4210506,Maravilha,SC,524.65,365
4312807,Nova Araçá,RS,524.65,366
4317905,Santo Cristo,RS,524.63,367
3165008,São Tiago,MG,524.63,368
3130309,Iguatama,MG,524.61,369
4314423,Picada Café,RS,524.6,370
4313102,Nova Palma,RS,524.57,371
3301504,Cordeiro,RJ,524.55,372
4219101,Vargeão,SC,524.54,373
3504503,Avaré,SP,524.51,374
4208203,Itajaí,SC,524.5,375
4104204,Campo Largo,PR,524.46,376
3540705,Porto Ferreira,SP,524.42,377
3305505,Saquarema,RJ,524.39,378
3101508,Além Paraíba,MG,524.33,379
3120607,Crucilândia,MG,524.33,380
4309407,Guaporé,RS,524.29,381
3135308,Japaraíba,MG,524.25,382
3300209,Araruama,RJ,524.24,383
3144607,Nepomuceno,MG,524.22,384
3515509,Fernandópolis,SP,524.21,385
3137403,Lagoa Dourada,MG,524.21,386
2304400,Fortaleza,CE,524.2,387
4117909,Palotina,PR,524.15,388
3118601,Contagem,MG,524.02,389
4116000,Miraselva,PR,524.02,390
3134905,Jacutinga,MG,523.95,391
3306206,Vassouras,RJ,523.94,392
3129202,Heliodora,MG,523.93,393
4109401,Guarapuava,PR,523.91,394
4211801,Ouro,SC,523.87,395
3101904,Alpinópolis,MG,523.79,396
3513504,Cubatão,SP,523.76,397
3120409,Cristiano Otoni,MG,523.75,398
4316956,Santa Maria do Herval,RS,523.73,399
3303807,Paraty,RJ,523.72,400
3531308,Monte Alto,SP,523.7,401
3538006,Pindamonhangaba,SP,523.64,402
3154002,Raul Soares,MG,523.62,403
4301925,Barra do Rio Azul,RS,523.61,404
3515152,Engenheiro Coelho,SP,523.51,405
4110706,Irati,PR,523.45,406
4101408,Apucarana,PR,523.42,407
4114807,Marialva,PR,523.33,408
4202859,Braço do Trombudo,SC,523.26,409
3530706,Mogi Guaçu,SP,523.2,410
4319000,São Marcos,RS,523.19,411
4322301,Tuparendi,RS,523.18,412
3123007,Dores de Campos,MG,523.16,413
3108909,Brazópolis,MG,523.12,414
3128808,Guidoval,MG,523.11,415
4205357,Flor do Sertão,SC,523.1,416
2403103,Currais Novos,RN,523.09,417
3200607,Aracruz,ES,523.04,418
3535200,Palmeira d'Oeste,SP,523.04,419
3552106,Socorro,SP,523,420
4304606,Canoas,RS,522.93,421
5002704,Campo Grande,MS,522.8,422
4208401,Itapiranga,SC,522.77,423
3116605,Cláudio,MG,522.75,424
3300233,Armação dos Búzios,RJ,522.73,425
4307500,Espumoso,RS,522.7,426
4305306,Chapada,RS,522.69,427
4210050,Macieira,SC,522.69,428
3303609,Paracambi,RJ,522.67,429
3545209,Salto,SP,522.62,430
3510401,Capivari,SP,522.6,431
3541406,Presidente Prudente,SP,522.5,432
3150901,Piranguçu,MG,522.46,433
3160603,Santo Hipólito,MG,522.46,434
4322541,Vale Real,RS,522.37,435
3304110,Porto Real,RJ,522.34,436
3118304,Conselheiro Lafaiete,MG,522.32,437
3131901,Itabirito,MG,522.3,438
3164407,São Sebastião da Bela Vista,MG,522.3,439
4304903,Casca,RS,522.2,440
4310439,Ipê,RS,522.19,441
3304706,Santo Antônio de Pádua,RJ,522.12,442
4208955,Jardinópolis,SC,522.02,443
4307906,Farroupilha,RS,522,444
3201506,Colatina,ES,521.99,445
3522307,Itapetininga,SP,521.96,446
4111506,Ivaiporã,PR,521.93,447
4317806,Santo Augusto,RS,521.9,448
3524709,Jaguariúna,SP,521.89,449
1501402,Belém,PA,521.8,450
3145604,Oliveira,MG,521.78,451
3550605,São Roque,SP,521.77,452
3554003,Tatuí,SP,521.74,453
4322608,Venâncio Aires,RS,521.69,454
3526506,Lavínia,SP,521.59,455
3556008,Urupês,SP,521.5,456
4212908,Pinhalzinho,SC,521.48,457
4104907,Castro,PR,521.45,458
3117207,Conceição das Pedras,MG,521.42,459
3115508,Caxambu,MG,521.33,460
4103354,Braganey,PR,521.33,461
3150604,Piracema,MG,521.29,462
4109807,Ibiporã,PR,521.27,463
4204202,Chapecó,SC,521.23,464
3127404,Gonçalves,MG,521.23,465
3526001,Junqueirópolis,SP,521.22,466
3100302,Abre Campo,MG,521.19,467
3109709,Cachoeira de Minas,MG,521.19,468
4202578,Bom Jesus do Oeste,SC,521.12,469
3123908,Entre Rios de Minas,MG,521.09,470
3164902,São Sebastião do Rio Verde,MG,521.06,471
3300100,Angra dos Reis,RJ,521.03,472
4311106,Jaguari,RS,520.94,473
4314753,Poço das Antas,RS,520.9,474
3128006,Guanhães,MG,520.89,475
4209300,Lages,SC,520.88,476
4317954,Santo Expedito do Sul,RS,520.86,477
3160405,Santo Antônio do Monte,MG,520.83,478
4323309,Vila Flores,RS,520.7,479
3102209,Alvarenga,MG,520.69,480
3205200,Vila Velha,ES,520.68,481
4105508,Cianorte,PR,520.64,482
3121506,Desterro do Melo,MG,520.54,483
5205406,Ceres,GO,520.5,484
2211001,Teresina,PI,520.49,485
2911204,Gandu,BA,520.49,486
4312385,Monte Belo do Sul,RS,520.47,487
3105400,Barão de Cocais,MG,520.4,488
3124203,Espera Feliz,MG,520.39,489
3124401,Espírito Santo do Dourado,MG,520.38,490
2503704,Cajazeiras,PB,520.35,491
3146008,Ouro Fino,MG,520.33,492
3305703,Sumidouro,RJ,520.31,493
4207577,Iomerê,SC,520.28,494
3155900,Rio Preto,MG,520.25,495
4202008,Balneário Camboriú,SC,520.24,496
4110508,Ipiranga,PR,520.24,497
4122404,Rolândia,PR,520.17,498
3201902,Domingos Martins,ES,520.15,499
4319752,São Vendelino,RS,520.13,500
3537305,Penápolis,SP,519.91,501
3513009,Cotia,SP,519.89,502
4219606,Xavantina,SC,519.87,503
4320677,Sinimbu,RS,519.79,504
3167301,Silveirânia,MG,519.77,505
3508504,Caçapava,SP,519.74,506
4216255,São João do Oeste,SC,519.72,507
3554508,Tietê,SP,519.7,508
4219002,Urussanga,SC,519.7,509
2933307,Vitória da Conquista,BA,519.66,510
3537800,Piedade,SP,519.63,511
4101507,Arapongas,PR,519.63,512
4201406,Araranguá,SC,519.59,513
3500105,Adamantina,SP,519.56,514
4201273,Arabutã,SC,519.45,515
4116059,Missal,PR,519.39,516
4105904,Colorado,PR,519.39,517
2807105,Simão Dias,SE,519.38,518
4313904,Panambi,RS,519.31,519
3119401,Coronel Fabriciano,MG,519.25,520
3138708,Luminárias,MG,519.24,521
4320701,Sobradinho,RS,519.22,522
3165800,Senador José Bento,MG,519.2,523
4206405,Guaraciaba,SC,519.17,524
3127701,Governador Valadares,MG,519.07,525
3543303,Ribeirão Pires,SP,518.94,526
3539202,Pirapozinho,SP,518.94,527
4219358,Vitor Meireles,SC,518.9,528
4125506,São José dos Pinhais,PR,518.88,529
4309209,Gravataí,RS,518.85,530
4306924,Engenho Velho,RS,518.83,531
4113908,Mallet,PR,518.8,532
4314407,Pelotas,RS,518.77,533
3107901,Bom Repouso,MG,518.75,534
5201108,Anápolis,GO,518.74,535
3170602,Vargem Bonita,MG,518.74,536
4209805,Leoberto Leal,SC,518.73,537
4118402,Paranavaí,PR,518.66,538
4320909,Tapejara,RS,518.66,539
3124500,Estiva,MG,518.62,540
3522703,Itápolis,SP,518.59,541
4219507,Xanxerê,SC,518.58,542
5211909,Jataí,GO,518.55,543
4201109,Anitápolis,SC,518.54,544
3130903,Inhapim,MG,518.51,545
4112751,Jesuítas,PR,518.49,546
4211900,Palhoça,SC,518.48,547
4110052,Iguatu,PR,518.46,548
3549409,São Joaquim da Barra,SP,518.4,549
4106571,Cruzeiro do Iguaçu,PR,518.34,550
4215000,Rio Negrinho,SC,518.3,551
3133501,Itapecerica,MG,518.3,552
3535309,Palmital,SP,518.3,553
3121308,Descoberto,MG,518.29,554
3121100,Delfim Moreira,MG,518.28,555
4118600,Paula Freitas,PR,518.26,556
4303707,Campina das Missões,RS,518.25,557
3123304,Dores do Turvo,MG,518.23,558
2806008,Ribeirópolis,SE,518.2,559
4204301,Concórdia,SC,518.14,560
2909802,Cruz das Almas,BA,518.1,561
3114303,Carmo do Paranaíba,MG,518.09,562
3126109,Formiga,MG,518.08,563
3169307,Três Corações,MG,518.08,564
3128501,Guarará,MG,518.08,565
4319307,São Paulo das Missões,RS,518.05,566
3526803,Lençóis Paulista,SP,518.02,567
4322533,Vale do Sol,RS,518.02,568
3301009,Campos dos Goytacazes,RJ,517.99,569
3551702,Sertãozinho,SP,517.9,570
4300703,Anta Gorda,RS,517.9,571
3154903,Rio Casca,MG,517.81,572
4127007,Teixeira Soares,PR,517.8,573
3148301,Paula Cândido,MG,517.8,574
3157401,Santa Cruz do Escalvado,MG,517.79,575
3534401,Osasco,SP,517.78,576
3511706,Charqueada,SP,517.73,577
4303004,Cachoeira do Sul,RS,517.72,578
4323358,Vila Lângaro,RS,517.69,579
4115853,Mercedes,PR,517.63,580
4107207,Dois Vizinhos,PR,517.63,581
2927408,Salvador,BA,517.6,582
3139003,Machado,MG,517.57,583
2604106,Caruaru,PE,517.49,584
4125704,São Miguel do Iguaçu,PR,517.47,585
3107406,Bom Despacho,MG,517.43,586
3164308,São Roque de Minas,MG,517.42,587
4213500,Porto Belo,SC,517.39,588
3530300,Mirassol,SP,517.39,589
3302700,Maricá,RJ,517.38,590
3119906,Córrego do Bom Jesus,MG,517.38,591
3303203,Nilópolis,RJ,517.36,592
4303400,Caiçara,RS,517.35,593
4103453,Cafelândia,PR,517.34,594
3301207,Carmo,RJ,517.32,595
3547304,Santana de Parnaíba,SP,517.29,596
3505500,Barretos,SP,517.29,597
4305124,Cerrito,RS,517.24,598
3525508,Joanópolis,SP,517.2,599
4206603,Guarujá do Sul,SC,517.15,600
3306107,Valença,RJ,517.13,601
4107603,Faxinal,PR,517.13,602
1100064,Colorado do Oeste,RO,517.08,603
4203204,Camboriú,SC,517.05,604
3506508,Birigui,SP,516.99,605
4204251,Cocal do Sul,SC,516.97,606
3127388,Goianá,MG,516.94,607
4213609,Porto União,SC,516.93,608
3109907,Caetanópolis,MG,516.9,609
3120904,Curvelo,MG,516.86,610
3516705,Garça,SP,516.85,611
3103900,Araújos,MG,516.84,612
3115607,Cedro do Abaeté,MG,516.82,613
4128609,Verê,PR,516.78,614
3106903,Bicas,MG,516.77,615
4204509,Corupá,SC,516.76,616
3502101,Andradina,SP,516.76,617
3553708,Taquaritinga,SP,516.74,618
4314001,Paraí,RS,516.69,619
4122008,Rio Azul,PR,516.68,620
4107538,Entre Rios do Oeste,PR,516.67,621
3121605,Diamantina,MG,516.66,622
4315073,Porto Vera Cruz,RS,516.59,623
3503802,Artur Nogueira,SP,516.54,624
3133600,Itapeva,MG,516.53,625
4208302,Itapema,SC,516.48,626
4120804,Quatro Barras,PR,516.44,627
4212601,Peritiba,SC,516.4,628
3300407,Barra Mansa,RJ,516.39,629
2611533,Quixaba,PE,516.38,630
4200309,Agronômica,SC,516.37,631
3111002,Campestre,MG,516.37,632
5218805,Rio Verde,GO,516.33,633
4316600,Sananduva,RS,516.3,634
3556453,Vargem Grande Paulista,SP,516.27,635
3512803,Cosmópolis,SP,516.27,636
4303509,Camaquã,RS,516.26,637
3515186,Espírito Santo do Pinhal,SP,516.26,638
3531100,Mongaguá,SP,516.25,639
3300951,Comendador Levy Gasparian,RJ,516.23,640
4305355,Charqueadas,RS,516.19,641
2928703,Santo Antônio de Jesus,BA,516.19,642
3151503,Piumhi,MG,516.18,643
3531209,Monte Alegre do Sul,SP,516.18,644
3507001,Boituva,SP,516.13,645
5221601,Uruaçu,GO,516.1,646
3149101,Pedralva,MG,516.1,647
3303005,Miracema,RJ,516.08,648
4218202,Timbó,SC,516.07,649
3168606,Teófilo Otoni,MG,516.07,650
3159001,Santana do Riacho,MG,516.07,651
4215703,Santo Amaro da Imperatriz,SC,516.05,652
4116703,Nova Aurora,PR,516.05,653
4305959,Cotiporã,RS,516.04,654
3147105,Pará de Minas,MG,516.01,655
3148103,Patrocínio,MG,515.95,656
4302402,Bom Retiro do Sul,RS,515.91,657
3525102,Jardinópolis,SP,515.88,658
4103701,Cambé,PR,515.86,659
3542602,Registro,SP,515.82,660
3147501,Passabém,MG,515.78,661
3548104,Santo Antônio do Jardim,SP,515.76,662
3524402,Jacareí,SP,515.75,663
3120706,Cruzeiro da Fortaleza,MG,515.74,664
4300059,Água Santa,RS,515.74,665
4308003,Faxinal do Soturno,RS,515.72,666
4304705,Carazinho,RS,515.71,667
3541505,Presidente Venceslau,SP,515.67,668
4320008,Sapucaia do Sul,RS,515.62,669
2900702,Alagoinhas,BA,515.6,670
3110608,Cambuí,MG,515.54,671
3201209,Cachoeiro de Itapemirim,ES,515.53,672
4323606,Vista Alegre do Prata,RS,515.53,673
3126950,Frei Lagonegro,MG,515.53,674
5215306,Orizona,GO,515.5,675
4119152,Pinhais,PR,515.44,676
4302352,Bom Princípio,RS,515.44,677
4321451,Teutônia,RS,515.43,678
4119103,Piên,PR,515.41,679
3122405,Divisa Nova,MG,515.35,680
3534500,Oscar Bressane,SP,515.32,681
4122107,Rio Bom,PR,515.31,682
3527009,Lindóia,SP,515.3,683
4121406,Realeza,PR,515.28,684
4207502,Indaial,SC,515.27,685
