CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
52087522,5208707,Goiânia,GO,590.12,2417,NA
35301224,3524303,Jaboticabal,SP,590.1,2418,COC CARDIOFISICO
26180715,2603454,Camaragibe,PE,590.1,2419,CENTRO EDUCACIONAL UNIVERSIA
35802281,3557006,Votorantim,SP,590.06,2420,BELA ALVORADA COLEGIO
31003656,3151800,Poços de Caldas,MG,590.03,2421,IFSULDEMINAS - CAMPUS POCOS DE CALDAS
35106628,3550308,São Paulo,SP,589.99,2422,NOTRE DAME RAINHA DOS APOSTOLOS COLEGIO
50082833,5003207,Corumbá,MS,589.99,2423,IFMS - CAMPUS CORUMBA
31004111,3106200,Belo Horizonte,MG,589.95,2424,COLEGIO SAO JOSE DE ENSINO FUNDAMENTAL E MEDIO
31004511,3106200,Belo Horizonte,MG,589.92,2425,COLEGIO SANTA RITA DE CASSIA
29423783,2918100,Jeremoabo,BA,589.9,2426,COLEGIO IDEAL
42011612,4204608,Criciúma,SC,589.83,2427,COLEGIO MARISTA
52061000,5217104,Piracanjuba,GO,589.81,2428,COLEGIO OSVALDO CRUZ
28006992,2802908,Itabaiana,SE,589.78,2429,COLEGIO DOM BOSCO
42020492,4209102,Joinville,SC,589.77,2430,COLEGIO SANTO ANTONIO
31330833,3139003,Machado,MG,589.77,2431,CENTRO EDUCACIONAL DE EDUCACAO BASICA - EDUCACENTRO
35138654,3541000,Praia Grande,SP,589.76,2432,PASSIONISTA SANTA MARIA COLEGIO
41139933,4115705,Matinhos,PR,589.74,2433,BOSCO C D EI EF M
31310191,3151800,Poços de Caldas,MG,589.73,2434,CENTRO EDUC POCOS
35134132,3550308,São Paulo,SP,589.7,2435,DAS AMERICAS COLEGIO
17055539,1721000,Palmas,TO,589.7,2436,COLEGIO NABLA E VESTIBULARES
35103160,3540002,Pompéia,SP,589.66,2437,ABSOLUTO COLEGIO
53001109,5300108,Brasília,DF,589.64,2438,CED MARIA AUXILIADORA
32077610,3205309,Vitória,ES,589.61,2439,UP CENTRO EDUCACIONAL
28020049,2800308,Aracaju,SE,589.6,2440,LICEU DE ESTUDOS INTEGRADOS
31239526,3154903,Rio Casca,MG,589.59,2441,COLEGIO EQUIPE DE RIO CASCA
33027404,3300704,Cabo Frio,RJ,589.57,2442,ESC CANTO DOS PASSAROS
35139336,3507506,Botucatu,SP,589.56,2443,TYTO ALBA COLEGIO
35000954,3550308,São Paulo,SP,589.55,2444,HORACIO AUGUSTO DA SILVEIRA PROF ETEC
35103123,3550308,São Paulo,SP,589.54,2445,EMECE INTERNACIONAL COLEGIO
17026156,1721000,Palmas,TO,589.52,2446,COLEGIO ULBRA PALMAS
35127991,3550308,São Paulo,SP,589.51,2447,BEIT YAACOV ESCOLA
24083003,2408300,Nova Cruz,RN,589.5,2448,IFRN - CAMPUS NOVA CRUZ
42142148,4211306,Navegantes,SC,589.49,2449,CENTRO EDUCACIONAL SINERGIA LTDA- ME - COLEGIO SINERGIA
29055431,2930105,Senhor do Bonfim,BA,589.47,2450,EDUCANDARIO NOSSA SRA DO SS SACRAMENTO
35163831,3556701,Vinhedo,SP,589.46,2451,BENEDITINO DE VINHEDO COLEGIO
33152667,3304557,Rio de Janeiro,RJ,589.43,2452,COLEGIO L STOCKLER LTDA
35126559,3505906,Batatais,SP,589.42,2453,CRESCER CENTRO DE DESENV RECREACAO E ORIENT INFANTIL JUVENIL
43128378,4317509,Santo Ângelo,RS,589.41,2454,COLEGIO CENECISTA SEPE TIARAJU
35809421,3522604,Itapira,SP,589.41,2455,ATIVA DE ITAPIRA ESCOLA
28092406,2807600,Umbaúba,SE,589.4,2456,COLEGIO PRISMA
35299376,3550803,São Sebastião da Grama,SP,589.38,2457,GRAMENSE COLEGIO
35122993,3530607,Mogi das Cruzes,SP,589.38,2458,ARUA COLEGIO
35153606,3550308,São Paulo,SP,589.35,2459,MODULAR COLEGIO
29181640,2927408,Salvador,BA,589.33,2460,COLEGIO SAO JOSE
33454272,3302205,Itaperuna,RJ,589.31,2461,COLEGIO BATISTA
35165372,3550308,São Paulo,SP,589.3,2462,VITORIA COLEGIO
35156589,3520509,Indaiatuba,SP,589.28,2463,COLEGIO ANGLO CAMPINAS UNIDADE INDAIATUBA
29377463,2922508,Nazaré,BA,589.28,2464,COOPERATIVA EDUCACIONAL DE NAZARE LTDA
33048355,3301702,Duque de Caxias,RJ,589.25,2465,ALFA- COLEGIO E CURSOS LIMITADA
35102490,3550308,São Paulo,SP,589.25,2466,PAULA MONTALT MADRE COLEGIO
35116464,3553401,Tanabi,SP,589.25,2467,JOAO DE MELLO MACEDO COLEGIO
15519503,1504208,Marabá,PA,589.23,2468,INSTITUTO DE ENSINO EXITO LTDA EPP
41123832,4101804,Araucária,PR,589.23,2469,COLEGIO BOM JESUS SAO VICENTE
31210498,3120904,Curvelo,MG,589.22,2470,INST PEQUENO PRINCIPE - EXPANSAO
31316377,3144003,Mutum,MG,589.22,2471,COLEGIO MUTUM
33153795,3303302,Niterói,RJ,589.22,2472,COL DA POLICIA MILITAR DO EST DO RIO DE JANEIRO
27047636,2700300,Arapiraca,AL,589.2,2473,IFAL - CAMPUS ARAPIRACA
33104689,3304557,Rio de Janeiro,RJ,589.18,2474,COL MIGUEL COUTO
41368649,4101408,Apucarana,PR,589.18,2475,PRESBITERIANO CHAMBERLAIN - COLEGIO
31350885,3167202,Sete Lagoas,MG,589.15,2476,ESCOLA TECNICA DE FORMACAO GERENCIAL - UNIFEMM
35142840,3531308,Monte Alto,SP,589.15,2477,COLEGIO UNIDADE MONTE ALTO DE ENSINO
33526249,3304557,Rio de Janeiro,RJ,589.13,2478,SISTEMA ELITE ENSINO SA
43078370,4310801,Ivoti,RS,589.11,2479,CENTR0 EDUC BASICA IVOTI - UNID ENS INSTITUTO DE EDUCACAO IVOTI
42149134,4209102,Joinville,SC,589.06,2480,CENTRO UNIVERSITARIO SOCIESC CAMPUS JOINVILLE BOA VISTA
32043325,3202405,Guarapari,ES,589.05,2481,MAXIME CENTRO EDUCACIONAL
35151427,3504008,Assis,SP,589.05,2482,MAIS ENSINO LTDA
31005088,3106200,Belo Horizonte,MG,589.05,2483,COLEGIO COLIBRI MASTER
41152450,4115200,Maringá,PR,589.05,2484,NOBEL NOVO CENTRO C - EM
41385853,4106902,Curitiba,PR,589.02,2485,COLEGIO ACESSO ANDRE DE BARROS - ENSINO MEDIO
33135320,3304557,Rio de Janeiro,RJ,588.99,2486,COLEGIO-CURSO TAMANDARE
26185105,2604106,Caruaru,PE,588.99,2487,COLEGIO PALADINO
41028945,4103701,Cambé,PR,588.98,2488,INSTITUTO NOSSA SENHORA AUXILIADORA
41030117,4113700,Londrina,PR,588.96,2489,CARLOS DA C BRANCO E M PROF DR EI EF
11049723,1100049,Cacoal,RO,588.96,2490,INSTITUTO EDUCACIONAL SOMA - IES
31250449,3138401,Leopoldina,MG,588.93,2491,COLEGIO CIDADE DE LEOPOLDINA
43221009,4311809,Marau,RS,588.9,2492,COLEGIO FRANCISCANO CRISTO REI
35189807,3518800,Guarulhos,SP,588.87,2493,DOM BOSCO COLEGIO
35166480,3541604,Promissão,SP,588.85,2494,ZETA COLEGIO
26053764,2604106,Caruaru,PE,588.85,2495,COLEGIO ATUAL DE CARUARU
35165773,3541406,Presidente Prudente,SP,588.84,2496,MULTIPLUS ENSINO MEDIO COLEGIO
33124167,3304557,Rio de Janeiro,RJ,588.82,2497,COLEGIO NOSSA SENHORA DA RESSURREICAO
35185310,3534708,Ourinhos,SP,588.81,2498,SUPER ENSINO CENTRO DE EDUCACAO LTDA
31293881,3163706,São Lourenço,MG,588.8,2499,INST GENESIS DE EDUC E CULTURA
35118758,3550308,São Paulo,SP,588.79,2500,DOMINANTE COLEGIO
35136608,3550308,São Paulo,SP,588.78,2501,LUMEN VITAE COLEGIO
35479159,3550308,São Paulo,SP,588.78,2502,GENIOS DO FUTURO INSTITUTO EDUCACIONAL II
50060856,5005400,Maracaju,MS,588.76,2503,IEM - INSTITUICAO DE ENSINO MARACAJUENSE
35449143,3541000,Praia Grande,SP,588.76,2504,CENTRO EDUCACIONAL VILA VERDE
33225206,3300100,Angra dos Reis,RJ,588.73,2505,COLEGIO FENIX
35116853,3506508,Birigui,SP,588.66,2506,NOROESTE INSTITUTO
31362417,3106200,Belo Horizonte,MG,588.63,2507,COLEGIO COPBH - UNIDADE II
31302520,3134905,Jacutinga,MG,588.59,2508,COLEGIO INTEGRADO JEAN PIAGET
35140144,3534401,Osasco,SP,588.57,2509,INTEGRADO DE OSASCO COLEGIO ENSINO FUNDAMENTAL E MEDIO
51038536,5103403,Cuiabá,MT,588.52,2510,IFMT - CAMPUS CUIABA
29442770,2914703,Itaberaba,BA,588.52,2511,ESCOLA INTELECTUS
31305294,3162104,São Gotardo,MG,588.5,2512,COLEGIO GAMA DE SAO GOTARDO
35438261,3513009,Cotia,SP,588.48,2513,COTIA ESCOLA TECNICA ESTADUAL DE
35038787,3548500,Santos,SP,588.43,2514,ARISTOTELES FERREIRA ETEC
31311481,3106903,Bicas,MG,588.43,2515,COLEGIO FUTURO
51064529,5103403,Cuiabá,MT,588.43,2516,COLEGIO VILA REAL
31338036,3122306,Divinópolis,MG,588.42,2517,PEREIRA E AMABILI CENTRO DE EDUCACAO
35450935,3550308,São Paulo,SP,588.41,2518,SOUZA E ALMEIDA COLEGIO
29429110,2917607,Jaguaquara,BA,588.35,2519,COLEGIO DIMENSAO
35345891,3513801,Diadema,SP,588.33,2520,JUSCELINO KUBITSCHEK DE OLIVEIRA ETEC
32052367,3201209,Cachoeiro de Itapemirim,ES,588.31,2521,CENTRO DE ATIVIDADES JONES DOS SANTOS NEVES
35287581,3550308,São Paulo,SP,588.3,2522,SAO PAULO COLEGIO
35497997,3526902,Limeira,SP,588.26,2523,PANDORA COLEGIO
43112803,4315602,Rio Grande,RS,588.23,2524,COLEGIO M SAO FRANCISCO - ED INF ENS FUND E MEDIO
31166553,3170206,Uberlândia,MG,588.22,2525,IFTM - CAMPUS UBERLANDIA
33100241,3303807,Paraty,RJ,588.22,2526,COL PARATY
23064641,2304400,Fortaleza,CE,588.22,2527,21 DE ABRIL COLEGIO
25090631,2515302,Sapé,PB,588.2,2528,INSTITUTO MON SERRAT
42153603,4218202,Timbó,SC,588.19,2529,CENTRO EDUCACIONAL TIMBO S A
29448751,2913606,Ilhéus,BA,588.13,2530,IFBA - CAMPUS ILHEUS
15570533,1500800,Ananindeua,PA,588.07,2531,CENTRO DE ENSINO PLENO IDEAL
35101898,3550308,São Paulo,SP,588.07,2532,MARY WARD COLEGIO
35137972,3548708,São Bernardo do Campo,SP,588.05,2533,METODISTA COLEGIO
50082868,5008305,Três Lagoas,MS,588.03,2534,IFMS - CAMPUS TRES LAGOAS
31193071,3131307,Ipatinga,MG,588.02,2535,COL EGIO JOHN WESLEY
35294937,3518701,Guarujá,SP,587.99,2536,ALBERTO SANTOS DUMONT ETEC
35186259,3518701,Guarujá,SP,587.97,2537,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VII
33226210,3305208,São Pedro da Aldeia,RJ,587.95,2538,INSTITUTO AREDES RODRIGUES
31221562,3118304,Conselheiro Lafaiete,MG,587.94,2539,EM PROF DORIOL BEATO
31015018,3131901,Itabirito,MG,587.93,2540,IFMG - CAMPUS AVANCADO ITABIRITO
25127519,2504009,Campina Grande,PB,587.9,2541,AECAD - ASSOCIACAO DE EDUCACAO E CULTURA ALFREDO DANTAS
35801628,3508702,Caconde,SP,587.87,2542,SCALA COLEGIO
26178230,2611606,Recife,PE,587.86,2543,ESCOLA TECNICA ESTADUAL CICERO DIAS
35132123,3547809,Santo André,SP,587.86,2544,OBJETIVO ABC CENTRO EDUCACIONAL ENSINO MEDIO UNIDADE 104
29145511,2930501,Serrinha,BA,587.86,2545,COLEGIO COMERCIAL DE SERRINHA
21265585,2111201,São José de Ribamar,MA,587.85,2546,COLEGIO MARISTA ARACAGY
35363479,3550605,São Roque,SP,587.81,2547,VILAS BOAS BRAGA COLEGIO
11045639,1100288,Rolim de Moura,RO,587.81,2548,COLEGIO CLARICE LISPECTOR LTDA
33100268,3303807,Paraty,RJ,587.81,2549,CENTRO EDUC DE MAMBUCABA LTDA
31031691,3121605,Diamantina,MG,587.75,2550,CENTRO EDUCACIONAL NADIA SANTOS ROCHA
25124994,2507507,João Pessoa,PB,587.73,2551,COLEGIO KAIROS
24327328,2401008,Apodi,RN,587.69,2552,IFRN - CAMPUS APODI
35118072,3530607,Mogi das Cruzes,SP,587.69,2553,GUTENBERG COLEGIO
31256501,3107109,Boa Esperança,MG,587.69,2554,COLEGIO SEI DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO
41154231,4106902,Curitiba,PR,587.69,2555,SESI INTERNACIONAL DE CURITIBA C - EM
23072768,2304400,Fortaleza,CE,587.67,2556,EDUCANDARIO 21 DE JULHO
29459427,2927408,Salvador,BA,587.67,2557,NA
35115400,3553708,Taquaritinga,SP,587.6,2558,AIMONE SALERNO DR COLEGIO
29149894,2900702,Alagoinhas,BA,587.58,2559,COLEGIO SANTISSIMO SACRAMENTO
25213806,2504009,Campina Grande,PB,587.54,2560,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA
33118825,3303906,Petrópolis,RJ,587.5,2561,CENTRO EDUCACIONAL MAURICIO BARROSO
43000428,4313904,Panambi,RS,587.47,2562,IF FARROUPILHA - CAMPUS PANAMBI
35173782,3511409,Cerqueira César,SP,587.44,2563,CERQUEIRENCE COOPERATIVA EDUCACIONAL
52054160,5218805,Rio Verde,GO,587.42,2564,CENTRO EDUCACIONAL QUASAR
29589606,2914703,Itaberaba,BA,587.4,2565,ESCOLA MARIA BERNARDA
17005078,1702109,Araguaína,TO,587.38,2566,COLEGIO SANTA CRUZ DE ARAGUAINA
35111466,3507506,Botucatu,SP,587.36,2567,SANTA MARCELINA COLEGIO
43206387,4314902,Porto Alegre,RS,587.34,2568,COLEGIO UNIVERSITARIO
26142716,2609600,Olinda,PE,587.31,2569,COLEGIO DOM
42103770,4218004,Tijucas,SC,587.3,2570,COLEGIO DE APLICACAO DA UNIVALI
35115848,3505302,Barra Bonita,SP,587.23,2571,NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS
35111958,3552205,Sorocaba,SP,587.2,2572,SAO JOSE COLEGIO SALESIANO
35444091,3505708,Barueri,SP,587.19,2573,DAGMAR RIBAS TRINDADE PROFESSORA EEFMT
41147421,4111506,Ivaiporã,PR,587.18,2574,IFPR - CAMPUS IVAIPORA
42064856,4205407,Florianópolis,SC,587.16,2575,CURSOS E COLEGIO COQUEIROS LTDA ME
53088018,5300108,Brasília,DF,587.13,2576,COL CURSO PODION
43037690,4304606,Canoas,RS,587.09,2577,COLEGIO MARIA AUXILIADORA
35138526,3550308,São Paulo,SP,587.06,2578,WALDORF DE SAO PAULO ESCOLA
29422256,2927408,Salvador,BA,587.04,2579,TSSA TEENS CENTRO DE EDUCACAO LTDA
35100043,3550308,São Paulo,SP,587.04,2580,ESTRELA SIRIUS COLEGIO
33139032,3304904,São Gonçalo,RJ,587.03,2581,SISTEMA ELITE DE ENSINO
43037704,4304606,Canoas,RS,587.03,2582,COLEGIO LA SALLE NITEROI
52218350,5208707,Goiânia,GO,587.02,2583,COLEGIO NOVA EPOCA
35158987,3541505,Presidente Venceslau,SP,587.02,2584,PRESIDENTE VENCESLAU ESCOLA COOPERATIVA DE
41015673,4104303,Campo Mourão,PR,586.95,2585,INTEGRADO COLEGIO E FACULDADE CAMPO MOURAOPR
35465963,3552205,Sorocaba,SP,586.94,2586,CENTRO TECNICO EDUCACIONAL CIENCIAS E LETRAS
50016385,5003702,Dourados,MS,586.91,2587,ESCOLA FRANCISCANA IMACULADA CONCEICAO
35529503,3518800,Guarulhos,SP,586.9,2588,TORRICELLI COLEGIO INTERNACIONAL
29793629,2910800,Feira de Santana,BA,586.9,2589,COLEGIO EBENEZER
35116889,3537305,Penápolis,SP,586.84,2590,FRANCISCANO CORACAO DE MARIA COLEGIO
35197397,3518800,Guarulhos,SP,586.84,2591,ADONAI COLEGIO
15223043,1504422,Marituba,PA,586.84,2592,INSTITUTO EDUCACIONAL XV DE OUTUBRO
35268422,3552205,Sorocaba,SP,586.82,2593,TABLEAU COLEGIO SOROCABA
33085455,3304557,Rio de Janeiro,RJ,586.8,2594,COLEGIO CENECISTA CAPITAO LEMOS CUNHA
32034377,3201308,Cariacica,ES,586.76,2595,COLEGIO CASTRO ALVES
29406080,2928703,Santo Antônio de Jesus,BA,586.75,2596,COOPERATIVA EDUCACIONAL DE SANTO ANTONIO DE JESUS RESP LTDA
50009141,5002704,Campo Grande,MS,586.74,2597,COLEGIO STATUS - JARDIM PAULISTA
29427924,2919553,Luís Eduardo Magalhães,BA,586.73,2598,ESCOLA MONTEIRO LOBATO -UNIDADE 2
31210595,3118304,Conselheiro Lafaiete,MG,586.71,2599,COL QUELUZ DE MINAS
41099605,4109401,Guarapuava,PR,586.67,2600,ALIANCA C EI EF M
35158665,3546603,Santa Fé do Sul,SP,586.66,2601,15 DE OUTUBRO COLEGIO
35021842,3503208,Araraquara,SP,586.64,2602,ANNA DE OLIVEIRA FERRAZ PROFA ETEC
31277843,3149101,Pedralva,MG,586.62,2603,COLEGIO RH
41110064,4110102,Imbituva,PR,586.61,2604,LUTERANO RUI BARBOSA C EI EF M
29188229,2927408,Salvador,BA,586.6,2605,COLEGIO BOM PASTOR
21199582,2111300,São Luís,MA,586.54,2606,IFMA - CAMPUS SAO LUIS MONTE CASTELO
35101175,3550308,São Paulo,SP,586.52,2607,SANTA CATARINA COLEGIO
26127091,2611606,Recife,PE,586.52,2608,COLEGIO DOURADO
52032981,5208707,Goiânia,GO,586.51,2609,COLEGIO EXPRESSIVO
42023262,4214805,Rio do Sul,SC,586.5,2610,COLEGIO SINODAL RUY BARBOSA
43002617,4315800,Roca Sales,RS,586.49,2611,COLEGIO EVANGELICO ALBERTO TORRES - REGIAO ALTA
35118242,3513801,Diadema,SP,586.48,2612,STAGIUM INSTITUTO EDUCACIONAL
43083536,4311403,Lajeado,RS,586.47,2613,COLEGIO SINODAL GUSTAVO ADOLFO
43186700,4314902,Porto Alegre,RS,586.42,2614,COLEGIO UNIFICADO
14000563,1400100,Boa Vista,RR,586.42,2615,IFRR - CAMPUS BOA VISTA
23085789,2304103,Crateús,CE,586.41,2616,SONIA BURGOS DE MACEDO LTDA EEFM
29327822,2931350,Teixeira de Freitas,BA,586.4,2617,COLEGIO MIGUEL AFONSO
29199573,2927408,Salvador,BA,586.38,2618,INSTITUTO SOCIAL DA BAHIA
31240761,3115300,Cataguases,MG,586.34,2619,COL CIDADE DE CATAGUASES
35118928,3550308,São Paulo,SP,586.33,2620,MODULO COLEGIO
50015257,5000609,Amambai,MS,586.33,2621,EE DOM AQUINO CORREA
35186697,3543303,Ribeirão Pires,SP,586.32,2622,RIBEIRAO PIRES DE ENSINO MEDIO CENTRO EDUCACIONAL
33018839,3301108,Cantagalo,RJ,586.32,2623,COL EUCLIDES DA CUNHA
51087871,5107040,Primavera do Leste,MT,586.32,2624,COLEGIO MAE DA DIVINA PROVIDENCIA
33098735,3301207,Carmo,RJ,586.31,2625,ESCOLA ROGELMA A F M MELLO
25123785,2507507,João Pessoa,PB,586.29,2626,INSTITUTO EDUCACIONAL MADRE TEREZA LTDA
35114406,3505906,Batatais,SP,586.28,2627,CLARETIANO COLEGIO SAO JOSE
33066540,3304557,Rio de Janeiro,RJ,586.23,2628,COL BATISTA SHEPARD
35060574,3550308,São Paulo,SP,586.23,2629,CONDE DOMINGOS COLEGIO
43087442,4312401,Montenegro,RS,586.23,2630,INSTITUTO DE EDUCACAO SAO JOSE
31235776,3146008,Ouro Fino,MG,586.18,2631,ESCOLA ROCHEL DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO
35116324,3549805,São José do Rio Preto,SP,586.13,2632,CENTRO EDUCACIONAL SESI 338
43175503,4314902,Porto Alegre,RS,586.12,2633,COL JOAO PAULO I ESC ENS MEDIO EDUC JOVENS ADULTOS
31253227,3146107,Ouro Preto,MG,586.11,2634,IFMG - CAMPUS OURO PRETO
41147260,4111803,Jacarezinho,PR,586.11,2635,IFPR - CAMPUS JACAREZINHO
41377370,4115200,Maringá,PR,586.08,2636,COLEGIO CARLOS DEMIA
31256676,3151800,Poços de Caldas,MG,586.08,2637,CRECHE MUN SAO JOAO
21180385,2101400,Balsas,MA,586.05,2638,CENTRO DE ALFABETIZACAO DOCE INFANCIA
23194103,2307304,Juazeiro do Norte,CE,586.05,2639,COLEGIO VERA CRISTO
31096181,3107307,Bocaiúva,MG,586.04,2640,COL PROF SERVELINO RIBEIRO
33156832,3304904,São Gonçalo,RJ,586,2641,CENTRO DE ENSINO MONTEIRO LOBATO
35135550,3550308,São Paulo,SP,585.97,2642,CARLOS BRUNETTI COLEGIO
33039542,3306206,Vassouras,RJ,585.94,2643,COL DOS SANTOS ANJOS
41063368,4119905,Ponta Grossa,PR,585.94,2644,COLEGIO SAGRADO CORACAO DE JESUS
35923710,3551702,Sertãozinho,SP,585.93,2645,IFSP - CAMPUS SERTAOZINHO
29461812,2910727,Eunápolis,BA,585.93,2646,COLEGIO APROVACAO
43022324,4302105,Bento Gonçalves,RS,585.89,2647,COLEGIO SCALABRINIANO NOSSA SENHORA MEDIANEIRA
31004596,3106200,Belo Horizonte,MG,585.88,2648,ESC SESI HAMLETO MAGNAVACCA
35174178,3550308,São Paulo,SP,585.87,2649,RICARO COLEGIO UNIDADE II
42142750,4212908,Pinhalzinho,SC,585.87,2650,CENTRO DE ED OBJETIVO
31246158,3147105,Pará de Minas,MG,585.85,2651,COLEGIO TECNICO SAO FRANCISCO DE ASSIS
35116661,3502804,Araçatuba,SP,585.83,2652,COLEGIO EXTENSAO DE ARACATUBA
41125657,4105805,Colombo,PR,585.82,2653,COLEGIO AGAPE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
31005673,3106200,Belo Horizonte,MG,585.81,2654,COL FREDERICO OZANAM
42012023,4204608,Criciúma,SC,585.8,2655,ESCOLA NORMAL E GINASIO MADRE TERESA MICHEL
35143133,3500501,Águas de Lindóia,SP,585.8,2656,COLEGIO ANGLO AGUAS
24084336,2408102,Natal,RN,585.78,2657,IFRN - CAMPUS NATAL ZONA NORTE
29359287,2919207,Lauro de Freitas,BA,585.74,2658,COLEGIO PIRAMIDE
15125335,1505536,Parauapebas,PA,585.71,2659,COLEGIO PITAGORAS DE CARAJAS
31180483,3147600,Passa Quatro,MG,585.7,2660,COL SAO MIGUEL
35111880,3557006,Votorantim,SP,585.69,2661,SESI 023 CENTRO EDUCACIONAL
35071936,3550308,São Paulo,SP,585.68,2662,CANELLO MARQUES COLEGIO
53007050,5300108,Brasília,DF,585.67,2663,COL LA SALLE AGUAS CLARAS
35286692,3538006,Pindamonhangaba,SP,585.66,2664,PROGRESSAO COLEGIO UNID PINDAMONHAGABA ENSINO MEDIO
35310827,3552106,Socorro,SP,585.65,2665,XV DE AGOSTO COLEGIO
51014211,5106224,Nova Mutum,MT,585.63,2666,ESCOLA CENECISTA HILDA STRENGER RIBEIRO
35287490,3533007,Nova Granada,SP,585.62,2667,DECISAO COLEGIO CIDADE DE NOVA GRANADA
41065670,4114609,Marechal Cândido Rondon,PR,585.61,2668,RUI BARBOSA C ED INF ENS FUND MED PROF
35100493,3550308,São Paulo,SP,585.6,2669,SANTANA COLEGIO EIFM
35143650,3528403,Mairinque,SP,585.58,2670,ALIANCA COLEGIO
42119529,4216602,São José,SC,585.57,2671,DESCHAMPS E LEMES LTDA EPP
35115642,3522208,Itapecerica da Serra,SP,585.57,2672,LEBISTE COLEGIO
31073989,3136702,Juiz de Fora,MG,585.56,2673,ESCOLA CENECISTA MONTEIRO LOBATO
41076800,4108304,Foz do Iguaçu,PR,585.55,2674,COLEGIO VICENTINO SAO JOSE
17044200,1721000,Palmas,TO,585.55,2675,COLEGIO DOM BOSCO CENTRO
35174348,3503208,Araraquara,SP,585.53,2676,INTERATIVO ARARAQUARA CURSO E COLEGIO
42113601,4204608,Criciúma,SC,585.51,2677,COLEGIO UNESC
15581276,1501402,Belém,PA,585.49,2678,COLEGIO GENTIL BITTENCOURT
33169713,3304557,Rio de Janeiro,RJ,585.47,2679,SISTEMA ELITE DE ENSINO
35138083,3524402,Jacareí,SP,585.47,2680,REZENDE E REZENDE COLEGIO
35016238,3552205,Sorocaba,SP,585.46,2681,FERNANDO PRESTES ETEC
33077258,3304557,Rio de Janeiro,RJ,585.45,2682,COLEGIO SERVITA NOSSA SENHORA RAINHA DOS CORACOES
35126871,3516200,Franca,SP,585.44,2683,CAETANO CAPRICIO COLEGIO
31323730,3118601,Contagem,MG,585.42,2684,COLEGIO SAO PEDRO DO VATICANO
33074089,3304557,Rio de Janeiro,RJ,585.4,2685,CENTRO EDUC ROSA CHAMMA
53008545,5300108,Brasília,DF,585.39,2686,COL ROGACIONISTA
35153291,3538808,Piraju,SP,585.39,2687,PIRAJU COLEGIO EDUCACIONAL EFM
31353990,3136702,Juiz de Fora,MG,585.39,2688,SISTEMA EDUCACIONAL BATISTA CASTRO
35161559,3535309,Palmital,SP,585.38,2689,APOGEU COLEGIO
35112884,3509502,Campinas,SP,585.33,2690,FUNDACAO BRADESCO ESCOLA DE EDUCACAO BASICA E PROFISSIONAL
28072430,2800308,Aracaju,SE,585.33,2691,COLEGIO JARDINS LTDA
43042929,4305108,Caxias do Sul,RS,585.31,2692,COLEGIO SAO JOAO BATISTA
35108637,3543303,Ribeirão Pires,SP,585.31,2693,PROSPER EDUCACIONAL
28018052,2800308,Aracaju,SE,585.3,2694,COLEGIO SANTANNA DE SERGIPE LTDA
32053045,3201209,Cachoeiro de Itapemirim,ES,585.29,2695,INST DE PESQUISAS EDUCACIONAIS
35507124,3530508,Mococa,SP,585.27,2696,IPE AMARELO CENTRO EDUCACIONAL
33048185,3301702,Duque de Caxias,RJ,585.24,2697,COLEGIO DE APLICACAO PROF JOSE DE SOUZA HERDY - UNIDADE DUQUE DE CAXIAS
15011097,1506807,Santarém,PA,585.22,2698,COLEGIO SANTA CLARA
35126792,3546603,Santa Fé do Sul,SP,585.22,2699,CAMINHO FELIZ CENTRO DE ENSINO CECAF
31324523,3165537,Sarzedo,MG,585.2,2700,EM MARINETE DAMASCENO PINHEIRO
42038901,4210100,Mafra,SC,585.19,2701,COLEGIO MAFRENSE
31230103,3154309,Resplendor,MG,585.13,2702,COLEGIO INTEGRAL CENECISTA RESPLENDOR
35141367,3547304,Santana de Parnaíba,SP,585.09,2703,OBJETIVO COLEGIO UNIDADE ALPHAVILLE
35152785,3518800,Guarulhos,SP,585.08,2704,SESI 427 CENTRO EDUCACIONAL
31278602,3149903,Perdões,MG,585.08,2705,NUCLEO DE APRENDIZAGEM INTEGRAL
35143157,3550308,São Paulo,SP,585.07,2706,SALGUEIRO COLEGIO
26120968,2611606,Recife,PE,585.01,2707,INSTITUTO SANTA MARIA MAZZARELLO
25281925,2510808,Patos,PB,584.99,2708,IFPB - CAMPUS PATOS
33168644,3304557,Rio de Janeiro,RJ,584.97,2709,INSTITUTO GUANABARA LTDA - FILIAL CACHAMBI
25017934,2516201,Sousa,PB,584.95,2710,COLEGIO MONTEIRO LOBATO LTDA
31006092,3106200,Belo Horizonte,MG,584.93,2711,COLEGIO ADVENTISTA DE BELO HORIZONTE
31096296,3143302,Montes Claros,MG,584.91,2712,NA
42048630,4204301,Concórdia,SC,584.91,2713,COLEGIO CENECISTA DR JULIO CESAR RIBEIRO NEVES
