CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
3106408,BELO VALE,MG,528.08,171
3147907,PASSOS,MG,527.97,172
4119905,PONTA GROSSA,PR,527.96,173
3103900,ARAUJOS,MG,527.95,174
4320503,SERTAO,RS,527.91,175
3524808,JALES,SP,527.8,176
3544509,RUBINEIA,SP,527.45,177
4323358,VILA LANGARO,RS,527.43,178
3523909,ITU,SP,527.35,179
3123908,ENTRE RIOS DE MINAS,MG,527.32,180
3506003,BAURU,SP,527.09,181
3300308,BARRA DO PIRAI,RJ,527.09,182
3526001,JUNQUEIROPOLIS,SP,526.99,183
3504602,BADY BASSITT,SP,526.91,184
2931509,TEOFILANDIA,BA,526.91,185
4317558,SANTO ANTONIO DO PALMA,RS,526.87,186
3547809,SANTO ANDRE,SP,526.8,187
4113700,LONDRINA,PR,526.68,188
3304201,RESENDE,RJ,526.47,189
3514205,DOLCINOPOLIS,SP,526.37,190
3128402,GUARANI,MG,526.18,191
3520509,INDAIATUBA,SP,526.17,192
4204608,CRICIUMA,SC,526.07,193
3554102,TAUBATE,SP,526.07,194
4306403,DOIS IRMAOS,RS,526,195
4314423,PICADA CAFE,RS,525.93,196
4212403,PEDRAS GRANDES,SC,525.89,197
3528205,MACEDONIA,SP,525.79,198
4310009,IBIRUBA,RS,525.77,199
3546603,SANTA FE DO SUL,SP,525.72,200
4321907,TRES PASSOS,RS,525.65,201
4307005,ERECHIM,RS,525.58,202
4218756,TUNAPOLIS,SC,525.5,203
3128709,GUAXUPE,MG,525.43,204
3547502,SANTA RITA DO PASSA QUATRO,SP,525.32,205
3304607,SANTA MARIA MADALENA,RJ,525.31,206
4127700,TOLEDO,PR,525.18,207
3143906,MURIAE,MG,525.15,208
2611606,RECIFE,PE,525.13,209
4318705,SAO LEOPOLDO,RS,525.13,210
4309555,HARMONIA,RS,524.89,211
3522604,ITAPIRA,SP,524.87,212
3204609,SANTA TERESA,ES,524.85,213
3104908,BAEPENDI,MG,524.82,214
4111605,IVATUBA,PR,524.8,215
4303400,CAICARA,RS,524.78,216
3303807,PARATY,RJ,524.74,217
3144102,MUZAMBINHO,MG,524.64,218
3548708,SAO BERNARDO DO CAMPO,SP,524.6,219
3130606,INCONFIDENTES,MG,524.57,220
3525300,JAU,SP,524.52,221
3102605,ANDRADAS,MG,524.52,222
3547601,SANTA ROSA DE VITERBO,SP,524.51,223
3530508,MOCOCA,SP,524.42,224
4314100,PASSO FUNDO,RS,524.4,225
3507605,BRAGANCA PAULISTA,SP,524.38,226
4322855,VESPASIANO CORREA,RS,524.37,227
4304853,CARLOS GOMES,RS,524.29,228
5205109,CATALAO,GO,524.24,229
3504008,ASSIS,SP,524.18,230
3113206,CARANDAI,MG,524.1,231
5300108,BRASILIA,DF,524.09,232
4313102,NOVA PALMA,RS,524.06,233
3529005,MARILIA,SP,524.04,234
4319307,SAO PAULO DAS MISSOES,RS,523.86,235
4312153,MATO LEITAO,RS,523.82,236
3506102,BEBEDOURO,SP,523.72,237
3107000,BIQUINHAS,MG,523.66,238
3167202,SETE LAGOAS,MG,523.56,239
3122801,DOM VICOSO,MG,523.52,240
3151305,PIRAUBA,MG,523.51,241
3534609,OSVALDO CRUZ,SP,523.37,242
3515186,ESPIRITO SANTO DO PINHAL,SP,523.35,243
3127404,GONCALVES,MG,523.34,244
3520442,ILHA SOLTEIRA,SP,523.34,245
4307807,ESTRELA,RS,523.29,246
3162005,SAO GONCALO DO SAPUCAI,MG,523.27,247
3526506,LAVINIA,SP,523.25,248
3513405,CRUZEIRO,SP,523.15,249
3550308,SAO PAULO,SP,523.02,250
4319802,SAO VICENTE DO SUL,RS,522.98,251
4215802,SAO BENTO DO SUL,SC,522.93,252
3165305,SAO VICENTE DE MINAS,MG,522.93,253
3142403,MOEMA,MG,522.92,254
3551207,SARUTAIA,SP,522.89,255
3530409,MIRASSOLANDIA,SP,522.88,256
4213203,POMERODE,SC,522.84,257
3118304,CONSELHEIRO LAFAIETE,MG,522.82,258
3305802,TERESOPOLIS,RJ,522.8,259
3505708,BARUERI,SP,522.77,260
3515509,FERNANDOPOLIS,SP,522.67,261
3169307,TRES CORACOES,MG,522.63,262
4304101,CAMPOS BORGES,RS,522.62,263
3515905,FLOREAL,SP,522.58,264
4311643,LINHA NOVA,RS,522.52,265
2925204,POJUCA,BA,522.5,266
3505302,BARRA BONITA,SP,522.49,267
3533502,NOVO HORIZONTE,SP,522.41,268
4323200,VICTOR GRAEFF,RS,522.39,269
3530805,MOJI MIRIM,SP,522.26,270
3130705,INDIANOPOLIS,MG,522.24,271
3545159,SALTINHO,SP,522.21,272
4203907,CAPINZAL,SC,522.04,273
3112802,CAPITOLIO,MG,521.96,274
3503307,ARARAS,SP,521.93,275
4308607,GARIBALDI,RS,521.92,276
4309605,HORIZONTINA,RS,521.86,277
4315008,PORTO LUCENA,RS,521.82,278
4312385,MONTE BELO DO SUL,RS,521.81,279
4202909,BRUSQUE,SC,521.77,280
3162906,SAO JOAO NEPOMUCENO,MG,521.72,281
3505906,BATATAIS,SP,521.68,282
3162302,SAO JOAO DA MATA,MG,521.51,283
3302205,ITAPERUNA,RJ,521.5,284
4214805,RIO DO SUL,SC,521.39,285
3545704,SANTA ALBERTINA,SP,521.39,286
3162807,SAO JOAO EVANGELISTA,MG,521.36,287
4207650,IPORA DO OESTE,SC,521.34,288
3537305,PENAPOLIS,SP,521.13,289
4317806,SANTO AUGUSTO,RS,520.94,290
3552205,SOROCABA,SP,520.93,291
4304804,CARLOS BARBOSA,RS,520.92,292
3500501,AGUAS DE LINDOIA,SP,520.9,293
3159209,SANTA RITA DE CALDAS,MG,520.82,294
3510401,CAPIVARI,SP,520.81,295
3165008,SAO TIAGO,MG,520.77,296
4313425,NOVO MACHADO,RS,520.75,297
3522307,ITAPETININGA,SP,520.65,298
3113305,CARANGOLA,MG,520.63,299
2507507,JOAO PESSOA,PB,520.55,300
4310207,IJUI,RS,520.54,301
3171709,VIRGINIA,MG,520.47,302
2800308,ARACAJU,SE,520.4,303
3530607,MOGI DAS CRUZES,SP,520.38,304
4302352,BOM PRINCIPIO,RS,520.37,305
3145604,OLIVEIRA,MG,520.33,306
4217204,SAO MIGUEL DO OESTE,SC,520.3,307
4300703,ANTA GORDA,RS,520.27,308
2404705,IPANGUACU,RN,520.26,309
4300208,AJURICABA,RS,520.18,310
3111705,CANAA,MG,520.16,311
3514502,DUARTINA,SP,520.14,312
3534302,ORLANDIA,SP,520.12,313
3302106,ITAOCARA,RJ,520.08,314
3115508,CAXAMBU,MG,520.05,315
3504503,AVARE,SP,519.96,316
3169109,TOLEDO,MG,519.9,317
3116308,CIPOTANEA,MG,519.86,318
3147105,PARA DE MINAS,MG,519.78,319
3108107,BONFIM,MG,519.78,320
3124005,ERVALIA,MG,519.76,321
3150307,PIEDADE DO RIO GRANDE,MG,519.72,322
3156304,RODEIRO,MG,519.41,323
3555109,TUPI PAULISTA,SP,519.34,324
3304524,RIO DAS OSTRAS,RJ,519.18,325
3557105,VOTUPORANGA,SP,519.03,326
1703057,BANDEIRANTES DO TOCANTINS,TO,519.02,327
2408102,NATAL,RN,518.89,328
3106903,BICAS,MG,518.88,329
3164704,SAO SEBASTIAO DO PARAISO,MG,518.87,330
4118501,PATO BRANCO,PR,518.85,331
3137502,LAGOA FORMOSA,MG,518.84,332
4208906,JARAGUA DO SUL,SC,518.56,333
4300109,AGUDO,RS,518.52,334
4319505,SAO SEBASTIAO DO CAI,RS,518.48,335
4316733,SANTA CECILIA DO SUL,RS,518.44,336
4316808,SANTA CRUZ DO SUL,RS,518.4,337
3550605,SAO ROQUE,SP,518.39,338
3538907,PIRAJUI,SP,518.34,339
4202008,BALNEARIO CAMBORIU,SC,518.3,340
3113503,CARBONITA,MG,518.3,341
3511508,CERQUILHO,SP,518.29,342
4319372,SAO PEDRO DO BUTIA,RS,518.29,343
3536802,PEDRA BELA,SP,518.26,344
3520905,IPAUSSU,SP,518.2,345
3112406,CAPETINGA,MG,518.2,346
4211900,PALHOCA,SC,518.18,347
3502606,APARECIDA D OESTE,SP,518.18,348
3301009,CAMPOS DOS GOYTACAZES,RJ,518,349
3518206,GUARARAPES,SP,517.97,350
4305504,CIRIACO,RS,517.97,351
3306107,VALENCA,RJ,517.8,352
3137601,LAGOA SANTA,MG,517.76,353
3514403,DRACENA,SP,517.76,354
3302908,MIGUEL PEREIRA,RJ,517.74,355
4310652,ITATI,RS,517.71,356
3536505,PAULINIA,SP,517.63,357
3130200,IGARATINGA,MG,517.62,358
3156908,SACRAMENTO,MG,517.55,359
4314407,PELOTAS,RS,517.49,360
3136405,JOAQUIM FELICIO,MG,517.48,361
3111606,CAMPOS GERAIS,MG,517.47,362
3143302,MONTES CLAROS,MG,517.42,363
2304400,FORTALEZA,CE,517.41,364
3540705,PORTO FERREIRA,SP,517.32,365
4218202,TIMBO,SC,517.31,366
3516200,FRANCA,SP,517.29,367
3137403,LAGOA DOURADA,MG,517.29,368
4316105,RONDA ALTA,RS,517.29,369
3524709,JAGUARIUNA,SP,517.27,370
4201307,ARAQUARI,SC,517.26,371
4210035,LUZERNA,SC,517.22,372
3110905,CAMPANHA,MG,517.19,373
3301108,CANTAGALO,RJ,517.04,374
2504009,CAMPINA GRANDE,PB,516.99,375
3151503,PIUMHI,MG,516.98,376
3123304,DORES DO TURVO,MG,516.98,377
4317202,SANTA ROSA,RS,516.97,378
3541406,PRESIDENTE PRUDENTE,SP,516.96,379
3135902,JESUANIA,MG,516.9,380
3513009,COTIA,SP,516.89,381
3101508,ALEM PARAIBA,MG,516.88,382
4310900,JACUTINGA,RS,516.82,383
4115358,MARIPA,PR,516.81,384
3152105,PONTE NOVA,MG,516.77,385
3105400,BARAO DE COCAIS,MG,516.74,386
5214879,NOVA IGUACU DE GOIAS,GO,516.73,387
4306809,ENCANTADO,RS,516.71,388
3533254,NOVAIS,SP,516.69,389
3164902,SAO SEBASTIAO DO RIO VERDE,MG,516.69,390
3507902,BROTAS,SP,516.64,391
4306304,DAVID CANABARRO,RS,516.61,392
4203204,CAMBORIU,SC,516.56,393
3538006,PINDAMONHANGABA,SP,516.55,394
3553401,TANABI,SP,516.52,395
3144607,NEPOMUCENO,MG,516.36,396
3554003,TATUI,SP,516.33,397
3539202,PIRAPOZINHO,SP,516.25,398
3549409,SAO JOAQUIM DA BARRA,SP,516.25,399
4320602,SEVERIANO DE ALMEIDA,RS,516.25,400
3138500,LIBERDADE,MG,516.24,401
4304309,CANDIDO GODOI,RS,516.17,402
3163607,SAO JOSE DO MANTIMENTO,MG,516.17,403
3133501,ITAPECERICA,MG,516.13,404
4206603,GUARUJA DO SUL,SC,516.12,405
3149309,PEDRO LEOPOLDO,MG,516.11,406
3123007,DORES DE CAMPOS,MG,516.09,407
3155702,RIO PIRACICABA,MG,516.08,408
4315321,QUEVEDOS,RS,516.06,409
3151008,PIRANGUINHO,MG,515.95,410
3300100,ANGRA DOS REIS,RJ,515.89,411
4104808,CASCAVEL,PR,515.83,412
3533007,NOVA GRANADA,SP,515.67,413
4322707,VERA CRUZ,RS,515.66,414
4312005,MARIANO MORO,RS,515.64,415
4321501,TORRES,RS,515.58,416
3162203,SAO JOAO BATISTA DO GLORIA,MG,515.56,417
4305355,CHARQUEADAS,RS,515.52,418
3109105,BUENO BRANDAO,MG,515.49,419
3157203,SANTA BARBARA,MG,515.47,420
4303004,CACHOEIRA DO SUL,RS,515.45,421
3532801,NOVA ALIANCA,SP,515.43,422
3172202,WENCESLAU BRAZ,MG,515.43,423
3300159,APERIBE,RJ,515.36,424
4322202,TUPANCIRETA,RS,515.33,425
4208203,ITAJAI,SC,515.28,426
4321006,TAPERA,RS,515.26,427
4213906,PRESIDENTE CASTELLO BRANCO,SC,515.26,428
2927408,SALVADOR,BA,515.25,429
3513504,CUBATAO,SP,515.24,430
4208401,ITAPIRANGA,SC,515.21,431
4218004,TIJUCAS,SC,515.12,432
3527108,LINS,SP,515.09,433
3109006,BRUMADINHO,MG,515.02,434
3503158,ARAPEI,SP,515.02,435
3114907,CASA GRANDE,MG,514.98,436
3118601,CONTAGEM,MG,514.95,437
4323408,VILA MARIA,RS,514.91,438
4321667,TRES CACHOEIRAS,RS,514.9,439
4113908,MALLET,PR,514.9,440
4317954,SANTO EXPEDITO DO SUL,RS,514.9,441
4314027,PARAISO DO SUL,RS,514.83,442
3548609,SAO BENTO DO SAPUCAI,SP,514.67,443
3154309,RESPLENDOR,MG,514.58,444
4312401,MONTENEGRO,RS,514.52,445
4115804,MEDIANEIRA,PR,514.46,446
3302700,MARICA,RJ,514.44,447
3115300,CATAGUASES,MG,514.42,448
3121407,DESTERRO DE ENTRE RIOS,MG,514.42,449
4206702,HERVAL D OESTE,SC,514.38,450
4305603,COLORADO,RS,514.3,451
3105905,BARROSO,MG,514.27,452
4320909,TAPEJARA,RS,514.15,453
4321329,TAQUARUCU DO SUL,RS,514.12,454
4307401,ESMERALDA,RS,514.1,455
4117701,PALMEIRA,PR,514.04,456
3515301,ESTRELA DO NORTE,SP,514.01,457
4209300,LAGES,SC,513.99,458
4128609,VERE,PR,513.97,459
3155405,RIO NOVO,MG,513.97,460
3531308,MONTE ALTO,SP,513.96,461
3201506,COLATINA,ES,513.88,462
2933307,VITORIA DA CONQUISTA,BA,513.74,463
3502200,ANGATUBA,SP,513.72,464
4312179,MATO QUEIMADO,RS,513.67,465
3555604,UCHOA,SP,513.66,466
3116704,COIMBRA,MG,513.65,467
3153103,PRESIDENTE BERNARDES,MG,513.63,468
4312955,NOVA BOA VISTA,RS,513.62,469
4204202,CHAPECO,SC,513.57,470
3101904,ALPINOPOLIS,MG,513.57,471
4210407,MARACAJA,SC,513.51,472
3201902,DOMINGOS MARTINS,ES,513.5,473
3101607,ALFENAS,MG,513.46,474
3539004,PIRANGI,SP,513.43,475
3541208,PRESIDENTE BERNARDES,SP,513.42,476
3111903,CANA VERDE,MG,513.38,477
3519600,IBITINGA,SP,513.35,478
3525706,JOSE BONIFACIO,SP,513.33,479
3115607,CEDRO DO ABAETE,MG,513.3,480
3121100,DELFIM MOREIRA,MG,513.27,481
3553708,TAQUARITINGA,SP,513.19,482
3524105,ITUVERAVA,SP,513.16,483
4313805,PALMITINHO,RS,513.14,484
3120409,CRISTIANO OTONI,MG,513.14,485
3117207,CONCEICAO DAS PEDRAS,MG,513.14,486
4110953,ITAIPULANDIA,PR,513.09,487
4317905,SANTO CRISTO,RS,513.03,488
3531209,MONTE ALEGRE DO SUL,SP,513.02,489
3552106,SOCORRO,SP,512.98,490
3529302,MATAO,SP,512.98,491
4307906,FARROUPILHA,RS,512.96,492
3205200,VILA VELHA,ES,512.91,493
3164308,SAO ROQUE DE MINAS,MG,512.81,494
4210308,MAJOR VIEIRA,SC,512.81,495
3101631,ALFREDO VASCONCELOS,MG,512.79,496
3508504,CACAPAVA,SP,512.78,497
3139409,MANHUACU,MG,512.68,498
3300233,ARMACAO DOS BUZIOS,RJ,512.67,499
4120853,QUATRO PONTES,PR,512.63,500
3109907,CAETANOPOLIS,MG,512.61,501
4120804,QUATRO BARRAS,PR,512.54,502
4101408,APUCARANA,PR,512.54,503
3554508,TIETE,SP,512.49,504
4302659,BROCHIER,RS,512.49,505
4313904,PANAMBI,RS,512.47,506
3534708,OURINHOS,SP,512.46,507
4102604,BARRACAO,PR,512.45,508
3542404,REGENTE FEIJO,SP,512.37,509
5205406,CERES,GO,512.29,510
3137205,LAGOA DA PRATA,MG,512.29,511
4318481,SAO JOSE DO HORTENCIO,RS,512.27,512
3160405,SANTO ANTONIO DO MONTE,MG,512.23,513
4200309,AGRONOMICA,SC,512.17,514
3148905,PEDRA DO INDAIA,MG,512.16,515
3524402,JACAREI,SP,512.1,516
3160900,SAO BRAS DO SUACUI,MG,512.09,517
4309704,HUMAITA,RS,512.08,518
3538808,PIRAJU,SP,512.01,519
4108304,FOZ DO IGUACU,PR,511.94,520
4315503,RESTINGA SECA,RS,511.91,521
4303558,CAMARGO,RS,511.88,522
5002704,CAMPO GRANDE,MS,511.87,523
3556008,URUPES,SP,511.74,524
3133105,ITANHANDU,MG,511.69,525
3553104,TAIACU,SP,511.68,526
3530706,MOGI GUACU,SP,511.65,527
3121506,DESTERRO DO MELO,MG,511.59,528
3150505,PIMENTA,MG,511.5,529
3141207,MATUTINA,MG,511.45,530
3526704,LEME,SP,511.42,531
3161403,SAO FRANCISCO DO GLORIA,MG,511.41,532
3136900,JURUAIA,MG,511.23,533
3503802,ARTUR NOGUEIRA,SP,511.21,534
3139003,MACHADO,MG,511.21,535
3148103,PATROCINIO,MG,511.19,536
3114303,CARMO DO PARANAIBA,MG,511.14,537
3550803,SAO SEBASTIAO DA GRAMA,SP,510.91,538
4308102,FELIZ,RS,510.9,539
3522703,ITAPOLIS,SP,510.88,540
4110706,IRATI,PR,510.88,541
3543303,RIBEIRAO PIRES,SP,510.81,542
4204251,COCAL DO SUL,SC,510.76,543
3115359,CATAS ALTAS,MG,510.74,544
4313508,OSORIO,RS,510.67,545
3154002,RAUL SOARES,MG,510.63,546
3513108,CRAVINHOS,SP,510.59,547
3109709,CACHOEIRA DE MINAS,MG,510.57,548
3534401,OSASCO,SP,510.56,549
3149903,PERDOES,MG,510.56,550
2608909,LIMOEIRO,PE,510.54,551
4203709,CANELINHA,SC,510.53,552
3165602,SENADOR CORTES,MG,510.5,553
3150901,PIRANGUCU,MG,510.49,554
4110102,IMBITUVA,PR,510.45,555
3165560,SEM-PEIXE,MG,510.44,556
4128104,UMUARAMA,PR,510.43,557
4217600,SIDEROPOLIS,SC,510.38,558
3300605,BOM JESUS DO ITABAPOANA,RJ,510.36,559
3148301,PAULA CANDIDO,MG,510.35,560
4321436,TERRA DE AREIA,RS,510.29,561
2704302,MACEIO,AL,510.24,562
3112208,CAPELA NOVA,MG,510.24,563
3149507,PEQUERI,MG,510.21,564
4215406,SALTO VELOSO,SC,510.18,565
4323309,VILA FLORES,RS,510.18,566
3156809,SABINOPOLIS,MG,510.16,567
4121406,REALEZA,PR,510.13,568
4204301,CONCORDIA,SC,510.09,569
4305207,CERRO LARGO,RS,510.09,570
3171006,VAZANTE,MG,510.08,571
2900702,ALAGOINHAS,BA,510.07,572
3140530,MARTINS SOARES,MG,510.01,573
4114609,MARECHAL CANDIDO RONDON,PR,510.01,574
4106407,CORNELIO PROCOPIO,PR,509.99,575
4321451,TEUTONIA,RS,509.93,576
2921807,MORTUGABA,BA,509.91,577
3150406,PIEDADE DOS GERAIS,MG,509.91,578
4215109,RODEIO,SC,509.9,579
3134806,JACUI,MG,509.88,580
4107306,DOUTOR CAMARGO,PR,509.87,581
3150604,PIRACEMA,MG,509.81,582
3511409,CERQUEIRA CESAR,SP,509.8,583
4117909,PALOTINA,PR,509.77,584
3154408,RESSAQUINHA,MG,509.76,585
3300258,ARRAIAL DO CABO,RJ,509.7,586
3149705,PERDIGAO,MG,509.7,587
3127701,GOVERNADOR VALADARES,MG,509.67,588
3524907,JAMBEIRO,SP,509.67,589
4112801,JOAQUIM TAVORA,PR,509.66,590
4311734,MAMPITUBA,RS,509.63,591
3163409,SAO JOSE DO GOIABAL,MG,509.62,592
3139805,MAR DE ESPANHA,MG,509.57,593
4122404,ROLANDIA,PR,509.52,594
4215703,SANTO AMARO DA IMPERATRIZ,SC,509.48,595
3110004,CAETE,MG,509.46,596
3161908,SAO GONCALO DO RIO ABAIXO,MG,509.46,597
3140506,MARTINHO CAMPOS,MG,509.43,598
2211001,TERESINA,PI,509.38,599
4210506,MARAVILHA,SC,509.38,600
3549250,SAO JOAO DE IRACEMA,SP,509.38,601
3515152,ENGENHEIRO COELHO,SP,509.36,602
3504206,AURIFLAMA,SP,509.21,603
3127388,GOIANA,MG,509.16,604
2910800,FEIRA DE SANTANA,BA,509.14,605
3115102,CASSIA,MG,509.11,606
3306156,VARRE-SAI,RJ,508.98,607
3140704,MATEUS LEME,MG,508.76,608
3145109,NOVA RESENDE,MG,508.69,609
3535309,PALMITAL,SP,508.65,610
3151909,POCRANE,MG,508.65,611
3168101,TAPIRA,MG,508.64,612
4303806,CAMPINAS DO SUL,RS,508.51,613
3500709,AGUDOS,SP,508.51,614
4311809,MARAU,RS,508.51,615
