CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
33447250,3306305,Volta Redonda,RJ,698.21,170,COLEGIO INTERATIVO ENSINO MEDIO
35112513,3509502,Campinas,SP,698.07,171,PROGRESSO CAMPINEIRO COLEGIO
35140673,3530706,Mogi Guaçu,SP,698.05,172,INTEGRADO DE MOGI GUACU COLEGIO
35124199,3550308,São Paulo,SP,697.94,173,ALBERT SABIN COLEGIO
24069191,2408102,Natal,RN,697.9,174,CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO
33147850,3303302,Niterói,RJ,697.84,175,ATUACAO ESCOLA BILINGUE
31334049,3167202,Sete Lagoas,MG,697.82,176,COLEGIO CAETANO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INICIAIS E FINAIS E ENSINO MEDIO
31322903,3162005,São Gonçalo do Sapucaí,MG,697.62,177,CENTRO INTEGRADO SESI SENAI JOSE BENTO NOGUEIRA JUNQUEIRA
52103250,5201108,Anápolis,GO,697.56,178,NA
33064776,3304557,Rio de Janeiro,RJ,697.36,179,COL SAO PAULO
32037392,3205002,Serra,ES,697.28,180,ESCOLA LAURA NASCIMENTO LOUREIRO
32038178,3205200,Vila Velha,ES,697.21,181,CENTRO EDUCACIONAL CHARLES DARWIN
33173869,3304557,Rio de Janeiro,RJ,697.19,182,COLEGIO DE A A Z UNIDADE RECREIO
28032322,2800308,Aracaju,SE,697.18,183,CENTRO DE EXCELENCIA MASTER
31369772,3106200,Belo Horizonte,MG,697.15,184,NA
24057134,2408102,Natal,RN,697.04,185,COLEGIO MARISTA DE NATAL
35450819,3509502,Campinas,SP,696.67,186,NOVO ANGLO COLEGIO UNIDADE BARAO GERALDO
25120298,2507507,João Pessoa,PB,696.64,187,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA
33147450,3306305,Volta Redonda,RJ,696.52,188,COLEGIO ANGLO AMERICANO
35134806,3550308,São Paulo,SP,696.47,189,ETAPA COLEGIO DE EFM
23276606,2304400,Fortaleza,CE,696.33,190,7 DE SETEMBRO COLEGIO - EGS
35154945,3550308,São Paulo,SP,696.28,191,COLEGIO CATAMARA VITA
51091151,5106307,Paranatinga,MT,696.23,192,COLEGIO ACACIA CENTRO INTEGRADO DE ENSINO
33180385,3303302,Niterói,RJ,696.11,193,NA
33063311,3304557,Rio de Janeiro,RJ,696.1,194,COL ANDREWS
32079583,3201209,Cachoeiro de Itapemirim,ES,696.05,195,IFES - CAMPUS CACHOEIRO DE ITAPEMIRIM
31291986,3122306,Divinópolis,MG,695.73,196,CENTRO EDUCACIONAL DIVINOPOLIS
33066698,3304557,Rio de Janeiro,RJ,695.52,197,COLEGIO MARISTA SAO JOSE
33447225,3304557,Rio de Janeiro,RJ,695.47,198,COLEGIO DE A A Z
33075425,3304557,Rio de Janeiro,RJ,695.34,199,COL PENTAGONO
29181771,2927408,Salvador,BA,695.17,200,COLEGIO ANCHIETA
31367672,3167202,Sete Lagoas,MG,695.08,201,NA
35107414,3550308,São Paulo,SP,694.98,202,PASTEUR LICEU UNIDADE MAYRINK
31006394,3106200,Belo Horizonte,MG,694.86,203,COLEGIO MARISTA DOM SILVERIO
33166927,3302403,Macaé,RJ,694.71,204,COLEGIO APROVADO
35132007,3501608,Americana,SP,694.71,205,ANTARES COLEGIO
31193160,3131307,Ipatinga,MG,694.46,206,INST EDUC MAYRINK VIEIRA
42091403,4208906,Jaraguá do Sul,SC,694.36,207,COLEGIO BOM JESUS DIVINA PROVIDENCIA
52033848,5208707,Goiânia,GO,694.3,208,COLEGIO SANTO AGOSTINHO
31369900,3127701,Governador Valadares,MG,693.97,209,NA
33105405,3304557,Rio de Janeiro,RJ,693.94,210,COLEGIO PH
33159645,3304557,Rio de Janeiro,RJ,693.91,211,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO II - TIJUCA
31005037,3106200,Belo Horizonte,MG,693.87,212,COLEGIO BATISTA MINEIRO
35158483,3550308,São Paulo,SP,693.69,213,STOCKLER COLEGIO
33439818,3302205,Itaperuna,RJ,693.58,214,UNICO COLEGIO E VESTIBULARES
31184331,3169901,Ubá,MG,693.55,215,COLEGIO SAGRADO CORACAO DE MARIA
31278726,3169901,Ubá,MG,693.45,216,ESCOLA SESI JOSE ALENCAR GOMES SILVA
52033210,5208707,Goiânia,GO,693.37,217,COLEGIO AGOSTINIANO NS DE FATIMA
31293687,3170701,Varginha,MG,693.34,218,COLEGIO MARISTA - VARGINHA
35141586,3552205,Sorocaba,SP,693.19,219,UIRAPURU COLEGIO
35104985,3550308,São Paulo,SP,693.15,220,BANDEIRANTES COLEGIO EFM
31205231,3138203,Lavras,MG,692.95,221,COL N SRA DE LOURDES
52099946,5208707,Goiânia,GO,692.89,222,COLEGIO PROTAGORAS BUENO
26119730,2611606,Recife,PE,692.78,223,ESCOLA DE APLICACAO DO RECIFE - FCAP UPE
52076229,5201108,Anápolis,GO,692.78,224,COLEGIO DELTA - ANAPOLIS
35175572,3549904,São José dos Campos,SP,692.68,225,POLIEDRO COLEGIO
35108145,3518800,Guarulhos,SP,692.39,226,MATER AMABILIS COLEGIO
32041411,3205309,Vitória,ES,692.33,227,CE CHARLES DARWIN
33042578,3305802,Teresópolis,RJ,692.26,228,COL SAO PAULO
28017943,2800308,Aracaju,SE,692.21,229,COLEGIO AMADEUS LTDA
33165998,3303302,Niterói,RJ,692.19,230,COLEGIO PH
35450339,3552205,Sorocaba,SP,692.13,231,SANTA ROSALIA COLEGIO
41070240,4103453,Cafelândia,PR,692.12,232,BENJAMIM ANTONIO MOTTER C E C EF M
35140338,3550308,São Paulo,SP,692.04,233,MAGNO COLEGIO
33110034,3304557,Rio de Janeiro,RJ,691.64,234,CENTRO EDUCACIONAL ESPACO INTEGRADO
35136025,3556206,Valinhos,SP,691.63,235,PORTO SEGURO VISCONDE COLEGIO UNIDADE II
29200105,2927408,Salvador,BA,691.63,236,NA
31333361,3168705,Timóteo,MG,691.49,237,CEFET-MG - UNED TIMOTEO
35440048,3539202,Pirapozinho,SP,691,238,PRISMA UNIDADE II COLEGIO
13025872,1302603,Manaus,AM,690.8,239,CENTRO EDUCACIONAL LATO SENSU
23263806,2304400,Fortaleza,CE,690.44,240,PROVECTO COLEGIO
24285323,2408102,Natal,RN,690.29,241,OVER COLEGIO E CURSO
26122081,2611606,Recife,PE,690.26,242,COLEGIO DAS DAMAS DA INSTRUCAO CRISTA
25073214,2504009,Campina Grande,PB,690.26,243,ESC VIRGEM DE LOURDES
22027173,2211001,Teresina,PI,690.09,244,COLEGIO PROCAMPUS
15539830,1501709,Bragança,PA,690.08,245,CENTRO EDUCACIONAL JOAO PAULO II
35112773,3509502,Campinas,SP,690.07,246,IMACULADA INSTITUTO EDUCACIONAL
31358541,3106200,Belo Horizonte,MG,690.05,247,COLEGUIUM - UNIDADE CARLOS PRATES
13032020,1302603,Manaus,AM,689.97,248,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
31245488,3106200,Belo Horizonte,MG,689.83,249,UNIDADE BH - CAMPUS I
31004359,3106200,Belo Horizonte,MG,689.75,250,COLEGIO ESPANHOL SANTA MARIA CIDADE NOVA
21259844,2109106,Presidente Dutra,MA,689.64,251,CE PADRE ANCHIETA - ANEXO I
52086615,5208707,Goiânia,GO,689.57,252,COLEGIO JAO LTDA
33228604,3304557,Rio de Janeiro,RJ,689.49,253,COLEGIO DE A A Z
43121926,4316907,Santa Maria,RS,689.38,254,UFSM - COLEGIO POLITECNICO DA UNIVERSIDADE FEDERAL SANTA MARIA
25121600,2507507,João Pessoa,PB,689.1,255,COLEGIO ATHENEU LTDA ME
33036667,3300100,Angra dos Reis,RJ,689.03,256,COLEGIO NAVAL
31357081,3131307,Ipatinga,MG,688.96,257,ESCOLA SESI RINALDO CAMPOS SOARES
31007196,3106200,Belo Horizonte,MG,688.92,258,COLEGIO SANTA DOROTEIA
31041181,3122306,Divinópolis,MG,688.73,259,ESCOLA TECNICA DE DIVINOPOLIS
53016726,5300108,Brasília,DF,688.67,260,UNICO EDUCACIONAL
31005614,3106200,Belo Horizonte,MG,688.56,261,COLEGIO SANTA MARIA CORACAO EUCARISTICO
31004197,3106200,Belo Horizonte,MG,688.56,262,COL SANTA MARIA FLORESTA
35139178,3547809,Santo André,SP,688.47,263,ARBOS COLEGIO ENS UND UNID I
52094642,5208707,Goiânia,GO,688.42,264,COLEGIO GUILHERME RAMOS
33176817,3304557,Rio de Janeiro,RJ,688.18,265,COLEGIO DE A A Z - UNIDADE IPANEMA
33160830,3304557,Rio de Janeiro,RJ,688.01,266,COLEGIO MARISTA SAO JOSE BARRA
33085846,3304557,Rio de Janeiro,RJ,688,267,ESC BRETANHA JD INFANCIA TIO CARECA
43361340,4310207,Ijuí,RS,687.86,268,COLEGIO TIRADENTES IJUI
31268631,3122306,Divinópolis,MG,687.83,269,CEFET-MG - UNED DIVINOPOLIS
35162243,3550308,São Paulo,SP,687.82,270,VISCONDE DE PORTO SEGURO COLEGIO UNIDADE III
52034054,5208707,Goiânia,GO,687.72,271,COLEGIO PROGRESSIVO
41132602,4106902,Curitiba,PR,687.62,272,ESCOLA POSITIVO JUNIOR - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
31006327,3106200,Belo Horizonte,MG,687.43,273,COL PITAGORAS CIDADE JARDIM
35137133,3550308,São Paulo,SP,687.36,274,PENTAGONO COLEGIO UNIDADE MORUMBI
29222982,2901007,Amargosa,BA,687.2,275,ESCOLA CRIACAO
29182646,2927408,Salvador,BA,687.17,276,COLEGIO SAO PAULO
33155852,3304557,Rio de Janeiro,RJ,686.99,277,COLEGIO PH
33025673,3304524,Rio das Ostras,RJ,686.95,278,CENTRO EDUCACIONAL CASULO
33061670,3304144,Queimados,RJ,686.92,279,CENTRO EDUCACIONAL MANUEL PEREIRA
35113256,3525904,Jundiaí,SP,686.91,280,DIVINA PROVIDENCIA ESCOLA
35197828,3550100,São Manuel,SP,686.85,281,LUMA CAROLINA COLEGIO
35103548,3550308,São Paulo,SP,686.8,282,SAO LUIS COLEGIO EIFM
32038224,3205200,Vila Velha,ES,686.76,283,COLEGIO MARISTA NOSSA SENHORA DA PENHA
31254363,3168705,Timóteo,MG,686.71,284,ESCOLA BATISTA DE ACESITA
25139002,2510808,Patos,PB,686.68,285,CENTRO PATOENSE INTEGRADO DE EDUCACAO LTDA
26197405,2611606,Recife,PE,686.63,286,COLEGIO EMINENTE - CENTRO EDUCACIONAL LTDA
26181231,2611606,Recife,PE,686.61,287,COLEGIO FAZER CRESCER - ENSINO MEDIO
33063648,3304557,Rio de Janeiro,RJ,686.56,288,COLEGIO SAO VICENTE DE PAULO
31184349,3169901,Ubá,MG,686.56,289,COLEGIO LOSANGO DE UBA
33110328,3304557,Rio de Janeiro,RJ,686.48,290,COLEGIO PH
35158689,3501905,Amparo,SP,686.4,291,VILLA LOBOS COLEGIO
31291030,3106200,Belo Horizonte,MG,686.27,292,COLEGIO MILITAR DE BELO HORIZONTE
31166481,3170107,Uberaba,MG,686.21,293,COLEGIO CENECISTA DR JOSE FERREIRA
28031245,2800308,Aracaju,SE,686,294,NOSSA ESCOLA III LTDA
35113943,3539301,Pirassununga,SP,685.98,295,JOHN KENNEDY COLEGIO
35448205,3549805,São José do Rio Preto,SP,685.96,296,KELVIN COLEGIO
35334686,3516200,Franca,SP,685.95,297,MONTEIRO LOBATO COC JUNIOR
32052120,3201209,Cachoeiro de Itapemirim,ES,685.93,298,COLEGIO JESUS CRISTO REI
33031371,3304201,Resende,RJ,685.89,299,COL DOM BOSCO
31292605,3147006,Paracatu,MG,685.76,300,ESCOLA TECNICA DE PARACATU
35156784,3550308,São Paulo,SP,685.7,301,ESCOLA GREEN BOOK LTDA EPP
35156589,3520509,Indaiatuba,SP,685.52,302,COLEGIO ANGLO CAMPINAS UNIDADE INDAIATUBA
31014087,3118601,Contagem,MG,685.51,303,COLEGIO SANTA MARIA CONTAGEM
35154295,3548500,Santos,SP,685.5,304,JEAN PIAGET UNIDADE II EEPG
31074233,3136702,Juiz de Fora,MG,685.38,305,ESCOLA TECNICA DE COMERCIO INSTITUTO VIANNA JUNIOR
41148851,4106902,Curitiba,PR,685.19,306,UNIVERSIDADE FEDERAL DO PARANA - SEPT
35158513,3522604,Itapira,SP,685.16,307,INTERATIVA SOCIEDADE LTDA ESCOLA
31329762,3127701,Governador Valadares,MG,685.15,308,COL GENOMA
