CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
32040032,3205309,Vitória,ES,707.76,58,CE LEONARDO DA VINCI
35286187,3556206,Valinhos,SP,707.24,59,ETAPA COLEGIO
33015597,3302403,Macaé,RJ,706.98,60,SOCIEDADE EDUCACIONAL BRUNO OSTMANN LTDA
31333921,3144805,Nova Lima,MG,706.41,61,COLEGIO SANTO AGOSTINHO UNIDADE NOVA LIMA
35563006,3550308,São Paulo,SP,706.12,62,ETAPA III COLEGIO
22022481,2211001,Teresina,PI,705.03,63,ANBEAS - COLEGIO SAGRADO CORACAO DE JESUS
50027956,5002704,Campo Grande,MS,704.98,64,COLEGIO HARMONIA
31102385,3113305,Carangola,MG,703.6,65,ESC SERVITA REGINA PACIS
31006238,3106200,Belo Horizonte,MG,703.47,66,COLEGIO LOYOLA
33063311,3304557,Rio de Janeiro,RJ,703.16,67,COL ANDREWS
31004359,3106200,Belo Horizonte,MG,702.02,68,COLEGIO ESPANHOL SANTA MARIA CIDADE NOVA
33165920,3303302,Niterói,RJ,701.35,69,COLEGIO E CURSO PONTO DE ENSINO
41132599,4106902,Curitiba,PR,701.26,70,COLEGIO POSITIVO ENSINO MEDIO - SEDE
35173186,3547809,Santo André,SP,700.88,71,LICEU JARDIM
33063729,3304557,Rio de Janeiro,RJ,700.83,72,COLEGIO SANTO INACIO
35463279,3550308,São Paulo,SP,700.81,73,VITAL BRAZIL COLEGIO
43173845,4316907,Santa Maria,RS,700.65,74,ESCOLA DE ENSINO MEDIO RIACHUELO
26119730,2611606,Recife,PE,699.79,75,ESCOLA DE APLICACAO DO RECIFE - FCAP UPE
35103421,3550308,São Paulo,SP,699.63,76,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA
33105138,3304557,Rio de Janeiro,RJ,699.37,77,COL INTEGRADO MARTINS MARTINSINHO MEIER
35126974,3530607,Mogi das Cruzes,SP,699.04,78,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO
50032895,5003702,Dourados,MS,698.53,79,COLEGIO ANGLO UNIGRAN - UNIDADE II
41129890,4106902,Curitiba,PR,698.53,80,COLEGIO INTERNACIONAL DE CURITIBA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
50032100,5002704,Campo Grande,MS,698.44,81,COLEGIO BIONATUS II
31007196,3106200,Belo Horizonte,MG,698.15,82,COLEGIO SANTA DOROTEIA
32040075,3205309,Vitória,ES,698.09,83,COLEGIO SAGRADO CORACAO DE MARIA
43121926,4316907,Santa Maria,RS,697.77,84,UFSM - COLEGIO POLITECNICO DA UNIVERSIDADE FEDERAL SANTA MARIA
35137406,3550308,São Paulo,SP,697.76,85,VERTICE COLEGIO UNIDADE I
35136931,3550308,São Paulo,SP,696.9,86,AGOSTINIANO MENDEL COLEGIO
24069582,2408102,Natal,RN,696.69,87,CENTRO DE EDUCACAO INTEGRADA LTDA - FILIAL
31260908,3167202,Sete Lagoas,MG,696.34,88,COL IMPULSO
42144949,4216602,São José,SC,695.92,89,NA
35108145,3518800,Guarulhos,SP,695.89,90,MATER AMABILIS COLEGIO
31245976,3162500,São João del Rei,MG,695.83,91,CENTRO EDUCACIONAL FREI SERAFICO
33173990,3304557,Rio de Janeiro,RJ,695.49,92,COLEGIO DE A A Z
33022755,3303401,Nova Friburgo,RJ,695.2,93,CIEP 123 GLAUBER ROCHA
33098557,3300308,Barra do Piraí,RJ,695.16,94,CENTRO DE ESTUDOS INTEGRADOS
52086615,5208707,Goiânia,GO,694.79,95,COLEGIO JAO LTDA
33142726,3304557,Rio de Janeiro,RJ,694.59,96,COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM
26181231,2611606,Recife,PE,694.58,97,COLEGIO FAZER CRESCER - ENSINO MEDIO
35141586,3552205,Sorocaba,SP,693.72,98,UIRAPURU COLEGIO
52096785,5208707,Goiânia,GO,692.58,99,COLEGIO OLIMPO INTEGRAL
33055220,3303302,Niterói,RJ,692.58,100,CENTRO EDUC DE NITEROI DEJAP
33110034,3304557,Rio de Janeiro,RJ,692.55,101,CENTRO EDUCACIONAL ESPACO INTEGRADO
35104985,3550308,São Paulo,SP,692.53,102,BANDEIRANTES COLEGIO EFM
31258199,3106200,Belo Horizonte,MG,692.24,103,COLEGUIUM UNIDADE GUTIERREZ FUNDAMENTAL
33160171,3304557,Rio de Janeiro,RJ,691.94,104,EDUCACAO INFANTIL E FUNDAMENTAL EML
35136025,3556206,Valinhos,SP,691.71,105,PORTO SEGURO VISCONDE COLEGIO UNIDADE II
35186806,3552205,Sorocaba,SP,691.57,106,UIRAPURU CENTRO EDUCACIONAL
31006386,3106200,Belo Horizonte,MG,690.98,107,COLEGUIUM UNID JARAGUA
33148376,3304557,Rio de Janeiro,RJ,690.54,108,ESCOLA PARQUE - BARRA
22027173,2211001,Teresina,PI,690.45,109,COLEGIO PROCAMPUS
33153450,3303302,Niterói,RJ,690.36,110,COLEGIO PH
35137133,3550308,São Paulo,SP,690.06,111,PENTAGONO COLEGIO UNIDADE MORUMBI
35116993,3500105,Adamantina,SP,690,112,ADAMANTINA ESCOLA EDUCACAO BASICA E PROFIS DO INSTITUTO EDUC
35144186,3550308,São Paulo,SP,689.89,113,ITACA COLEGIO
33104220,3304557,Rio de Janeiro,RJ,689.86,114,RECANTO INF IMACULADA CONCEICAO
52076229,5201108,Anápolis,GO,689.74,115,COLEGIO DELTA - ANAPOLIS
26118165,2611606,Recife,PE,689.74,116,COLEGIO EQUIPE
31184331,3169901,Ubá,MG,689.09,117,COLEGIO SAGRADO CORACAO DE MARIA
33159637,3304557,Rio de Janeiro,RJ,688.58,118,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE ITANHANGA
52099946,5208707,Goiânia,GO,688.45,119,COLEGIO PROTAGORAS BUENO
13032020,1302603,Manaus,AM,688.35,120,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
22164219,2211001,Teresina,PI,688.2,121,ESCOLA POPULAR MADRE MARIA VILLAC
31005614,3106200,Belo Horizonte,MG,687.81,122,COLEGIO SANTA MARIA CORACAO EUCARISTICO
17054818,1721000,Palmas,TO,687.76,123,COLEGIO DOM BOSCO INTEGRAL
35124199,3550308,São Paulo,SP,687.4,124,ALBERT SABIN COLEGIO
31074373,3136702,Juiz de Fora,MG,687.33,125,COLEGIO SANTA CATARINA
31006394,3106200,Belo Horizonte,MG,687.04,126,COLEGIO MARISTA DOM SILVERIO
31217123,3106200,Belo Horizonte,MG,686.76,127,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO
33063419,3304557,Rio de Janeiro,RJ,686.74,128,COL FRANCO BRASILEIRO
33228604,3304557,Rio de Janeiro,RJ,686.72,129,COLEGIO DE A A Z
22023658,2211001,Teresina,PI,686.63,130,EDUCANDARIO SANTA MARIA GORETTI
29422248,2927408,Salvador,BA,686.57,131,COLEGIO ANGLO BRASILEIRO
41128249,4106902,Curitiba,PR,686.57,132,UNIVERSIDADE TECNOLOGICA FEDERAL DO PR
32040210,3205309,Vitória,ES,686.51,133,ESCOLA CRESCER
31342998,3169307,Três Corações,MG,686.3,134,COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC
33447225,3304557,Rio de Janeiro,RJ,686.17,135,COLEGIO DE A A Z
25117963,2504009,Campina Grande,PB,686.13,136,CENTRO CAMPINENSE DE EDUCACAO LTDA COLEGIO MOTIVA
23272430,2304400,Fortaleza,CE,685.8,137,ARI DE SA CAVALCANTE SEDE ALDEOTA COLEGIO
31254363,3168705,Timóteo,MG,685.29,138,ESCOLA BATISTA DE ACESITA
35134806,3550308,São Paulo,SP,685.22,139,ETAPA COLEGIO DE EFM
24285323,2408102,Natal,RN,685.09,140,OVER COLEGIO E CURSO
33064040,3304557,Rio de Janeiro,RJ,685.07,141,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU
35438315,3550308,São Paulo,SP,684.85,142,GERMINARE ESCOLA
53016726,5300108,Brasília,DF,684.61,143,UNICO EDUCACIONAL
31318426,3170206,Uberlândia,MG,684.03,144,COLEGIO OLIMPO
35175572,3549904,São José dos Campos,SP,683.9,145,POLIEDRO COLEGIO
31364860,3106200,Belo Horizonte,MG,683.87,146,COLEGUIUM - UNIDADE GUTIERREZ III
35458053,3518800,Guarulhos,SP,683.82,147,ADONAI COLEGIO
33166919,3304557,Rio de Janeiro,RJ,683.64,148,COLEGIO E CURSO PONTO DE ENSINO
35153163,3547304,Santana de Parnaíba,SP,683.57,149,PENTAGONO COLEGIO UNIDADE ALPHAVILLE
35140995,3554102,Taubaté,SP,683.44,150,OBJETIVO JUNIOR COLEGIO
23245573,2304400,Fortaleza,CE,683.24,151,MASTER COLEGIO
33173869,3304557,Rio de Janeiro,RJ,683.19,152,COLEGIO DE A A Z UNIDADE RECREIO
31127981,3151800,Poços de Caldas,MG,683.1,153,COL SAO DOMINGOS
51067471,5107909,Sinop,MT,683.02,154,PPE - PRINA PITT ESCOLA
35170331,3548906,São Carlos,SP,682.75,155,SAO CARLOS INSTITUTO EDUCACAO DE ENSINO FUNDAMENTAL E MEDIO
35136050,3525904,Jundiaí,SP,682.71,156,LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO
35162243,3550308,São Paulo,SP,682.52,157,VISCONDE DE PORTO SEGURO COLEGIO UNIDADE III
28032322,2800308,Aracaju,SE,682.38,158,CENTRO DE EXCELENCIA MASTER
35114078,3543907,Rio Claro,SP,682.1,159,KOELLE COLEGIO
33085897,3304557,Rio de Janeiro,RJ,681.82,160,ESC MODELAR CAMBAUBA
35579403,3509502,Campinas,SP,681.55,161,COLEGIO ELITECOL
32041152,3205309,Vitória,ES,681.28,162,ESCOLA SAO DOMINGOS
35112773,3509502,Campinas,SP,681.05,163,IMACULADA INSTITUTO EDUCACIONAL
31014087,3118601,Contagem,MG,680.91,164,COLEGIO SANTA MARIA CONTAGEM
28031245,2800308,Aracaju,SE,680.85,165,NOSSA ESCOLA III LTDA
31293687,3170701,Varginha,MG,680.85,166,COLEGIO MARISTA - VARGINHA
33140863,3304557,Rio de Janeiro,RJ,680.84,167,COLEGIO ISRAELITA BRASILEIRO A LIESSIN SCHOLEM ALEICHEM
35142980,3513009,Cotia,SP,680.8,168,OR ISRAEL COLLEGE
33110328,3304557,Rio de Janeiro,RJ,680.55,169,COLEGIO PH
35105648,3550308,São Paulo,SP,680.46,170,PORTO SEGURO VISCONDE COLEGIO
33105405,3304557,Rio de Janeiro,RJ,680.36,171,COLEGIO PH
31291030,3106200,Belo Horizonte,MG,679.64,172,COLEGIO MILITAR DE BELO HORIZONTE
35449003,3543402,Ribeirão Preto,SP,678.81,173,FAAP RIBEIRAO PRETO COLEGIO
26137631,2611606,Recife,PE,678.41,174,COLEGIO NUCLEO
24069191,2408102,Natal,RN,678.32,175,CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO
32041373,3205309,Vitória,ES,678.31,176,SOCIEDADE CULTURAL MONTEIRO LOBATO CEMS
31341550,3144805,Nova Lima,MG,678.28,177,COLEGUIUM - UNIDADE JARDIM CANADA
31356816,3136702,Juiz de Fora,MG,678.17,178,COLEGIO APOGEU UNIDADE II DE ENSINO MEDIO
43082564,4311403,Lajeado,RS,677.97,179,COLEGIO EVANGELICO ALBERTO TORRES
33065837,3304557,Rio de Janeiro,RJ,677.93,180,ESCOLA PARQUE
31254886,3137601,Lagoa Santa,MG,677.93,181,COLEGUIUM - UNIDADE LAGOA SANTA
31006157,3106200,Belo Horizonte,MG,677.8,182,COLEGIO LOGOSOFICO GONZALEZ PECOTCHE
26136473,2611606,Recife,PE,677.55,183,COLEGIO MOTIVO - UNIDADE II
35301279,3510609,Carapicuíba,SP,677.5,184,COLEGIO ANGLO LEONARDO DA VINCI
35158483,3550308,São Paulo,SP,677.44,185,STOCKLER COLEGIO
31334049,3167202,Sete Lagoas,MG,677.35,186,COLEGIO CAETANO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INICIAIS E FINAIS E ENSINO MEDIO
23077557,2304400,Fortaleza,CE,677.23,187,7 DE SETEMBRO COLEGIO - EBS
26197405,2611606,Recife,PE,677.16,188,COLEGIO EMINENTE - CENTRO EDUCACIONAL LTDA
35142967,3548708,São Bernardo do Campo,SP,677.13,189,TERMOMECANICA COLEGIO
35139497,3550308,São Paulo,SP,676.76,190,PENTAGONO COLEGIO UNIDADE CAIUBI
33057109,3303302,Niterói,RJ,676.58,191,COLEGIO LA SALLE ABEL
31105899,3131703,Itabira,MG,676.54,192,COLEGIO COMERCIAL ITABIRANO
52033210,5208707,Goiânia,GO,676.53,193,COLEGIO AGOSTINIANO NS DE FATIMA
31321257,3104205,Arcos,MG,676.5,194,COLEGIO LOSANGO DE ARCOS
33149780,3304557,Rio de Janeiro,RJ,676.43,195,SISTEMA ELITE DE ENSINO
13025872,1302603,Manaus,AM,676.37,196,CENTRO EDUCACIONAL LATO SENSU
33087539,3304557,Rio de Janeiro,RJ,676.28,197,ESCOLA SUICO-BRASILEIRA RIO DE JANEIRO BY SWISS INTERNATIONAL SCHOOLS
41071921,4104808,Cascavel,PR,676.06,198,ALFA AVENIDA C EF M
31322873,3106200,Belo Horizonte,MG,675.65,199,COLEGIUM UNID STA AMELIA
52097676,5208707,Goiânia,GO,675.26,200,COLEGIO SIMBIOS
28017943,2800308,Aracaju,SE,674.98,201,COLEGIO AMADEUS LTDA
31326577,3162500,São João del Rei,MG,674.79,202,COL REVISAO
35922948,3506003,Bauru,SP,674.73,203,COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP
35159177,3513009,Cotia,SP,674.7,204,SIDARTA COLEGIO
24057134,2408102,Natal,RN,674.67,205,COLEGIO MARISTA DE NATAL
31193216,3131307,Ipatinga,MG,674.63,206,ESCOLA EDUCACAO CRIATIVA
32038224,3205200,Vila Velha,ES,674.56,207,COLEGIO MARISTA NOSSA SENHORA DA PENHA
50030590,5003702,Dourados,MS,674.54,208,COLEGIO LUMIERE
31249483,3144805,Nova Lima,MG,674.28,209,INST ITALO BRASILEIRO BICULTURAL
35144484,3513405,Cruzeiro,SP,674.08,210,JEAN PIAGET COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL
31004952,3106200,Belo Horizonte,MG,674.06,211,COL STA MARIA PAMPULHA
25097539,2507507,João Pessoa,PB,673.64,212,COLEGIO E CURSO EVOLUCAO
26156407,2608909,Limoeiro,PE,673.57,213,3º MILENIO COLEGIO E CURSO
33085846,3304557,Rio de Janeiro,RJ,673.52,214,ESC BRETANHA JD INFANCIA TIO CARECA
35132287,3550308,São Paulo,SP,673.34,215,POLIEDRO COLEGIO
35156954,3550308,São Paulo,SP,673.29,216,JARDIM SAO PAULO COLEGIO UNIDADE CANTAREIRA
33154970,3304557,Rio de Janeiro,RJ,673.24,217,COLEGIO E CURSO PONTO DE ENSINO
35162224,3552403,Sumaré,SP,673.16,218,CESAR LATTES COLEGIO
31004197,3106200,Belo Horizonte,MG,673.1,219,COL SANTA MARIA FLORESTA
17055024,1721000,Palmas,TO,673.07,220,COLEGIO OLIMPO UNIDADE II
33447250,3306305,Volta Redonda,RJ,673.05,221,COLEGIO INTERATIVO ENSINO MEDIO
31245488,3106200,Belo Horizonte,MG,673.05,222,UNIDADE BH - CAMPUS I
31295078,3132909,Itamogi,MG,672.93,223,ESC NOVA ARTE E CIA
33139881,3302403,Macaé,RJ,672.81,224,COLEGIO ATLANTICO MACAE LTDA - EPP
35112513,3509502,Campinas,SP,672.62,225,PROGRESSO CAMPINEIRO COLEGIO
33031371,3304201,Resende,RJ,672.6,226,COL DOM BOSCO
22141260,2208007,Picos,PI,672.55,227,ESCOLA MACHADO DE ASSIS
31217166,3106200,Belo Horizonte,MG,672.48,228,INST EDUC GABRIELA LEOPOLDINA
31018864,3105608,Barbacena,MG,672.45,229,C DE EDUC ANGHER
33066698,3304557,Rio de Janeiro,RJ,672.43,230,COLEGIO MARISTA SAO JOSE
35120285,3550308,São Paulo,SP,672.3,231,MIGUEL DE CERVANTES COLEGIO
43139108,4318705,São Leopoldo,RS,672.21,232,UNIDADE DE ENSINO COLEGIO SINODAL - SAO LEOPOLDO
52101363,5208707,Goiânia,GO,672.21,233,COPE - COLEGIO PREPARAENEM
52093123,5201108,Anápolis,GO,672.14,234,COLEGIO GALILEU - UNIDADE CENTRO
31184349,3169901,Ubá,MG,672.13,235,COLEGIO LOSANGO DE UBA
29181771,2927408,Salvador,BA,671.98,236,COLEGIO ANCHIETA
25120298,2507507,João Pessoa,PB,671.63,237,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA
35125222,3507605,Bragança Paulista,SP,671.54,238,CIDADE DE BRAGANCA PTA COLEGIO
31041181,3122306,Divinópolis,MG,671.31,239,ESCOLA TECNICA DE DIVINOPOLIS
35112689,3509502,Campinas,SP,671.29,240,COMUNITARIA DE CAMPINAS ESCOLA
35113852,3538709,Piracicaba,SP,671.23,241,LUIZ DE QUEIROZ COLEGIO
33064032,3304557,Rio de Janeiro,RJ,671.04,242,ESCOLA ALEMA CORCOVADO - EXPERIMENTAL
33322201,3304557,Rio de Janeiro,RJ,671.02,243,ESCOLA SESC DE ENSINO MEDIO
29181780,2927408,Salvador,BA,670.92,244,EMPREENDIMENTOS EDUCACIONAIS ANCHIETA LTDA
33064776,3304557,Rio de Janeiro,RJ,670.8,245,COL SAO PAULO
31074098,3136702,Juiz de Fora,MG,670.65,246,COLEGIO DOS JESUITAS
53020006,5300108,Brasília,DF,670.64,247,CED SIGMA - ASA NORTE
35112562,3509502,Campinas,SP,670.59,248,NOTRE DAME DE CAMPINAS COLEGIO
33036667,3300100,Angra dos Reis,RJ,670.52,249,COLEGIO NAVAL
31302848,3108909,Brazópolis,MG,670.35,250,COL IMACULADA CONCEICAO
33104247,3304557,Rio de Janeiro,RJ,670.23,251,INSTITUTO NOSSA SENHORA DA PIEDADE II
22142495,2211001,Teresina,PI,670.09,252,INSTITUTO DOM BARRETO UNIDADE LESTE
35287600,3550308,São Paulo,SP,670.04,253,COLEGIO ANGLO LEONARDO DA VINCI
41133153,4106902,Curitiba,PR,670,254,COLEGIO MARISTA SANTA MARIA - EI EF EM
33165998,3303302,Niterói,RJ,669.92,255,COLEGIO PH
33156913,3300100,Angra dos Reis,RJ,669.81,256,COOPERATIVA EDUCACIONAL CESAR ALMEIDA
33058164,3303500,Nova Iguaçu,RJ,669.67,257,CENTRO EDUCACIONAL LOGOS
53001222,5300108,Brasília,DF,669.37,258,CED SIGMA
31312096,3124005,Ervália,MG,669.35,259,C EDUC DE ERVALIA
33063648,3304557,Rio de Janeiro,RJ,669.26,260,COLEGIO SAO VICENTE DE PAULO
52033848,5208707,Goiânia,GO,669.2,261,COLEGIO SANTO AGOSTINHO
33029490,3300407,Barra Mansa,RJ,669.17,262,COLEGIO VERBO DIVINO
35104620,3550308,São Paulo,SP,669.14,263,SANTA CRUZ COLEGIO
31004278,3106200,Belo Horizonte,MG,669.05,264,ESTA - ESCOLA STO TOMAS DE AQUINO
33066752,3304557,Rio de Janeiro,RJ,668.9,265,COLEGIO PALAS
35140338,3550308,São Paulo,SP,668.81,266,MAGNO COLEGIO
33064369,3304557,Rio de Janeiro,RJ,668.73,267,INST DE TECNOLOGIA ORT
43172423,4314902,Porto Alegre,RS,668.66,268,COLEGIO LEONARDO DA VINCI-ALFA
33077029,3304557,Rio de Janeiro,RJ,668.46,269,COL BAHIENSE LTDA
29182409,2927408,Salvador,BA,668.45,270,COLEGIO MODULO
35258143,3516200,Franca,SP,668.44,271,NOVO COLEGIO
43173330,4314902,Porto Alegre,RS,668.42,272,COL JOAO PAULO I - UNIDADE SUL
35105600,3550308,São Paulo,SP,668.35,273,SANTO AMERICO COLEGIO
31180599,3170701,Varginha,MG,668.17,274,COLEGIO ALPHA
33249202,3304557,Rio de Janeiro,RJ,668.08,275,COLEGIO PH
33064628,3304557,Rio de Janeiro,RJ,668.02,276,COL BARILAN
35195005,3505708,Barueri,SP,667.88,277,COLEGIO ANGLO LEONARDO DA VINCI
33159645,3304557,Rio de Janeiro,RJ,667.79,278,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO II - TIJUCA
31333361,3168705,Timóteo,MG,667.73,279,CEFET-MG - UNED TIMOTEO
31334073,3170701,Varginha,MG,667.7,280,CEFET-MG - UNED VARGINHA
33155216,3303302,Niterói,RJ,667.45,281,CPII - CAMPUS NITEROI
21199090,2111300,São Luís,MA,667.38,282,COLEGIO EDUCALLIS
52089550,5208707,Goiânia,GO,667.33,283,COLEGIO VISAO
31133701,3171303,Viçosa,MG,667.25,284,COLEGIO NOSSA SENHORA DO CARMO
17055164,1702109,Araguaína,TO,667.25,285,COLEGIO OLIMPO
35133115,3518800,Guarulhos,SP,667.25,286,T PARTHENON COLEGIO UNIDADE I
31014630,3105608,Barbacena,MG,667.16,287,ESCOLA PREPARATORIA DE CADETES DO AR
31170534,3170206,Uberlândia,MG,667.04,288,COLEGIO PIRLIMPIMPIM SAO PASCHOALL
22025391,2211001,Teresina,PI,667.01,289,ESCOLA DOM BOSCO
32041209,3205309,Vitória,ES,666.98,290,IFES - CAMPUS VITORIA
35457334,3523909,Itu,SP,666.96,291,BRANTA DE EDUCACAO INSTITTUTO
33155860,3303401,Nova Friburgo,RJ,666.88,292,COLEGIO ESPACO LIVRE
25073214,2504009,Campina Grande,PB,666.87,293,ESC VIRGEM DE LOURDES
31358428,3106200,Belo Horizonte,MG,666.86,294,COLEGUIUM - UNIDADE ALIPIO DE MELO
28032799,2800308,Aracaju,SE,666.75,295,IDEAL CURSOS E COLEGIO
33021660,3303401,Nova Friburgo,RJ,666.68,296,COLEGIO ANCHIETA
15229408,1501402,Belém,PA,666.45,297,SISTEMA DE ENSINO EQUIPE
31354600,3144805,Nova Lima,MG,666.39,298,ESCOLA GLOBAL BILINGUE UNIDADE ALPHAVILLE
33091072,3304904,São Gonçalo,RJ,666.36,299,CENTRO EDUC MONTEIRO LOBATO
29436168,2903201,Barreiras,BA,666.33,300,COLEGIO ENIGMA
35357327,3549805,São José do Rio Preto,SP,666.21,301,LONDON COLEGIO
50025759,5002704,Campo Grande,MS,666.05,302,EEIEFM GENERAL OSORIO
35135288,3534401,Osasco,SP,665.99,303,COLEGIO ANGLO LEONARDO DA VINCI
31005144,3118601,Contagem,MG,665.84,304,CEFET-MG - UNED CONTAGEM
